井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	RT	DEN	解释结论	层位
地207-42	2434.750	83.545	63.749	15.454	19.082	227.498	0.317	11.573	73.786	18.933	2.553	油水同层	chang4+5
地207-42	2434.875	74.005	63.052	12.238	18.728	228.320	0.359	11.628	73.536	18.911	2.522	油水同层	chang4+5
地207-42	2435.000	66.405	62.459	10.266	17.698	229.140	0.370	11.709	74.532	18.204	2.502	油水同层	chang4+5
地207-42	2435.125	63.166	61.991	9.614	16.538	229.355	0.347	11.759	76.646	17.095	2.497	干层	chang4+5
地207-42	2435.250	63.190	61.643	9.927	15.875	228.702	0.309	11.736	78.887	16.182	2.505	干层	chang4+5
地207-42	2435.375	66.148	61.420	10.942	15.657	227.343	0.277	11.637	80.521	15.753	2.519	干层	chang4+5
地207-42	2435.500	69.849	61.334	11.730	15.370	225.975	0.249	11.503	81.947	15.509	2.537	干层	chang4+5
地207-42	2435.625	70.164	61.388	11.165	14.966	225.311	0.228	11.405	83.485	15.162	2.556	干层	chang4+5
地207-42	2435.750	65.117	61.567	9.164	15.439	225.262	0.233	11.372	83.600	15.195	2.576	干层	chang4+5
地207-42	2435.875	57.180	61.863	7.083	17.982	224.820	0.297	11.349	79.993	16.724	2.598	干层	chang4+5
地207-42	2436.000	52.436	62.277	6.082	25.292	222.288	0.464	11.204	71.586	21.698	2.617	干层	chang4+5
地207-42	2436.125	51.909	62.802	5.840	37.098	217.571	0.678	10.848	61.305	31.361	2.628	干层	chang4+5
地207-42	2436.250	52.602	63.416	5.582	44.276	211.571	0.738	10.323	55.385	40.940	2.630	干层	chang4+5
地207-42	2436.375	52.248	64.101	6.615	47.139	205.743	0.366	5.253	76.220	45.853	2.622	干层	chang4+5
地207-42	2436.500	51.365	64.836	8.157	59.222	202.240	0.010	0.100	99.900	53.248	2.588	干层	chang4+5
地207-42	2436.625	52.609	65.593	9.505	91.432	202.843	0.010	0.100	99.900	75.615	2.521	干层	chang4+5
地207-42	2436.750	58.088	66.342	14.360	151.561	209.490	0.010	0.100	99.900	122.234	2.437	干层	chang4+5
地207-42	2436.875	71.073	67.054	25.190	154.821	223.088	0.010	0.100	99.900	154.449	2.369	干层	chang4+5
地207-42	2437.000	90.177	67.699	42.996	64.425	242.277	0.010	0.100	99.900	109.547	2.348	干层	chang4+5
地207-42	2437.125	110.689	68.251	64.249	20.712	261.438	0.010	0.100	99.900	40.594	2.366	干层	chang4+5
地207-42	2437.250	125.330	68.705	79.345	10.140	276.348	0.010	0.100	99.900	14.565	2.408	干层	chang4+5
地207-42	2437.375	129.621	69.060	81.132	7.759	285.095	0.010	0.100	99.900	8.758	2.456	干层	chang4+5
地207-42	2437.500	125.561	69.319	74.316	7.794	287.219	0.010	0.100	99.900	7.734	2.491	干层	chang4+5
地207-42	2437.625	120.062	69.490	67.244	8.480	284.614	0.010	0.100	99.900	8.140	2.507	干层	chang4+5
地207-42	2437.750	115.831	69.593	62.489	9.639	277.844	0.010	0.100	99.900	9.075	2.510	干层	chang4+5
地207-42	2437.875	113.297	69.643	59.734	11.807	267.899	0.010	0.100	99.900	10.749	2.507	干层	chang4+5
地207-42	2438.000	111.609	69.655	57.622	15.516	257.561	0.010	0.100	99.900	13.710	2.505	干层	chang4+5
地207-42	2438.125	109.891	69.639	55.828	19.054	250.132	0.010	0.100	99.900	17.366	2.507	干层	chang4+5
地207-42	2438.250	108.263	69.605	52.893	18.366	246.484	0.010	0.100	99.900	18.782	2.513	干层	chang4+5
地207-42	2438.375	103.462	69.557	46.155	15.720	244.869	0.010	0.100	99.900	17.023	2.524	干层	chang4+5
地207-42	2438.500	94.508	69.493	36.734	14.089	242.111	0.010	0.100	99.900	14.847	2.541	干层	chang4+5
地207-42	2438.625	84.532	69.416	29.170	14.197	237.310	0.010	0.100	99.900	14.111	2.562	油水同层	chang4+5
地207-42	2438.750	80.021	69.337	28.179	15.942	231.883	0.010	0.100	99.900	15.075	2.581	油水同层	chang4+5
地207-42	2438.875	85.180	69.274	34.275	18.279	227.925	0.010	0.100	99.900	17.150	2.592	油水同层	chang4+5
地207-42	2439.000	93.949	69.246	39.916	18.670	226.825	0.010	0.100	99.900	18.523	2.590	油水同层	chang4+5
地207-42	2439.125	94.764	69.274	38.270	16.789	227.239	0.010	0.100	99.900	17.734	2.580	油水同层	chang4+5
地207-42	2439.250	88.718	69.372	32.653	14.318	227.663	0.010	0.100	99.900	15.511	2.568	油水同层	chang4+5
地207-42	2439.375	82.963	69.556	28.893	12.404	227.304	0.010	0.100	99.900	13.308	2.565	油水同层	chang4+5
地207-42	2439.500	81.505	69.846	28.847	11.343	226.474	0.010	0.100	99.900	11.833	2.576	油水同层	chang4+5
地207-42	2439.625	83.486	70.256	30.091	11.108	226.020	0.010	0.100	99.900	11.204	2.598	油水同层	chang4+5
地207-42	2439.750	83.957	70.776	30.034	11.721	226.109	0.010	0.100	99.900	11.411	2.622	油水同层	chang4+5
地207-42	2439.875	82.822	71.397	28.787	12.957	226.298	0.010	0.100	99.900	12.354	2.639	油水同层	chang4+5
地207-42	2440.000	81.282	72.113	28.472	14.563	225.921	0.010	0.100	99.900	13.788	2.646	油水同层	chang4+5
地207-42	2440.125	83.076	72.915	30.463	15.980	224.989	0.010	0.100	99.900	15.306	2.648	油水同层	chang4+5
地207-42	2440.250	86.694	73.783	34.086	16.625	223.935	0.010	0.100	99.900	16.332	2.649	油水同层	chang4+5
地207-42	2440.375	91.484	74.708	37.998	16.662	223.409	0.010	0.100	99.900	16.656	2.645	油水同层	chang4+5
地207-42	2440.500	95.149	75.676	41.893	16.969	224.647	0.010	0.100	99.900	16.816	2.617	油水同层	chang4+5
地207-42	2440.625	100.038	76.668	47.611	18.045	228.840	0.010	0.100	99.900	17.514	2.558	油水同层	chang4+5
地207-42	2440.750	107.053	77.670	56.718	19.239	237.334	0.010	0.100	99.900	18.666	2.476	油水同层	chang4+5
地207-42	2440.875	117.692	78.673	73.627	18.644	250.451	0.010	0.100	99.900	18.965	2.394	油水同层	chang4+5
地207-42	2441.000	133.907	79.664	92.420	15.460	265.925	0.010	0.100	99.900	17.035	2.344		chang4+5
地207-42	2441.125	148.231	80.630	99.900	11.979	278.087	0.010	0.100	99.900	13.648	2.336		chang4+5
地207-42	2441.250	148.373	81.566	94.946	10.392	282.154	0.010	0.100	99.900	11.112	2.366		chang4+5
地207-42	2441.375	129.180	82.461	70.743	10.897	276.268	0.010	0.100	99.900	10.614	2.421		chang4+5
地207-42	2441.500	101.167	83.314	40.124	13.785	262.358	0.010	0.100	99.900	12.356	2.484		chang4+5
地207-42	2441.625	81.302	84.130	26.294	18.266	247.509	0.010	0.100	99.900	16.091	2.540		chang4+5
地207-42	2441.750	75.708	84.907	24.566	21.354	236.381	0.010	0.100	99.900	19.906	2.579		chang4+5
地207-42	2441.875	79.870	85.634	29.129	22.717	230.928	0.010	0.100	99.900	22.099	2.598		chang4+5
地207-42	2442.000	88.332	86.302	37.285	24.206	231.195	0.010	0.100	99.900	23.490	2.602		chang4+5
地207-42	2442.125	98.931	86.904	48.228	22.079	234.575	0.010	0.100	99.900	23.171	2.601		chang4+5
地207-42	2442.250	110.650	87.440	62.974	17.123	239.617	0.010	0.100	99.900	19.549	2.596		chang4+5
地207-42	2442.375	124.006	87.907	80.253	14.115	245.300	0.010	0.100	99.900	15.512	2.590		chang4+5
地207-42	2442.500	134.116	88.295	91.918	13.552	250.683	0.010	0.100	99.900	13.773	2.586		chang4+5
地207-42	2442.625	137.202	88.595	95.605	13.924	255.205	0.010	0.100	99.900	13.729	2.584		chang4+5
地207-42	2442.750	137.689	88.819	95.353	13.733	258.697	0.010	0.100	99.900	13.837	2.585		chang4+5
地207-42	2442.875	136.970	88.977	95.703	13.100	261.096	0.010	0.100	99.900	13.412	2.583	干层	chang4+5
地207-42	2443.000	139.344	89.076	98.501	12.761	261.788	0.010	0.100	99.900	12.917	2.577	干层	chang4+5
地207-42	2443.125	144.757	89.125	99.900	12.657	260.400	0.010	0.100	99.900	12.702	2.569	干层	chang4+5
地207-42	2443.250	146.320	89.140	99.900	12.220	256.797	0.010	0.100	99.900	12.436	2.561	干层	chang4+5
地207-42	2443.375	141.118	89.128	96.153	11.514	251.655	0.010	0.100	99.900	11.857	2.559	干层	chang4+5
地207-42	2443.500	134.329	89.098	87.120	11.108	246.643	0.010	0.100	99.900	11.296	2.567	干层	chang4+5
地207-42	2443.625	127.984	89.058	77.966	11.135	243.402	0.010	0.100	99.900	11.114	2.582	干层	chang4+5
地207-42	2443.750	122.789	89.014	70.981	11.467	242.584	0.010	0.100	99.900	11.302	2.599	干层	chang4+5
地207-42	2443.875	119.380	88.971	69.016	11.827	243.761	0.010	0.100	99.900	11.655	2.613	干层	chang4+5
地207-42	2444.000	121.677	88.933	73.539	11.944	245.568	0.010	0.100	99.900	11.893	2.621	干层	chang4+5
地207-42	2444.125	125.036	88.902	74.263	11.805	246.423	0.010	0.100	99.900	11.876	2.622	干层	chang4+5
地207-42	2444.250	119.104	88.881	61.881	11.698	245.633	0.010	0.100	99.900	11.748	2.619	干层	chang4+5
地207-42	2444.375	103.243	88.870	43.515	11.890	243.243	0.010	0.100	99.900	11.792	2.614	干层	chang4+5
地207-42	2444.500	87.748	88.871	31.550	12.432	239.687	0.010	0.100	99.900	12.166	2.612	干层	chang4+5
地207-42	2444.625	81.131	88.886	27.414	13.141	235.761	0.010	0.100	99.900	12.799	2.617	干层	chang4+5
地207-42	2444.750	79.356	88.912	26.555	13.785	231.875	0.010	0.100	99.900	13.478	2.625	干层	chang4+5
地207-42	2444.875	79.502	88.950	26.789	14.255	228.303	0.010	0.100	99.900	14.033	2.635	干层	chang4+5
地207-42	2445.000	80.251	89.000	27.732	14.672	225.480	0.010	0.100	99.900	14.473	2.637	干层	chang4+5
地207-42	2445.125	82.021	89.062	29.021	15.344	223.858	0.010	0.100	99.900	15.017	2.624	干层	chang4+5
地207-42	2445.250	83.674	89.132	31.036	16.601	224.288	0.010	0.100	99.900	15.988	2.596	干层	chang4+5
地207-42	2445.375	88.813	89.208	38.690	18.259	227.845	0.010	0.100	99.900	17.458	2.557	干层	chang4+5
地207-42	2445.500	103.063	89.287	56.268	18.595	235.807	0.010	0.100	99.900	18.461	2.513	干层	chang4+5
地207-42	2445.625	121.307	89.365	76.731	16.094	246.553	0.010	0.100	99.900	17.348	2.475	干层	chang4+5
地207-42	2445.750	131.782	89.436	86.917	12.478	257.295	0.010	0.100	99.900	14.229	2.452	干层	chang4+5
地207-42	2445.875	131.752	89.496	83.049	9.991	264.590	0.010	0.100	99.900	11.157	2.449	干层	chang4+5
地207-42	2446.000	125.028	89.537	72.912	9.016	265.058	0.010	0.100	99.900	9.452	2.464	干层	chang4+5
地207-42	2446.125	118.759	89.551	66.866	9.189	260.153	0.010	0.100	99.900	9.084	2.490	干层	chang4+5
地207-42	2446.250	117.436	89.534	64.940	10.055	252.516	0.010	0.100	99.900	9.628	2.522	干层	chang4+5
地207-42	2446.375	115.225	89.480	60.913	10.904	244.995	0.010	0.100	99.900	10.499	2.556	干层	chang4+5
地207-42	2446.500	110.826	89.380	56.531	11.180	239.723	0.010	0.100	99.900	11.060	2.583	干层	chang4+5
地207-42	2446.625	108.481	89.225	53.563	11.133	236.618	0.010	0.100	99.900	11.161	2.599	干层	chang4+5
地207-42	2446.750	105.272	89.018	49.263	11.153	235.272	0.010	0.100	99.900	11.141	2.606	干层	chang4+5
地207-42	2446.875	100.894	88.756	45.759	11.417	235.402	0.010	0.100	99.900	11.285	2.604	干层	chang4+5
地207-42	2447.000	100.457	88.435	47.391	11.881	237.020	0.010	0.100	99.900	11.655	2.595	干层	chang4+5
地207-42	2447.125	105.531	88.053	53.941	12.434	239.465	0.010	0.100	99.900	12.168	2.583	干层	chang4+5
地207-42	2447.250	112.576	87.619	62.199	12.797	241.984	0.010	0.100	99.900	12.627	2.576	干层	chang4+5
地207-42	2447.375	118.891	87.139	69.793	12.536	243.849	0.010	0.100	99.900	12.674	2.572	干层	chang4+5
地207-42	2447.500	124.206	86.614	78.193	11.699	244.757	0.010	0.100	99.900	12.111	2.565	干层	chang4+5
地207-42	2447.625	131.213	86.052	89.592	10.929	245.592	0.010	0.100	99.900	11.295	2.546	干层	chang4+5
地207-42	2447.750	138.428	85.464	98.006	10.605	247.630	0.010	0.100	99.900	10.751	2.506	干层	chang4+5
地207-42	2447.875	140.838	84.858	97.768	10.504	260.607	0.010	0.100	99.900	10.548	2.445	干层	chang4+5
地207-42	2448.000	136.551	84.243	91.389	10.333	271.897	0.010	0.100	99.900	10.417	2.369	干层	chang4+5
地207-42	2448.125	131.441	83.628	83.389	9.930	282.413	0.010	0.100	99.900	10.127	2.298		chang4+5
地207-42	2448.250	126.227	83.024	74.681	9.469	287.728	0.010	0.100	99.900	9.691	2.250		chang4+5
地207-42	2448.375	117.527	82.439	59.363	9.679	281.928	0.010	0.100	99.900	9.565	2.244		chang4+5
地207-42	2448.500	99.223	81.888	38.005	11.372	266.286	0.010	0.100	99.900	10.532	2.288		chang4+5
地207-42	2448.625	76.738	81.382	18.878	16.276	245.249	0.098	6.406	85.850	13.865	2.362		chang4+5
地207-42	2448.750	60.866	80.929	8.883	26.724	225.388	0.220	12.302	66.900	21.614	2.450		chang4+5
地207-42	2448.875	56.877	80.538	7.470	41.162	213.743	0.256	10.777	59.183	34.176	2.538		chang4+5
地207-42	2449.000	60.805	80.226	7.826	37.709	210.732	0.142	10.084	57.295	39.731	2.599		chang4+5
地207-42	2449.125	61.354	80.004	7.466	21.410	214.201	0.057	10.124	68.279	29.456	2.617		chang4+5
地207-42	2449.250	56.940	79.871	6.633	12.509	220.850	0.076	10.628	86.674	16.606	2.601		chang4+5
地207-42	2449.375	53.527	79.834	6.455	9.394	227.397	0.039	11.274	98.047	10.773	2.577		chang4+5
地207-42	2449.500	53.770	79.901	7.298	8.310	231.944	0.037	11.812	99.900	8.792	2.563		chang4+5
地207-42	2449.625	58.129	80.077	9.111	8.233	234.249	0.036	12.140	99.900	8.251	2.558		chang4+5
地207-42	2449.750	65.059	80.350	11.494	8.796	235.359	0.034	12.301	99.900	8.514	2.557		chang4+5
地207-42	2449.875	72.733	80.713	14.529	10.042	237.253	0.037	12.444	97.268	9.432	2.558		chang4+5
地207-42	2450.000	82.652	81.166	27.291	11.822	240.935	0.026	6.564	97.054	10.960	2.565		chang4+5
地207-42	2450.125	95.946	81.701	45.941	13.324	246.189	0.010	0.100	99.900	12.611	2.579		chang4+5
地207-42	2450.250	109.466	82.299	61.112	13.966	252.322	0.010	0.100	99.900	13.676	2.600		chang4+5
地207-42	2450.375	122.087	82.945	77.235	14.394	259.165	0.010	0.100	99.900	14.193	2.620		chang4+5
地207-42	2450.500	132.560	83.630	91.611	15.382	266.634	0.010	0.100	99.900	14.898	2.623		chang4+5
地207-42	2450.625	139.644	84.336	98.967	16.197	273.745	0.010	0.100	99.900	15.811	2.600		chang4+5
地207-42	2450.750	143.266	85.047	99.900	14.895	278.307	0.010	0.100	99.900	15.561	2.555		chang4+5
地207-42	2450.875	140.797	85.747	94.539	12.076	277.738	0.010	0.100	99.900	13.455	2.497		chang4+5
地207-42	2451.000	131.968	86.422	82.559	10.678	274.022	0.010	0.100	99.900	11.317	2.430		chang4+5
地207-42	2451.125	124.886	87.057	75.897	11.836	270.766	0.010	0.100	99.900	11.231	2.361		chang4+5
地207-42	2451.250	125.830	87.642	80.029	15.306	270.805	0.010	0.100	99.900	13.601	2.301		chang4+5
地207-42	2451.375	130.546	88.170	84.125	17.735	273.448	0.010	0.100	99.900	16.596	2.264		chang4+5
地207-42	2451.500	128.440	88.630	76.323	16.035	273.805	0.010	0.100	99.900	16.932	2.272		chang4+5
地207-42	2451.625	116.882	89.013	59.044	13.815	268.470	0.010	0.100	99.900	14.885	2.321		chang4+5
地207-42	2451.750	102.239	89.325	45.045	13.268	257.572	0.010	0.100	99.900	13.495	2.397		chang4+5
地207-42	2451.875	95.971	89.565	42.267	14.034	245.043	0.010	0.100	99.900	13.642	2.479		chang4+5
地207-42	2452.000	99.586	89.729	46.798	15.022	235.703	0.010	0.100	99.900	14.545	2.547		chang4+5
地207-42	2452.125	105.281	89.820	53.274	15.458	231.358	0.010	0.100	99.900	15.261	2.592		chang4+5
地207-42	2452.250	111.502	89.848	60.828	15.226	231.459	0.010	0.100	99.900	15.350	2.614		chang4+5
地207-42	2452.375	117.586	89.818	67.531	14.402	234.493	0.010	0.100	99.900	14.808	2.621		chang4+5
地207-42	2452.500	121.238	89.735	71.780	13.498	238.343	0.010	0.100	99.900	13.931	2.624		chang4+5
地207-42	2452.625	122.790	89.605	71.821	12.850	241.947	0.010	0.100	99.900	13.155	2.625		chang4+5
地207-42	2452.750	120.450	89.438	68.897	12.249	244.483	0.010	0.100	99.900	12.536	2.622		chang4+5
地207-42	2452.875	118.467	89.242	65.766	11.543	244.862	0.010	0.100	99.900	11.883	2.618		chang4+5
地207-42	2453.000	115.334	89.023	61.393	11.161	243.072	0.010	0.100	99.900	11.337	2.620		chang4+5
地207-42	2453.125	111.363	88.787	56.409	11.664	239.645	0.010	0.100	99.900	11.405	2.628		chang4+5
地207-42	2453.250	107.373	88.540	52.500	12.687	235.790	0.010	0.100	99.900	12.188	2.641		chang4+5
地207-42	2453.375	106.405	88.286	54.540	13.309	233.328	0.010	0.100	99.900	13.020	2.656		chang4+5
地207-42	2453.500	113.031	88.026	64.034	13.035	233.228	0.010	0.100	99.900	13.184	2.665		chang4+5
地207-42	2453.625	121.783	87.761	73.951	12.355	235.710	0.010	0.100	99.900	12.688	2.668		chang4+5
地207-42	2453.750	126.730	87.489	79.997	11.769	240.182	0.010	0.100	99.900	12.047	2.667		chang4+5
地207-42	2453.875	129.012	87.207	81.407	11.231	245.093	0.010	0.100	99.900	11.487	2.666		chang4+5
地207-42	2454.000	126.233	86.913	73.075	10.752	248.404	0.010	0.100	99.900	10.980	2.663		chang4+5
地207-42	2454.125	114.809	86.600	57.239	10.797	248.872	0.010	0.100	99.900	10.765	2.656		chang4+5
地207-42	2454.250	101.641	86.269	43.849	11.870	246.390	0.010	0.100	99.900	11.336	2.642		chang4+5
地207-42	2454.375	92.846	85.919	37.517	14.221	241.889	0.010	0.100	99.900	13.071	2.621		chang4+5
地207-42	2454.500	90.945	85.549	36.531	16.960	237.214	0.010	0.100	99.900	15.643	2.599		chang4+5
地207-42	2454.625	90.962	85.163	35.990	18.235	233.247	0.010	0.100	99.900	17.655	2.584		chang4+5
地207-42	2454.750	88.827	84.770	33.120	18.695	230.186	0.010	0.100	99.900	18.490	2.582		chang4+5
地207-42	2454.875	83.175	84.378	27.410	19.964	228.065	0.010	0.100	99.900	19.339	2.592		chang4+5
地207-42	2455.000	74.681	84.000	21.510	22.542	226.811	0.010	0.100	99.900	21.282	2.610		chang4+5
地207-42	2455.125	69.304	83.649	19.033	25.616	226.481	0.010	0.100	99.900	24.136	2.624		chang4+5
地207-42	2455.250	70.771	83.336	22.724	27.106	226.810	0.010	0.100	99.900	26.426	2.630		chang4+5
地207-42	2455.375	81.717	83.072	31.998	24.754	227.021	0.010	0.100	99.900	25.957	2.628		chang4+5
地207-42	2455.500	93.242	82.871	40.680	21.271	226.388	0.010	0.100	99.900	22.957	2.626		chang4+5
地207-42	2455.625	98.258	82.745	42.511	19.557	224.856	0.010	0.100	99.900	20.340	2.621		chang4+5
地207-42	2455.750	94.639	82.691	38.103	20.060	223.437	0.010	0.100	99.900	19.775	2.603		chang4+5
地207-42	2455.875	89.779	82.711	35.917	21.281	225.016	0.010	0.100	99.900	20.684	2.556		chang4+5
地207-42	2456.000	92.755	82.806	40.969	20.402	231.525	0.010	0.100	99.900	20.866	2.477	差油层	chang4+5
地207-42	2456.125	102.300	82.973	52.734	16.302	243.093	0.010	0.100	99.900	18.328	2.393	差油层	chang4+5
地207-42	2456.250	115.919	83.195	70.739	12.133	257.482	0.010	0.100	99.900	14.127	2.325	差油层	chang4+5
地207-42	2456.375	130.448	83.463	89.599	9.511	270.162	0.010	0.100	99.900	10.734	2.285	差油层	chang4+5
地207-42	2456.500	138.923	83.762	98.112	8.142	277.494	0.010	0.100	99.900	8.773	2.274	差油层	chang4+5
地207-42	2456.625	136.992	84.079	88.844	7.463	277.855	0.010	0.100	99.900	7.775	2.283	差油层	chang4+5
地207-42	2456.750	124.737	84.395	70.010	7.289	271.655	0.010	0.100	99.900	7.363	2.309	差油层	chang4+5
地207-42	2456.875	111.709	84.696	54.714	8.009	260.697	0.010	0.100	99.900	7.647	2.349	差油层	chang4+5
地207-42	2457.000	102.746	84.967	47.626	9.559	248.971	0.010	0.100	99.900	8.801	2.402	差油层	chang4+5
地207-42	2457.125	101.675	85.195	47.789	10.975	239.293	0.010	0.100	99.900	10.301	2.466	差油层	chang4+5
地207-42	2457.250	103.116	85.376	47.860	11.220	233.352	0.010	0.100	99.900	11.126	2.536	差油层	chang4+5
地207-42	2457.375	100.069	85.505	42.950	10.842	231.640	0.010	0.100	99.900	11.034	2.599	差油层	chang4+5
地207-42	2457.500	92.645	85.580	36.262	10.820	232.141	0.010	0.100	99.900	10.822	2.637	差油层	chang4+5
地207-42	2457.625	87.028	85.601	32.056	11.653	233.570	0.010	0.100	99.900	11.237	2.652	差油层	chang4+5
地207-42	2457.750	84.505	85.581	30.960	13.236	235.364	0.010	0.100	99.900	12.464	2.654	差油层	chang4+5
地207-42	2457.875	86.092	85.528	33.797	14.971	237.552	0.010	0.100	99.900	14.138	2.648	差油层	chang4+5
地207-42	2458.000	92.416	85.451	40.618	15.741	240.058	0.010	0.100	99.900	15.392	2.633	差油层	chang4+5
地207-42	2458.125	100.803	85.362	48.364	15.181	242.600	0.010	0.100	99.900	15.475	2.613	差油层	chang4+5
地207-42	2458.250	106.183	85.274	52.113	14.292	244.820	0.010	0.100	99.900	14.723	2.582	差油层	chang4+5
地207-42	2458.375	105.897	85.196	50.381	14.112	246.583	0.010	0.100	99.900	14.183	2.575	差油层	chang4+5
地207-42	2458.500	103.140	85.137	49.320	14.617	248.265	0.010	0.100	99.900	14.362	2.575	差油层	chang4+5
地207-42	2458.625	105.653	85.104	53.364	15.264	250.008	0.010	0.100	99.900	14.952	2.580		chang4+5
地207-42	2458.750	109.791	85.098	55.408	15.416	251.322	0.010	0.100	99.900	15.354	2.588		chang4+5
地207-42	2458.875	106.398	85.120	48.611	14.905	250.694	0.010	0.100	99.900	15.163	2.598		chang4+5
地207-42	2459.000	95.649	85.172	37.867	14.245	247.436	0.010	0.100	99.900	14.563	2.606		chang4+5
地207-42	2459.125	85.564	85.251	29.524	14.173	242.050	0.010	0.100	99.900	14.195	2.610		chang4+5
地207-42	2459.250	77.520	85.351	23.425	14.880	236.555	0.010	0.100	99.900	14.526	2.607		chang4+5
地207-42	2459.375	71.625	85.469	20.888	16.032	234.413	0.010	0.100	99.900	15.472	2.604		chang4+5
地207-42	2459.500	74.270	85.602	25.989	16.613	236.749	0.010	0.100	99.900	16.347	2.605	差油层	chang4+5
地207-42	2459.625	88.406	85.744	41.059	15.767	242.612	0.010	0.100	99.900	16.200	2.614	差油层	chang4+5
地207-42	2459.750	108.726	85.891	62.305	14.009	249.476	0.010	0.100	99.900	14.867	2.630	差油层	chang4+5
地207-42	2459.875	124.354	86.038	77.922	12.451	254.029	0.010	0.100	99.900	13.191	2.644	差油层	chang4+5
地207-42	2460.000	128.568	86.181	79.239	11.723	255.089	0.010	0.100	99.900	12.055	2.648	差油层	chang4+5
地207-42	2460.125	123.722	86.314	71.186	12.129	253.114	0.010	0.100	99.900	11.912	2.635	差油层	chang4+5
地207-42	2460.250	117.335	86.433	64.239	13.606	249.721	0.010	0.100	99.900	12.878	2.600	差油层	chang4+5
地207-42	2460.375	114.954	86.533	63.088	15.612	247.465	0.010	0.100	99.900	14.642	2.541	差油层	chang4+5
地207-42	2460.500	116.635	86.606	65.633	16.584	248.233	0.010	0.100	99.900	16.141	2.472	差油层	chang4+5
地207-42	2460.625	118.995	86.648	68.570	14.796	252.608	0.010	0.100	99.900	15.707	2.408	差油层	chang4+5
地207-42	2460.750	120.310	86.656	68.527	11.886	259.352	0.010	0.100	99.900	13.299	2.360	差油层	chang4+5
地207-42	2460.875	117.262	86.626	62.499	9.506	265.060	0.010	0.100	99.900	10.633	2.342	差油层	chang4+5
地207-42	2461.000	110.256	86.555	54.853	8.029	266.951	0.010	0.100	99.900	8.718	2.355	差油层	chang4+5
地207-42	2461.125	106.065	86.438	51.916	7.339	264.588	0.010	0.100	99.900	7.654	2.394	差油层	chang4+5
地207-42	2461.250	106.768	86.280	53.932	7.219	259.511	0.010	0.100	99.900	7.266	2.450	差油层	chang4+5
地207-42	2461.375	109.773	86.082	56.378	7.572	253.682	0.010	0.100	99.900	7.394	2.512	差油层	chang4+5
地207-42	2461.500	109.784	85.846	54.876	8.315	247.550	0.010	0.100	99.900	7.952	2.572	差油层	chang4+5
地207-42	2461.625	105.184	85.573	47.312	9.776	240.017	0.010	0.100	99.900	9.063	2.623	差油层	chang4+5
地207-42	2461.750	94.526	85.275	36.952	12.559	230.242	0.010	0.100	99.900	11.201	2.658	差油层	chang4+5
地207-42	2461.875	85.819	84.954	31.268	17.535	219.054	0.010	0.100	99.900	15.110	2.674	差油层	chang4+5
地207-42	2462.000	83.393	84.618	28.898	24.923	209.231	0.010	0.100	99.900	21.340	2.678	差油层	chang4+5
地207-42	2462.125	79.441	84.273	25.101	33.277	202.859	0.010	0.100	99.900	29.262	2.675	差油层	chang4+5
地207-42	2462.250	73.424	83.927	20.889	37.003	200.753	0.010	0.100	99.900	35.316	2.667	差油层	chang4+5
地207-42	2462.375	69.738	83.585	20.181	33.667	203.116	0.010	0.100	99.900	35.404	2.656	差油层	chang4+5
地207-42	2462.500	74.428	83.253	25.676	28.424	208.483	0.010	0.100	99.900	30.966	2.641	差油层	chang4+5
地207-42	2462.625	86.313	82.937	36.917	23.953	215.895	0.010	0.100	99.900	26.075	2.625	差油层	chang4+5
地207-42	2462.750	100.775	82.637	50.491	19.678	224.055	0.010	0.100	99.900	21.721	2.615	差油层	chang4+5
地207-42	2462.875	111.641	82.358	60.402	15.917	230.961	0.010	0.100	99.900	17.706	2.618	差油层	chang4+5
地207-42	2463.000	116.225	82.100	64.912	13.788	235.451	0.010	0.100	99.900	14.774	2.633	差油层	chang4+5
地207-42	2463.125	117.699	81.867	65.472	13.556	237.431	0.010	0.100	99.900	13.630	2.655	差油层	chang4+5
地207-42	2463.250	116.148	81.655	62.725	14.417	237.691	0.010	0.100	99.900	13.985	2.675	差油层	chang4+5
地207-42	2463.375	113.734	81.464	61.445	15.097	237.328	0.010	0.100	99.900	14.776	2.686	差油层	chang4+5
地207-42	2463.500	115.244	81.295	63.938	14.796	237.095	0.010	0.100	99.900	14.960	2.687	差油层	chang4+5
地207-42	2463.625	116.741	81.149	62.853	13.524	236.974	0.010	0.100	99.900	14.152	2.681	差油层	chang4+5
地207-42	2463.750	110.732	81.021	52.808	11.566	236.647	0.010	0.100	99.900	12.516	2.667	差油层	chang4+5
地207-42	2463.875	96.934	80.914	36.840	9.233	235.791	0.010	0.100	99.900	10.356	2.640	差油层	chang4+5
地207-42	2464.000	78.507	80.828	22.650	7.214	234.577	0.010	0.100	99.900	8.173	2.604		chang4+5
地207-42	2464.125	65.168	80.765	14.637	5.959	233.360	0.010	0.100	99.900	6.544	2.567		chang4+5
地207-42	2464.250	57.393	80.724	10.710	5.365	232.530	0.010	0.100	99.900	5.636	2.535		chang4+5
地207-42	2464.375	53.745	80.708	9.143	5.125	232.462	0.010	0.100	99.900	5.233	2.516		chang4+5
地207-42	2464.500	53.457	80.721	10.045	4.963	233.347	0.010	0.100	99.900	5.039	2.510		chang4+5
