井名	深度	SH	SS	RT	RT	PERM2024	PERM	POR2024	POR	SW	SW2024	AC	SP	CAL	GR	DEN	CNL	RT	解释结论	层位
耿181	2422.750	5.888	94.112	7.466	6.616	1.58	1.307	13.27	12.256	86.715	0.774	234.39	92.497	21.982	53.118	2.503	17.195	7.466	水层	长4+5!2^(1_1)
耿181	2422.875	7.2	92.8	7.53	6.727	1.402	1.379	13.01	12.407	85.461	0.77	235.949	93.335	21.973	57.29	2.499	17.142	7.53	水层	长4+5!2^(1_1)
耿181	2423.000	9.682	90.318	7.742	7.041	1.02	1.432	12.381	12.514	83.67	0.757	237.05	94.226	21.968	65.041	2.5	17.368	7.742	水层	长4+5!2^(1_1)
耿181	2423.125	13.235	86.765	8.109	7.582	0.64	1.449	11.349	12.548	81.584	0.732	237.399	95.153	21.958	75.119	2.508	18.076	8.108	水层	长4+5!2^(1_1)
耿181	2423.250	17.611	82.389	8.6	8.295	0.335	1.448	8.404	12.545	79.241	0.569	237.37	96.081	21.951	86.162	2.522	18.973	8.6	水层	长4+5!2^(1_1)
耿181	2423.375	23.025	76.975	9.211	9.153	0.053	1.447	1.529	12.545	76.568	0.105	237.365	96.99	21.945	98.102	2.543	19.933	9.211	水层	长4+5!2^(1_1)
耿181	2423.500	29.382	70.618	9.937	10.114	0.0	1.457	0.0	12.564	73.603	0.0	237.563	97.858	21.939	110.271	2.569	21.01	9.938	水层	长4+5!2^(1_1)
耿181	2423.625	65.384	34.616	10.763	11.123	0.0	0.01	0.0	0.1	99.9	0.0	237.771	98.657	21.933	118.302	2.592	21.356	10.762		长4+5!2^(1_1)
耿181	2423.750	68.232	31.768	11.625	12.105	0.0	0.01	0.0	0.1	99.9	0.0	238.09	99.377	21.93	120.369	2.608	20.838	11.626		长4+5!2^(1_1)
耿181	2423.875	65.684	34.316	12.471	13.003	0.0	0.01	0.0	0.1	99.9	0.0	238.32	100.006	21.928	118.534	2.613	20.25	12.471		长4+5!2^(1_2)
耿181	2424.000	62.915	37.085	13.253	13.771	0.0	0.01	0.0	0.1	99.9	0.0	238.624	100.532	21.928	116.492	2.605	20.192	13.254		长4+5!2^(1_2)
耿181	2424.125	60.817	39.183	13.924	14.376	0.0	0.01	0.0	0.1	99.9	0.0	239.163	100.928	21.927	114.898	2.596	20.47	13.924		长4+5!2^(1_2)
耿181	2424.250	58.139	41.861	14.481	14.867	0.0	0.01	0.0	0.1	99.9	0.0	239.484	101.206	21.924	112.817	2.589	20.419	14.481		长4+5!2^(1_2)
耿181	2424.375	55.478	44.522	14.902	15.263	0.0	0.01	0.0	0.1	99.9	0.0	239.419	101.361	21.921	110.689	2.589	20.227	14.902		长4+5!2^(1_2)
耿181	2424.500	52.998	47.002	15.156	15.553	0.0	0.01	0.0	0.1	99.9	0.0	238.866	101.391	21.919	108.646	2.594	20.37	15.156		长4+5!2^(1_2)
耿181	2424.625	53.871	46.129	15.174	15.646	0.0	0.01	0.0	0.1	99.9	0.0	237.681	101.275	21.923	109.368	2.596	21.212	15.174		长4+5!2^(1_2)
耿181	2424.750	54.913	45.087	14.976	15.485	0.0	0.01	0.0	0.1	99.9	0.0	235.908	101.035	21.941	110.229	2.593	22.376	14.976		长4+5!2^(1_2)
耿181	2424.875	49.346	50.654	14.596	15.004	0.0	0.01	0.0	0.1	99.9	0.0	234.223	100.675	21.981	105.494	2.593	22.847	14.596		长4+5!2^(1_2)
耿181	2425.000	37.949	62.051	14.111	14.212	0.0	0.01	0.0	0.1	99.9	0.0	233.88	100.201	22.043	94.842	2.599	21.765	14.11		长4+5!2^(1_2)
耿181	2425.125	31.384	68.616	13.647	13.233	0.0	0.01	0.0	0.1	99.9	0.0	235.596	99.601	22.106	87.858	2.603	19.857	13.648		长4+5!2^(1_2)
耿181	2425.250	33.877	66.123	13.308	12.361	0.0	0.01	0.0	0.1	99.9	0.0	239.362	98.908	22.14	90.523	2.605	18.72	13.308		长4+5!2^(1_2)
耿181	2425.375	42.135	57.865	13.142	11.853	0.0	0.01	0.0	0.1	99.9	0.0	244.327	98.13	22.124	98.862	2.605	18.306	13.142		长4+5!2^(1_2)
耿181	2425.500	52.283	47.717	13.144	11.89	0.0	0.01	0.0	0.1	99.9	0.0	248.57	97.284	22.049	108.034	2.599	17.869	13.144		长4+5!2^(1_2)
耿181	2425.625	61.438	38.562	13.268	12.557	0.0	0.01	0.0	0.1	99.9	0.0	250.077	96.377	21.928	115.355	2.587	18.069	13.268		长4+5!2^(1_2)
耿181	2425.750	64.714	35.286	13.431	13.56	0.0	0.01	0.0	0.1	99.9	0.0	248.53	95.44	21.802	117.826	2.578	20.154	13.431		长4+5!2^(1_2)
耿181	2425.875	61.935	38.065	13.616	14.653	0.015	0.01	1.148	0.1	99.9	0.074	243.889	94.491	21.696	115.748	2.574	23.68	13.616		长4+5!2^(1_2)
耿181	2426.000	29.168	70.832	13.85	15.64	0.1	1.41	7.644	12.471	62.738	0.496	236.621	93.551	21.623	110.146	2.567	26.495	13.85	干层	长4+5!2^(1_2)
耿181	2426.125	22.222	77.779	14.214	16.401	0.127	1.069	8.098	11.702	65.366	0.485	228.674	92.646	21.59	98.424	2.556	26.329	14.214	干层	长4+5!2^(1_2)
耿181	2426.250	15.31	84.69	14.736	16.985	0.18	0.834	8.807	11.061	67.321	0.472	222.075	91.796	21.581	84.056	2.549	23.994	14.737	干层	长4+5!2^(1_2)
耿181	2426.375	11.082	88.918	15.394	17.418	0.237	0.703	9.396	10.644	68.03	0.456	217.772	91.018	21.582	73.727	2.547	20.913	15.394	干层	长4+5!2^(1_2)
耿181	2426.500	10.015	89.985	16.088	17.683	0.261	0.662	9.606	10.502	67.292	0.441	216.311	90.334	21.588	70.943	2.549	18.402	16.089	干层	长4+5!2^(1_2)
耿181	2426.625	10.266	89.734	16.644	17.687	0.279	0.701	9.741	10.639	65.451	0.431	217.721	89.777	21.596	71.372	2.55	17.384	16.644	干层	长4+5!2^(1_2)
耿181	2426.750	10.225	89.775	16.955	17.438	0.32	0.771	10.017	10.87	63.679	0.425	220.105	89.348	21.603	70.688	2.543	17.555	16.955	干层	长4+5!2^(1_2)
耿181	2426.875	10.384	89.616	16.985	16.982	0.358	0.847	10.247	11.105	62.486	0.424	222.52	89.055	21.608	70.595	2.528	18.285	16.985	干层	长4+5!2^(1_2)
耿181	2427.000	11.349	88.651	16.776	16.42	0.36	0.916	10.262	11.306	61.927	0.427	224.593	88.908	21.609	72.938	2.509	18.873	16.775	干层	长4+5!2^(1_2)
耿181	2427.125	13.416	86.584	16.437	15.894	0.293	0.971	9.816	11.458	61.86	0.434	226.162	88.939	21.605	78.293	2.498	19.274	16.438	干层	长4+5!2^(1_2)
耿181	2427.250	16.835	83.165	16.146	15.521	0.21	1.018	9.108	11.58	61.859	0.44	227.42	89.124	21.599	86.671	2.495	19.774	16.146	干层	长4+5!2^(1_2)
耿181	2427.375	20.735	79.265	16.028	15.399	0.144	1.047	8.357	11.654	61.753	0.443	228.185	89.46	21.592	95.489	2.494	20.502	16.028	干层	长4+5!2^(1_2)
耿181	2427.500	22.392	77.608	16.17	15.648	0.113	1.042	7.9	11.642	61.533	0.441	228.062	89.944	21.587	99.116	2.493	21.163	16.171	干层	长4+5!2^(1_2)
耿181	2427.625	19.29	80.71	16.66	16.497	0.151	0.979	8.446	11.476	61.369	0.43	226.345	90.589	21.585	92.687	2.494	21.302	16.659	干层	长4+5!2^(1_2)
耿181	2427.750	14.215	85.785	17.418	17.967	0.16	0.864	7.23	11.153	61.489	0.336	223.018	91.358	21.588	81.062	2.5	21.227	17.418	干层	长4+5!2^(1_2)
耿181	2427.875	9.983	90.017	18.376	20.028	0.033	0.71	1.385	10.664	62.171	0.062	217.983	92.239	21.598	70.377	2.515	21.122	18.376	干层	长4+5!2^(1_2)
耿181	2428.000	12.367	87.633	19.439	22.429	0.0	0.01	0.0	0.1	99.9	0.0	211.645	93.214	21.622	62.768	2.538	20.955	19.441		长4+5!2^(1_2)
耿181	2428.125	10.373	89.627	20.449	24.571	0.0	0.01	0.0	0.1	99.9	0.0	204.837	94.279	21.666	59.543	2.566	20.575	20.448		长4+5!2^(1_2)
耿181	2428.250	10.239	89.761	21.222	25.84	0.0	0.01	0.0	0.1	99.9	0.0	199.34	95.397	21.726	59.321	2.593	19.644	21.223		长4+5!2^(1_2)
耿181	2428.375	11.056	88.944	21.61	25.872	0.0	0.01	0.0	0.1	99.9	0.0	196.46	96.549	21.79	60.658	2.61	17.757	21.61		长4+5!2^(1_2)
耿181	2428.500	12.532	87.468	21.515	24.65	0.0	0.01	0.0	0.1	99.9	0.0	196.87	97.716	21.845	63.014	2.616	15.149	21.514		长4+5!2^(1_2)
耿181	2428.625	16.505	83.495	20.836	22.431	0.0	0.01	0.0	0.1	99.9	0.0	200.656	98.878	21.88	68.942	2.621	12.988	20.837		长4+5!2^(1_2)
耿181	2428.750	23.637	76.363	19.716	19.884	0.0	0.01	0.0	0.1	99.9	0.0	206.612	100.014	21.904	78.516	2.634	11.819	19.715		长4+5!2^(1_2)
耿181	2428.875	33.268	66.732	18.268	17.328	0.0	0.01	0.0	0.1	99.9	0.0	215.064	101.11	21.925	89.803	2.651	11.863	18.268		长4+5!2^(1_2)
耿181	2429.000	44.003	55.997	16.66	14.948	0.0	0.01	0.0	0.1	99.9	0.0	225.959	102.152	21.95	100.694	2.657	13.411	16.657		长4+5!2^(1_2)
耿181	2429.125	54.16	45.84	15.105	12.978	0.0	0.01	0.0	0.1	99.9	0.0	237.638	103.118	21.977	109.551	2.632	16.305	15.107		长4+5!2^(1_2)
耿181	2429.250	63.683	36.317	13.766	11.579	0.0	0.01	0.0	0.1	99.9	0.0	247.289	104.009	22.001	117.003	2.586	19.326	13.766		长4+5!2^(1_2)
耿181	2429.375	72.204	27.796	12.707	10.843	0.0	0.01	0.0	0.1	99.9	0.0	253.913	104.821	22.027	123.1	2.542	21.585	12.707		长4+5!2^(1_2)
耿181	2429.500	77.884	22.116	11.914	10.66	0.0	0.01	0.0	0.1	99.9	0.0	257.867	105.55	22.061	126.922	2.516	23.007	11.913		长4+5!2^(1_2)
耿181	2429.625	72.157	27.843	11.344	10.726	0.0	0.01	0.0	0.1	99.9	0.0	259.136	106.186	22.104	123.049	2.51	24.357	11.345		长4+5!2^(1_2)
耿181	2429.750	59.756	40.244	10.906	10.691	0.0	0.01	0.0	0.1	99.9	0.0	257.811	106.743	22.143	113.995	2.523	25.899	10.905		长4+5!2^(1_2)
耿181	2429.875	50.969	49.031	10.577	10.481	0.0	0.01	0.0	0.1	99.9	0.0	253.707	107.229	22.167	106.914	2.551	26.588	10.577		长4+5!2^(1_2)
耿181	2430.000	50.328	49.672	10.351	10.183	0.0	0.01	0.0	0.1	99.9	0.0	247.72	107.649	22.172	106.374	2.582	25.69	10.351		长4+5!2^(1_2)
耿181	2430.125	54.206	45.794	10.229	9.923	0.0	0.01	0.0	0.1	99.9	0.0	242.868	108.007	22.166	109.645	2.6	24.078	10.229		长4+5!2^(1_2)
耿181	2430.250	54.416	45.584	10.18	9.717	0.0	0.01	0.0	0.1	99.9	0.0	241.409	108.321	22.165	109.819	2.612	23.303	10.18		长4+5!2^(1_2)
耿181	2430.375	49.99	50.01	10.203	9.534	0.0	0.01	0.0	0.1	99.9	0.0	242.797	108.605	22.173	106.076	2.616	23.452	10.203		长4+5!2^(1_2)
耿181	2430.500	45.591	54.409	10.305	9.409	0.0	0.01	0.0	0.1	99.9	0.0	245.139	108.867	22.181	102.175	2.614	23.476	10.305		长4+5!2^(1_2)
耿181	2430.625	46.851	53.149	10.512	9.487	0.0	0.01	0.0	0.1	99.9	0.0	247.271	109.121	22.176	103.295	2.599	22.714	10.512		长4+5!2^(1_2)
耿181	2430.750	53.699	46.301	10.818	9.833	0.0	0.01	0.0	0.1	99.9	0.0	248.707	109.379	22.155	109.152	2.579	21.847	10.818		长4+5!2^(1_2)
耿181	2430.875	64.101	35.899	11.205	10.439	0.0	0.01	0.0	0.1	99.9	0.0	249.014	109.652	22.122	117.302	2.562	22.158	11.205		长4+5!2^(1_2)
耿181	2431.000	73.864	26.136	11.631	11.22	0.0	0.01	0.0	0.1	99.9	0.0	247.954	109.946	22.084	124.259	2.551	23.886	11.632		长4+5!2^(1_2)
耿181	2431.125	74.769	25.231	12.042	12.046	0.0	0.01	0.0	0.1	99.9	0.0	245.722	110.275	22.041	124.857	2.548	25.479	12.042		长4+5!2^(1_3)
耿181	2431.250	65.726	34.274	12.393	12.795	0.0	0.01	0.0	0.1	99.9	0.0	242.838	110.639	21.997	118.484	2.548	25.824	12.394		长4+5!2^(1_3)
耿181	2431.375	53.469	46.531	12.648	13.374	0.0	0.01	0.0	0.1	99.9	0.0	240.139	111.041	21.965	108.975	2.549	25.015	12.648		长4+5!2^(1_3)
耿181	2431.500	46.543	53.457	12.767	13.661	0.0	0.01	0.0	0.1	99.9	0.0	239.336	111.479	21.972	103.04	2.554	23.872	12.766		长4+5!2^(1_3)
耿181	2431.625	47.118	52.882	12.707	13.442	0.0	0.01	0.0	0.1	99.9	0.0	242.629	111.96	22.045	103.553	2.549	23.001	12.707		长4+5!2^(1_3)
耿181	2431.750	48.849	51.151	12.519	12.756	0.0	0.01	0.0	0.1	99.9	0.0	250.066	112.472	22.155	105.092	2.515	22.814	12.519		长4+5!2^(1_3)
耿181	2431.875	48.606	51.394	12.256	11.754	0.0	0.01	0.0	0.1	99.9	0.0	260.902	113.011	22.256	104.881	2.453	23.352	12.256		长4+5!2^(1_3)
耿181	2432.000	49.831	50.169	11.978	10.728	0.0	0.01	0.0	0.1	99.9	0.0	273.593	113.568	22.311	105.939	2.386	24.151	11.978		长4+5!2^(1_3)
耿181	2432.125	59.715	40.285	11.735	10.063	0.0	0.01	0.0	0.1	99.9	0.0	286.452	114.14	22.311	113.926	2.342	25.483	11.735		长4+5!2^(1_3)
耿181	2432.250	76.282	23.718	11.523	9.862	0.0	0.01	0.0	0.1	99.9	0.0	298.002	114.712	22.284	125.69	2.322	28.757	11.523		长4+5!2^(1_3)
耿181	2432.375	93.252	6.748	11.314	10.046	0.0	0.01	0.0	0.1	99.9	0.0	306.927	115.278	22.244	136.161	2.325	33.956	11.314		长4+5!2^(1_3)
耿181	2432.500	99.9	0.1	11.094	10.413	0.0	0.01	0.0	0.1	99.9	0.0	311.715	115.828	22.189	142.992	2.347	39.342	11.094		长4+5!2^(1_3)
耿181	2432.625	99.9	0.1	10.893	10.748	0.0	0.01	0.0	0.1	99.9	0.0	310.915	116.35	22.112	144.864	2.378	42.31	10.893		长4+5!2^(1_3)
耿181	2432.750	99.9	0.1	10.786	10.977	0.0	0.01	0.0	0.1	99.9	0.0	306.269	116.839	22.03	143.364	2.404	42.515	10.786		长4+5!2^(1_3)
耿181	2432.875	97.154	2.846	10.851	11.159	0.0	0.01	0.0	0.1	99.9	0.0	298.795	117.289	21.968	139.017	2.425	40.96	10.851		长4+5!2^(1_3)
耿181	2433.000	86.58	13.42	11.139	11.401	0.0	0.01	0.0	0.1	99.9	0.0	289.688	117.694	21.934	132.348	2.449	38.591	11.139		长4+5!2^(1_3)
耿181	2433.125	77.62	22.38	11.671	11.806	0.0	0.01	0.0	0.1	99.9	0.0	279.52	118.043	21.927	126.738	2.48	35.964	11.67		长4+5!2^(1_3)
耿181	2433.250	73.204	26.796	12.315	12.324	0.0	0.01	0.0	0.1	99.9	0.0	269.284	118.339	21.925	123.815	2.51	33.621	12.315		长4+5!2^(1_3)
耿181	2433.375	68.862	31.138	12.953	12.856	0.0	0.01	0.0	0.1	99.9	0.0	260.039	118.582	21.924	120.815	2.534	32.303	12.954		长4+5!2^(1_3)
耿181	2433.500	60.489	39.511	13.481	13.296	0.0	0.01	0.0	0.1	99.9	0.0	252.276	118.77	21.918	114.648	2.554	31.755	13.481		长4+5!2^(1_3)
耿181	2433.625	52.26	47.74	13.812	13.566	0.0	0.01	0.0	0.1	99.9	0.0	246.156	118.895	21.9	108.015	2.574	29.962	13.812		长4+5!2^(1_3)
耿181	2433.750	49.519	50.481	13.98	13.7	0.0	0.01	0.0	0.1	99.9	0.0	241.708	118.967	21.868	105.678	2.591	26.456	13.98		长4+5!2^(1_3)
耿181	2433.875	51.872	48.128	14.032	13.726	0.0	0.01	0.0	0.1	99.9	0.0	239.861	118.988	21.824	107.681	2.601	22.8	14.032		长4+5!2^(1_3)
耿181	2434.000	58.282	41.718	14.022	13.663	0.0	0.01	0.0	0.1	99.9	0.0	241.654	118.961	21.778	112.931	2.606	20.762	14.022		长4+5!2^(1_3)
耿181	2434.125	67.295	32.705	13.999	13.551	0.0	0.01	0.0	0.1	99.9	0.0	246.805	118.88	21.745	119.673	2.605	20.877	13.999		长4+5!2^(1_3)
耿181	2434.250	72.854	27.146	13.989	13.492	0.0	0.01	0.0	0.1	99.9	0.0	252.881	118.758	21.73	123.573	2.598	21.457	13.989		长4+5!2^(1_3)
耿181	2434.375	72.866	27.134	13.992	13.565	0.0	0.01	0.0	0.1	99.9	0.0	257.567	118.595	21.733	123.589	2.585	21.449	13.992		长4+5!2^(1_3)
耿181	2434.500	70.147	29.853	13.989	13.779	0.0	0.01	0.0	0.1	99.9	0.0	259.751	118.396	21.747	121.716	2.571	21.368	13.989		长4+5!2^(1_3)
耿181	2434.625	66.72	33.28	13.934	14.019	0.0	0.01	0.0	0.1	99.9	0.0	259.463	118.155	21.762	119.281	2.556	23.13	13.934		长4+5!2^(1_3)
耿181	2434.750	61.397	38.603	13.805	14.107	0.0	0.01	0.0	0.1	99.9	0.0	257.275	117.882	21.769	115.325	2.549	25.982	13.804		长4+5!2^(1_3)
耿181	2434.875	54.567	45.433	13.6	13.955	0.0	0.01	0.0	0.1	99.9	0.0	253.216	117.575	21.763	109.931	2.547	27.382	13.6		长4+5!2^(1_3)
耿181	2435.000	48.14	51.86	13.339	13.584	0.0	0.01	0.0	0.1	99.9	0.0	247.615	117.236	21.747	104.468	2.553	25.699	13.339		长4+5!2^(1_3)
耿181	2435.125	43.972	56.028	13.044	13.079	0.0	0.01	0.0	0.1	99.9	0.0	242.174	116.858	21.732	100.677	2.564	22.258	13.044		长4+5!2^(1_3)
耿181	2435.250	43.397	56.603	12.733	12.551	0.0	0.01	0.0	0.1	99.9	0.0	239.319	116.446	21.725	100.137	2.578	20.196	12.733		长4+5!2^(2_1)
耿181	2435.375	45.572	54.428	12.408	12.029	0.0	0.01	0.0	0.1	99.9	0.0	239.756	115.996	21.727	102.15	2.593	20.177	12.407		长4+5!2^(2_1)
耿181	2435.500	45.483	54.517	12.067	11.53	0.0	0.01	0.0	0.1	99.9	0.0	242.519	115.509	21.732	102.077	2.606	21.358	12.067		长4+5!2^(2_1)
耿181	2435.625	40.549	59.451	11.718	11.1	0.0	0.01	0.0	0.1	99.9	0.0	245.756	114.972	21.729	97.397	2.608	22.219	11.719		长4+5!2^(2_1)
耿181	2435.750	37.56	62.44	11.379	10.774	0.0	0.01	0.0	0.1	99.9	0.0	248.516	114.393	21.715	94.435	2.602	22.202	11.378		长4+5!2^(2_1)
耿181	2435.875	40.728	59.272	11.061	10.552	0.0	0.01	0.0	0.1	99.9	0.0	250.944	113.768	21.696	97.55	2.593	21.87	11.06		长4+5!2^(2_1)
耿181	2436.000	48.398	51.602	10.775	10.399	0.0	0.01	0.0	0.1	99.9	0.0	253.087	113.098	21.68	104.696	2.584	22.047	10.775		长4+5!2^(2_1)
耿181	2436.125	54.246	45.754	10.54	10.256	0.0	0.01	0.0	0.1	99.9	0.0	254.286	112.374	21.67	109.671	2.576	23.17	10.54		长4+5!2^(2_1)
耿181	2436.250	58.157	41.843	10.359	10.093	0.0	0.01	0.0	0.1	99.9	0.0	254.249	111.609	21.667	112.815	2.571	24.43	10.359		长4+5!2^(2_1)
耿181	2436.375	64.075	35.925	10.246	9.93	0.0	0.01	0.0	0.1	99.9	0.0	253.285	110.805	21.668	117.317	2.571	25.104	10.246		长4+5!2^(2_1)
耿181	2436.500	73.049	26.951	10.206	9.806	0.0	0.01	0.0	0.1	99.9	0.0	252.146	109.97	21.671	123.711	2.573	25.075	10.206		长4+5!2^(2_1)
耿181	2436.625	78.596	21.404	10.247	9.768	0.0	0.01	0.0	0.1	99.9	0.0	251.337	109.107	21.674	127.379	2.576	24.863	10.247		长4+5!2^(2_1)
耿181	2436.750	76.228	23.772	10.349	9.817	0.0	0.01	0.0	0.1	99.9	0.0	250.644	108.232	21.674	125.825	2.58	25.069	10.35		长4+5!2^(2_1)
耿181	2436.875	69.415	30.585	10.505	9.95	0.0	0.01	0.0	0.1	99.9	0.0	249.816	107.354	21.672	121.193	2.586	25.814	10.505		长4+5!2^(2_1)
耿181	2437.000	64.241	35.759	10.709	10.165	0.0	0.01	0.0	0.1	99.9	0.0	248.682	106.49	21.671	117.477	2.591	26.826	10.709		长4+5!2^(2_1)
耿181	2437.125	62.717	37.283	10.97	10.488	0.0	0.01	0.0	0.1	99.9	0.0	247.2	105.652	21.672	116.342	2.599	27.254	10.969		长4+5!2^(2_1)
耿181	2437.250	60.362	39.638	11.274	10.905	0.0	0.01	0.0	0.1	99.9	0.0	245.239	104.854	21.674	114.546	2.611	26.614	11.275		长4+5!2^(2_1)
耿181	2437.375	55.278	44.722	11.617	11.404	0.0	0.01	0.0	0.1	99.9	0.0	242.417	104.104	21.676	110.518	2.621	25.35	11.617		长4+5!2^(2_1)
耿181	2437.500	49.483	50.517	11.988	11.951	0.0	0.01	0.0	0.1	99.9	0.0	238.731	103.414	21.675	105.648	2.627	24.464	11.988		长4+5!2^(2_1)
耿181	2437.625	44.387	55.613	12.387	12.496	0.0	0.01	0.0	0.1	99.9	0.0	234.472	102.799	21.674	101.045	2.626	24.154	12.386		长4+5!2^(2_1)
耿181	2437.750	36.943	63.057	12.809	12.99	0.0	0.01	0.0	0.1	99.9	0.0	230.334	102.257	21.673	93.717	2.614	23.307	12.81		长4+5!2^(2_1)
耿181	2437.875	26.491	73.509	13.258	13.42	0.0	0.01	0.0	0.1	99.9	0.0	226.817	101.784	21.673	82.075	2.588	21.672	13.259		长4+5!2^(2_1)
耿181	2438.000	16.851	83.149	13.719	13.786	0.0	0.01	0.0	0.1	99.9	0.0	224.3	101.381	21.675	69.513	2.56	20.038	13.719		长4+5!2^(2_1)
耿181	2438.125	12.187	87.813	14.152	14.099	0.0	0.01	0.0	0.1	99.9	0.0	223.684	101.049	21.677	62.473	2.532	19.165	14.152		长4+5!2^(2_1)
耿181	2438.250	12.355	87.645	14.507	14.376	0.0	0.01	0.0	0.1	99.9	0.0	225.113	100.769	21.678	62.718	2.515	18.393	14.507		长4+5!2^(2_1)
耿181	2438.375	17.011	82.989	14.742	14.614	0.0	0.01	0.0	0.1	99.9	0.0	228.468	100.529	21.678	69.655	2.511	17.483	14.742		长4+5!2^(2_1)
耿181	2438.500	25.413	74.587	14.835	14.796	0.0	0.01	0.0	0.1	99.9	0.0	233.209	100.315	21.677	80.877	2.516	17.127	14.835		长4+5!2^(2_1)
耿181	2438.625	37.867	62.133	14.78	14.875	0.0	0.01	0.0	0.1	99.9	0.0	238.68	100.111	21.675	94.567	2.525	18.328	14.78		长4+5!2^(2_1)
耿181	2438.750	51.954	48.046	14.642	14.839	0.0	0.01	0.0	0.1	99.9	0.0	243.825	99.898	21.674	107.599	2.531	20.515	14.642		长4+5!2^(2_1)
耿181	2438.875	62.972	37.028	14.463	14.681	0.0	0.01	0.0	0.1	99.9	0.0	247.809	99.66	21.674	116.479	2.529	21.972	14.463		长4+5!2^(2_1)
耿181	2439.000	67.16	32.84	14.275	14.416	0.0	0.01	0.0	0.1	99.9	0.0	250.092	99.384	21.675	119.603	2.525	23.244	14.275		长4+5!2^(2_1)
耿181	2439.125	64.379	35.621	14.081	14.066	0.0	0.01	0.0	0.1	99.9	0.0	250.032	99.041	21.675	117.571	2.53	24.534	14.082		长4+5!2^(2_1)
耿181	2439.250	59.212	40.788	13.867	13.681	0.0	0.01	0.0	0.1	99.9	0.0	248.094	98.629	21.677	113.647	2.549	25.376	13.867		长4+5!2^(2_1)
耿181	2439.375	54.029	45.971	13.607	13.275	0.0	0.01	0.0	0.1	99.9	0.0	244.984	98.137	21.681	109.497	2.574	25.413	13.607		长4+5!2^(2_1)
耿181	2439.500	50.59	49.41	13.286	12.848	0.0	0.01	0.0	0.1	99.9	0.0	241.537	97.558	21.691	106.605	2.595	24.829	13.286		长4+5!2^(2_1)
耿181	2439.625	49.514	50.486	12.898	12.38	0.0	0.01	0.0	0.1	99.9	0.0	238.79	96.868	21.708	105.675	2.602	24.157	12.898		长4+5!2^(2_1)
耿181	2439.750	48.434	51.566	12.482	11.869	0.0	0.01	0.0	0.1	99.9	0.0	237.574	96.081	21.73	104.728	2.601	23.772	12.482		长4+5!2^(2_1)
耿181	2439.875	47.875	52.125	12.084	11.327	0.0	0.01	0.0	0.1	99.9	0.0	238.132	95.196	21.752	104.231	2.592	23.349	12.083		长4+5!2^(2_1)
耿181	2440.000	50.023	49.977	11.76	10.802	0.0	0.01	0.0	0.1	99.9	0.0	239.869	94.218	21.771	106.117	2.578	22.75	11.76		长4+5!2^(2_1)
耿181	2440.125	53.779	46.221	11.593	10.409	0.0	0.01	0.0	0.1	99.9	0.0	241.817	93.131	21.784	109.289	2.564	22.579	11.593		长4+5!2^(2_1)
耿181	2440.250	55.885	44.115	11.594	10.241	0.0	0.01	0.0	0.1	99.9	0.0	243.192	91.963	21.79	111.017	2.553	23.13	11.595		长4+5!2^(2_1)
耿181	2440.375	55.058	44.942	11.765	10.37	0.0	0.01	0.0	0.1	99.9	0.0	243.486	90.718	21.792	110.35	2.546	23.92	11.765		长4+5!2^(2_1)
耿181	2440.500	51.837	48.163	12.085	10.824	0.0	0.01	0.0	0.1	99.9	0.0	242.507	89.412	21.792	107.669	2.542	24.166	12.085		长4+5!2^(2_1)
耿181	2440.625	48.062	51.938	12.552	11.633	0.0	0.01	0.0	0.1	99.9	0.0	240.276	88.04	21.791	104.395	2.545	23.848	12.551		长4+5!2^(2_1)
耿181	2440.750	44.558	55.442	13.15	12.704	0.0	0.01	0.0	0.1	99.9	0.0	237.534	86.631	21.789	101.218	2.545	23.341	13.15		长4+5!2^(2_1)
耿181	2440.875	39.931	60.069	13.926	14.013	0.035	0.01	1.412	0.1	99.9	0.07	235.023	85.192	21.787	96.799	2.533	22.972	13.927		长4+5!2^(2_1)
耿181	2441.000	18.732	81.268	14.948	15.547	0.236	1.335	9.405	12.316	46.614	0.466	233.337	83.743	21.785	89.936	2.511	22.773	14.948	油层	长4+5!2^(2_1)
耿181	2441.125	15.422	84.578	16.331	17.342	0.332	1.276	10.073	12.191	45.0	0.436	232.434	82.287	21.782	82.134	2.485	22.2	16.33	油层	长4+5!2^(2_2)
耿181	2441.250	13.518	86.482	18.01	19.304	0.389	1.215	10.412	12.055	43.263	0.405	231.449	80.846	21.781	77.412	2.46	21.23	18.012	油层	长4+5!2^(2_2)
耿181	2441.375	13.283	86.717	19.893	21.314	0.378	1.133	10.354	11.865	41.712	0.377	230.077	79.425	21.78	77.073	2.445	20.518	19.895	油层	长4+5!2^(2_2)
耿181	2441.500	13.989	86.011	21.802	23.162	0.312	1.03	9.971	11.61	40.568	0.351	228.225	78.039	21.781	79.369	2.445	20.523	21.802	油层	长4+5!2^(2_2)
耿181	2441.625	14.249	85.751	23.496	24.539	0.268	0.915	9.654	11.3	39.99	0.333	225.976	76.699	21.782	80.541	2.457	20.532	23.494	油层	长4+5!2^(2_2)
耿181	2441.750	13.648	86.352	24.868	25.381	0.25	0.816	9.512	11.011	39.726	0.32	223.888	75.411	21.777	79.404	2.475	19.816	24.869	油层	长4+5!2^(2_2)
