井名	深度	SH	SS	RT	RT.1	AC	PERM	POR	SW	SP	GR	CAL	DEN	CNL	RT.2	解释结论	层位
耿207	2383.375	63.757	36.243	12.845	11.55	246.416	0.01	0.1	99.9	109.394	118.58	21.399	2.604	23.18	13.06		长4+5!2^(2_1)
耿207	2383.500	60.4	39.6	13.215	12.061	244.8	0.01	0.1	99.9	108.925	115.458	21.328	2.591	23.166	13.458		长4+5!2^(2_1)
耿207	2383.625	55.469	44.531	13.632	12.707	242.495	0.01	0.1	99.9	108.444	110.097	21.252	2.588	22.407	13.902		长4+5!2^(2_1)
耿207	2383.750	50.606	49.394	14.095	13.404	239.864	0.01	0.1	99.9	107.955	104.225	21.206	2.596	21.101	14.399		长4+5!2^(2_1)
耿207	2383.875	47.057	52.943	14.622	14.061	237.4	0.01	0.1	99.9	107.46	99.32	21.193	2.607	20.129	14.973		长4+5!2^(2_1)
耿207	2384.000	46.224	53.776	15.233	14.645	235.807	0.01	0.1	99.9	106.963	97.213	21.191	2.613	20.33	15.645		长4+5!2^(2_1)
耿207	2384.125	49.15	50.85	15.95	15.195	235.82	0.01	0.1	99.9	106.466	100.383	21.185	2.612	21.484	16.427		长4+5!2^(2_1)
耿207	2384.250	53.569	46.431	16.774	15.798	237.843	0.01	0.1	99.9	105.972	105.87	21.179	2.6	22.5	17.304		长4+5!2^(2_1)
耿207	2384.375	57.31	42.69	17.672	16.566	241.851	0.01	0.1	99.9	105.481	110.31	21.178	2.578	23.41	18.209		长4+5!2^(2_1)
耿207	2384.500	60.418	39.582	18.549	17.515	246.64	0.01	0.1	99.9	104.994	113.857	21.181	2.553	24.604	19.019		长4+5!2^(2_1)
耿207	2384.625	62.609	37.391	19.28	18.528	250.643	0.01	0.1	99.9	104.512	116.706	21.183	2.528	25.568	19.612		长4+5!2^(2_1)
耿207	2384.750	62.256	37.744	19.754	19.38	252.962	0.01	0.1	99.9	104.032	116.998	21.18	2.509	25.556	19.89		长4+5!2^(2_1)
耿207	2384.875	59.307	40.693	19.877	19.754	252.885	0.01	0.1	99.9	103.553	113.918	21.173	2.505	24.717	19.8		长4+5!2^(2_1)
耿207	2385.000	56.2	43.8	19.67	19.52	250.376	0.01	0.1	99.9	103.071	110.402	21.167	2.515	23.544	19.431		长4+5!2^(2_1)
耿207	2385.125	53.223	46.777	19.212	18.755	245.92	0.01	0.1	99.9	102.582	107.254	21.163	2.53	22.28	18.855		长4+5!2^(2_1)
耿207	2385.250	49.404	50.596	18.579	17.613	240.931	0.01	0.1	99.9	102.08	102.726	21.164	2.544	21.158	18.156		长4+5!2^(2_1)
耿207	2385.375	46.188	53.812	17.86	16.288	237.237	0.01	0.1	99.9	101.561	98.04	21.172	2.553	20.271	17.427		长4+5!2^(2_1)
耿207	2385.500	46.1	53.9	17.15	14.993	235.585	0.01	0.1	99.9	101.019	96.861	21.183	2.554	19.668	16.76		长4+5!2^(2_1)
耿207	2385.625	49.807	50.193	16.532	13.941	235.922	0.01	0.1	99.9	100.445	100.979	21.189	2.558	19.776	16.229		长4+5!2^(2_1)
耿207	2385.750	55.39	44.61	16.077	13.309	237.531	0.01	0.1	99.9	99.837	107.448	21.174	2.573	20.839	15.903		长4+5!2^(2_1)
耿207	2385.875	60.964	39.036	15.858	13.236	239.481	0.01	0.1	99.9	99.192	114.362	21.135	2.597	21.917	15.84		长4+5!2^(2_1)
耿207	2386.000	62.775	37.225	15.892	13.65	240.933	0.01	0.1	99.9	98.505	117.607	21.087	2.616	22.148	16.02		长4+5!2^(2_1)
耿207	2386.125	58.996	41.004	16.175	14.394	241.171	0.01	0.1	99.9	97.768	114.209	21.054	2.626	21.576	16.471		长4+5!2^(2_1)
耿207	2386.250	52.571	47.429	16.755	15.402	239.851	0.01	0.1	99.9	96.985	107.396	21.041	2.621	20.968	17.286		长4+5!2^(2_1)
耿207	2386.375	41.313	58.687	17.783	16.774	236.824	0.428	2.468	90.715	96.16	98.056	21.049	2.595	20.429	18.651		长4+5!2^(2_1)
耿207	2386.500	20.269	79.731	19.397	18.663	233.098	2.053	11.914	53.419	95.292	87.227	21.078	2.561	19.261	20.669	油层	长4+5!2^(2_2)
耿207	2386.625	17.215	82.785	21.728	21.21	229.364	1.79	11.549	51.45	94.379	77.995	21.113	2.54	17.417	23.497	油层	长4+5!2^(2_2)
耿207	2386.750	15.209	84.791	24.925	24.506	225.569	1.546	11.168	49.135	93.435	72.23	21.128	2.537	15.801	27.277	油层	长4+5!2^(2_2)
耿207	2386.875	13.383	86.617	29.134	28.607	221.455	1.3	10.735	46.872	92.473	67.091	21.112	2.548	14.84	32.04	油层	长4+5!2^(2_2)
耿207	2387.000	11.606	88.394	34.149	33.341	216.655	0.881	10.229	45.213	91.517	61.474	21.084	2.571	14.028	37.337	油层	长4+5!2^(2_2)
耿207	2387.125	10.438	89.562	39.506	38.344	211.284	0.01	9.696	44.235	90.601	58.031	21.06	2.601	12.945	42.667	油层	长4+5!2^(2_2)
耿207	2387.250	11.805	88.195	44.659	43.116	205.862	0.01	7.452	55.028	89.739	57.022	21.038	2.628	11.729	47.341		长4+5!2^(2_2)
耿207	2387.375	19.373	80.627	48.725	48.204	201.082	0.01	0.1	99.9	88.919	56.352	21.009	2.648	10.786	50.262		长4+5!2^(2_2)
耿207	2387.500	19.284	80.716	50.566	54.524	198.066	0.01	0.1	99.9	88.1	55.947	20.979	2.657	10.146	50.715		长4+5!2^(2_2)
耿207	2387.625	17.717	82.283	50.403	54.489	198.567	0.01	1.93	88.548	87.225	56.717	20.959	2.653	9.587	49.812		长4+5!2^(2_2)
耿207	2387.750	10.509	89.491	49.253	48.916	202.04	0.01	9.387	42.68	86.293	57.901	20.947	2.637	9.435	48.375	油层	长4+5!2^(2_2)
耿207	2387.875	12.539	87.461	47.734	43.235	206.915	0.224	9.896	41.505	85.354	64.105	20.934	2.614	10.192	46.782	油层	长4+5!2^(2_2)
耿207	2388.000	14.811	85.189	46.157	38.879	212.163	1.126	10.392	40.498	84.488	71.421	20.928	2.588	12.119	45.239	油层	长4+5!2^(2_2)
耿207	2388.125	16.493	83.507	44.647	36.38	217.004	1.341	10.815	39.802	83.775	76.403	20.926	2.564	14.775	43.776	油层	长4+5!2^(2_2)
耿207	2388.250	17.487	82.513	43.216	35.688	220.951	1.521	11.13	39.468	83.176	78.955	20.917	2.547	17.286	42.408	油层	长4+5!2^(2_2)
耿207	2388.375	18.057	81.943	41.909	36.186	223.634	1.636	11.318	39.472	82.628	80.217	20.868	2.535	19.043	41.218	油层	长4+5!2^(2_2)
耿207	2388.500	18.456	81.544	40.829	36.832	225.205	1.703	11.422	39.589	82.073	81.399	20.762	2.523	20.007	40.344	油层	长4+5!2^(2_2)
耿207	2388.625	18.31	81.69	40.151	36.781	226.005	1.731	11.464	39.633	81.486	81.418	20.657	2.507	20.331	40.006	油层	长4+5!2^(2_2)
耿207	2388.750	17.197	82.803	40.103	35.767	226.238	1.729	11.461	39.429	80.899	78.224	20.64	2.49	20.184	40.445	油层	长4+5!2^(2_2)
耿207	2388.875	15.619	84.381	40.938	34.248	226.07	1.712	11.435	38.85	80.338	72.569	20.745	2.476	19.865	41.822	油层	长4+5!2^(2_2)
耿207	2389.000	14.749	85.251	42.607	33.288	225.895	1.708	11.429	37.952	79.816	68.579	20.882	2.473	19.537	43.867	油层	长4+5!2^(2_2)
耿207	2389.125	15.072	84.928	44.824	33.751	225.882	1.713	11.437	36.934	79.336	69.195	20.954	2.476	19.198	46.266	油层	长4+5!2^(2_2)
耿207	2389.250	15.906	84.094	47.242	35.676	226.052	1.73	11.463	35.956	78.886	72.385	20.916	2.483	18.777	48.626	油层	长4+5!2^(2_2)
耿207	2389.375	16.152	83.848	49.444	38.179	226.334	1.751	11.494	35.179	78.467	73.926	20.769	2.493	18.459	50.562	油层	长4+5!2^(2_2)
耿207	2389.500	15.386	84.614	51.165	40.082	226.697	1.777	11.533	34.601	78.078	71.503	20.632	2.501	18.321	51.964	油层	长4+5!2^(2_2)
耿207	2389.625	14.291	85.709	52.357	40.881	227.083	1.8	11.566	34.224	77.726	67.059	20.64	2.501	18.274	52.858	油层	长4+5!2^(2_2)
耿207	2389.750	13.799	86.201	53.075	40.957	227.358	1.812	11.583	34.037	77.406	64.586	20.793	2.498	18.199	53.304	油层	长4+5!2^(2_2)
耿207	2389.875	13.984	86.016	53.329	41.076	227.48	1.815	11.588	34.035	77.116	65.119	20.957	2.495	17.912	53.268	油层	长4+5!2^(2_2)
耿207	2390.000	14.238	85.762	53.095	41.495	227.517	1.815	11.588	34.212	76.856	66.324	21.043	2.486	17.32	52.727	油层	长4+5!2^(2_2)
耿207	2390.125	14.284	85.716	52.335	41.854	227.46	1.807	11.577	34.594	76.628	66.212	21.072	2.476	16.787	51.657	油层	长4+5!2^(2_2)
耿207	2390.250	14.951	85.049	51.08	41.76	227.33	1.796	11.561	35.143	76.422	67.686	21.081	2.471	16.839	50.172	油层	长4+5!2^(2_2)
耿207	2390.375	17.008	82.992	49.505	41.213	227.131	1.78	11.537	35.793	76.235	74.047	21.087	2.472	17.474	48.536	油层	长4+5!2^(2_2)
耿207	2390.500	23.683	76.317	47.929	40.674	226.855	1.415	9.24	48.977	76.064	84.592	21.092	2.479	18.241	47.098		长4+5!2^(2_2)
耿207	2390.625	36.237	63.763	46.646	40.706	226.458	0.343	2.348	87.438	75.903	90.016	21.088	2.487	18.735	46.072		长4+5!2^(2_2)
耿207	2390.750	19.417	80.583	45.827	41.79	225.765	1.659	11.353	37.427	75.747	86.316	21.074	2.497	19.262	45.603	油层	长4+5!2^(2_2)
耿207	2390.875	16.788	83.212	45.646	44.388	224.397	1.544	11.169	37.842	75.591	77.978	21.068	2.506	19.954	45.863	油层	长4+5!2^(2_2)
耿207	2391.000	14.918	85.082	46.213	48.22	222.125	1.384	10.892	38.223	75.432	71.525	21.081	2.511	20.27	46.903	油层	长4+5!2^(2_2)
耿207	2391.125	14.134	85.866	47.589	52.306	218.857	1.189	10.521	38.609	75.266	69.509	21.083	2.514	19.836	48.75	油层	长4+5!2^(2_2)
耿207	2391.250	13.813	86.187	49.706	55.465	214.744	0.824	10.101	39.0	75.094	69.641	21.033	2.526	19.068	51.183	油层	长4+5!2^(2_2)
耿207	2391.375	13.514	86.486	52.23	56.623	210.536	0.01	9.731	39.276	74.914	70.304	20.937	2.548	18.39	53.727	油层	长4+5!2^(2_2)
耿207	2391.500	12.611	87.389	54.633	55.91	207.284	0.01	9.508	39.276	74.728	68.265	20.846	2.573	17.367	55.871	油层	长4+5!2^(2_2)
耿207	2391.625	11.287	88.713	56.539	54.273	205.772	0.01	9.48	38.828	74.537	62.885	20.792	2.595	15.728	57.45	油层	长4+5!2^(2_2)
耿207	2391.750	10.595	89.405	57.937	52.614	206.364	0.01	9.664	37.815	74.345	58.707	20.759	2.605	14.342	58.654	油层	长4+5!2^(2_2)
耿207	2391.875	10.877	89.123	59.119	51.642	209.123	0.233	10.036	36.265	74.155	58.171	20.724	2.597	14.226	59.847	油层	长4+5!2^(2_2)
耿207	2392.000	11.664	88.336	60.379	51.684	213.389	1.179	10.499	34.534	73.97	59.802	20.694	2.573	15.224	61.169	油层	长4+5!2^(2_2)
耿207	2392.125	12.49	87.51	61.688	52.799	218.3	1.433	10.977	32.932	73.795	61.39	20.674	2.542	16.184	62.38	油层	长4+5!2^(2_2)
耿207	2392.250	13.322	86.678	62.726	54.689	222.968	1.67	11.369	31.791	73.63	63.24	20.661	2.516	16.26	63.065	油层	长4+5!2^(2_2)
耿207	2392.375	14.037	85.963	63.05	56.493	226.269	1.814	11.587	31.33	73.478	65.162	20.649	2.497	16.037	62.88	油层	长4+5!2^(2_2)
耿207	2392.500	14.683	85.317	62.567	57.31	227.893	1.868	11.665	31.368	73.34	67.151	20.64	2.486	16.186	62.023	油层	长4+5!2^(2_2)
耿207	2392.625	15.387	84.613	61.56	56.666	228.298	1.863	11.657	31.677	73.219	69.711	20.639	2.482	17.001	60.889	油层	长4+5!2^(2_2)
耿207	2392.750	15.976	84.024	60.472	54.608	228.04	1.832	11.612	32.024	73.112	72.203	20.643	2.481	17.999	59.961	油层	长4+5!2^(2_2)
耿207	2392.875	16.198	83.802	59.772	51.816	227.53	1.798	11.563	32.238	73.022	73.357	20.649	2.481	18.367	59.594	油层	长4+5!2^(2_2)
耿207	2393.000	16.233	83.767	59.615	49.531	227.128	1.783	11.541	32.255	72.946	73.423	20.656	2.479	17.973	59.721	油层	长4+5!2^(2_2)
耿207	2393.125	16.48	83.52	59.89	48.839	227.051	1.789	11.551	32.11	72.89	74.126	20.661	2.474	17.22	60.182	油层	长4+5!2^(2_2)
耿207	2393.250	16.816	83.184	60.429	50.052	227.196	1.797	11.562	31.915	72.852	75.414	20.664	2.466	16.465	60.813	油层	长4+5!2^(2_2)
耿207	2393.375	16.8	83.2	61.088	52.511	227.173	1.775	11.529	31.814	72.832	75.792	20.658	2.457	15.926	61.495	油层	长4+5!2^(2_2)
耿207	2393.500	16.257	83.743	61.761	55.032	226.485	1.694	11.407	31.936	72.833	74.566	20.633	2.45	15.637	62.143	油层	长4+5!2^(2_2)
耿207	2393.625	15.334	84.666	62.375	57.232	224.758	1.552	11.181	32.338	72.861	72.208	20.602	2.445	15.026	62.687	油层	长4+5!2^(2_2)
耿207	2393.750	14.232	85.768	62.847	59.965	222.169	1.392	10.908	32.932	72.915	69.285	20.594	2.449	13.467	63.021	油层	长4+5!2^(2_2)
耿207	2393.875	13.042	86.958	63.048	64.392	219.439	1.26	10.665	33.56	72.998	65.697	20.615	2.466	11.701	63.038	油层	长4+5!2^(2_2)
耿207	2394.000	12.02	87.98	62.967	69.812	217.192	1.173	10.493	34.075	73.112	61.881	20.625	2.492	10.773	62.847	油层	长4+5!2^(2_2)
耿207	2394.125	11.735	88.265	62.75	73.944	215.836	1.148	10.441	34.27	73.264	60.286	20.586	2.516	11.036	62.65	油层	长4+5!2^(2_2)
耿207	2394.250	12.372	87.628	62.644	73.905	216.126	1.218	10.582	33.886	73.451	61.892	20.511	2.529	12.196	62.654	油层	长4+5!2^(2_2)
耿207	2394.375	13.476	86.524	62.684	69.763	218.27	1.368	10.864	33.131	73.746	65.592	20.448	2.525	13.626	62.702	油层	长4+5!2^(2_2)
耿207	2394.500	14.264	85.736	62.678	64.402	221.305	1.544	11.167	32.4	74.038	67.225	20.427	2.502	14.829	62.582	油层	长4+5!2^(2_2)
耿207	2394.625	15.462	84.538	62.441	59.904	224.357	1.715	11.439	31.858	74.347	70.172	20.443	2.478	15.372	62.152	油层	长4+5!2^(2_2)
耿207	2394.750	16.961	83.039	61.854	56.787	226.805	1.834	11.615	31.654	74.686	75.299	20.481	2.464	15.214	61.343	油层	长4+5!2^(2_2)
耿207	2394.875	17.434	82.566	60.912	54.622	228.075	1.875	11.674	31.802	75.056	77.788	20.523	2.464	15.035	60.261	油层	长4+5!2^(2_2)
耿207	2395.000	16.378	83.622	59.817	52.586	228.453	1.882	11.684	32.068	75.452	74.753	20.545	2.469	15.228	59.179	油层	长4+5!2^(2_2)
耿207	2395.125	14.799	85.201	58.789	50.165	228.461	1.872	11.67	32.358	75.88	68.738	20.534	2.475	15.707	58.244	油层	长4+5!2^(2_2)
耿207	2395.250	14.02	85.98	57.932	47.332	228.193	1.844	11.63	32.656	76.333	65.316	20.5	2.479	15.972	57.513	油层	长4+5!2^(2_2)
耿207	2395.375	14.155	85.845	57.297	44.691	227.748	1.813	11.585	32.906	76.811	65.497	20.469	2.482	15.852	57.014	油层	长4+5!2^(2_2)
耿207	2395.500	14.849	85.151	56.878	43.239	227.314	1.788	11.548	33.081	77.317	68.019	20.451	2.482	15.57	56.718	油层	长4+5!2^(2_2)
耿207	2395.625	15.559	84.441	56.669	43.632	226.971	1.768	11.519	33.172	77.857	71.209	20.439	2.485	15.422	56.647	油层	长4+5!2^(2_2)
耿207	2395.750	15.504	84.496	56.703	45.712	226.685	1.753	11.497	33.171	78.431	71.605	20.427	2.493	15.567	56.836	油层	长4+5!2^(2_2)
耿207	2395.875	14.88	85.12	56.991	48.821	226.544	1.752	11.495	33.062	79.042	69.395	20.411	2.498	15.796	57.228	油层	长4+5!2^(2_2)
耿207	2396.000	14.397	85.603	57.393	52.452	226.581	1.755	11.5	32.936	79.696	67.149	20.378	2.494	15.954	57.623	油层	长4+5!2^(2_2)
耿207	2396.125	14.494	85.506	57.754	56.485	226.552	1.749	11.491	32.861	80.407	67.312	20.342	2.486	16.128	57.967	油层	长4+5!2^(2_2)
耿207	2396.250	14.87	85.13	58.132	60.646	226.485	1.745	11.485	32.721	81.173	68.591	20.341	2.479	16.366	58.518	油层	长4+5!2^(2_2)
耿207	2396.375	15.419	84.581	58.961	64.106	226.373	1.728	11.459	32.423	81.999	70.383	20.385	2.472	16.372	59.825	油层	长4+5!2^(2_2)
耿207	2396.500	16.155	83.845	60.67	66.625	225.919	1.678	11.382	32.0	82.89	73.435	20.456	2.463	15.984	62.131	油层	长4+5!2^(2_2)
耿207	2396.625	16.384	83.616	63.367	69.315	224.826	1.578	11.224	31.583	83.86	75.429	20.533	2.455	15.425	65.312	油层	长4+5!2^(2_2)
耿207	2396.750	15.598	84.402	66.737	73.912	222.701	1.417	10.951	31.43	84.901	74.073	20.605	2.449	14.95	68.74	油层	长4+5!2^(2_2)
耿207	2396.875	14.18	85.82	69.9	81.062	219.508	1.23	10.605	31.705	86.011	70.356	20.648	2.445	14.435	71.311	油层	长4+5!2^(2_2)
耿207	2397.000	12.545	87.454	71.817	88.519	215.964	1.073	10.281	32.36	87.187	65.533	20.663	2.457	13.836	72.141	油层	长4+5!2^(2_2)
耿207	2397.125	10.869	89.131	71.775	92.857	212.97	0.787	10.051	33.302	88.434	59.381	20.667	2.485	13.166	70.782	油层	长4+5!2^(2_2)
耿207	2397.250	9.817	90.183	69.522	92.077	211.139	0.01	9.948	34.482	89.733	54.455	20.653	2.521	12.349	67.204	油层	长4+5!2^(2_2)
耿207	2397.375	9.92	90.08	65.076	86.46	210.532	0.201	9.958	35.985	91.073	53.974	20.606	2.557	11.866	61.629	油层	长4+5!2^(2_2)
耿207	2397.500	11.027	88.973	58.977	78.359	211.175	0.997	10.11	37.672	92.442	57.857	20.552	2.577	12.49	54.852	油层	长4+5!2^(2_2)
耿207	2397.625	12.524	87.476	51.89	69.436	213.528	1.161	10.461	39.388	93.827	62.808	20.528	2.575	14.186	47.41	油层	长4+5!2^(2_2)
耿207	2397.750	14.169	85.831	44.361	59.695	218.09	1.475	11.04	41.035	95.208	66.894	20.534	2.553	15.712	39.911	油层	长4+5!2^(2_2)
耿207	2397.875	16.494	83.506	37.097	48.798	224.975	1.982	11.807	42.57	96.568	71.784	20.568	2.531	16.015	33.112	油层	长4+5!2^(2_2)
耿207	2398.000	24.073	75.927	30.757	37.618	233.1	1.998	9.994	55.023	97.893	80.27	20.638	2.519	15.416	27.504		长4+5!2^(2_2)
耿207	2398.125	46.328	53.672	25.7	27.798	241.574	0.01	0.1	99.9	99.153	94.57	20.726	2.516	15.213	23.246		长4+5!2^(2_2)
耿207	2398.250	59.315	40.685	21.942	20.555	249.716	0.01	0.1	99.9	100.343	110.65	20.792	2.521	16.877	20.198		长4+5!2^(2_2)
耿207	2398.375	69.613	30.387	19.313	16.337	256.194	0.01	0.1	99.9	101.448	123.009	20.822	2.534	20.256	18.103		长4+5!2^(2_2)
耿207	2398.500	72.411	27.589	17.452	14.307	259.431	0.01	0.1	99.9	102.458	127.309	20.845	2.549	23.914	16.563		长4+5!2^(2_2)
耿207	2398.625	68.126	31.874	16.085	13.43	258.67	0.01	0.1	99.9	103.346	123.637	20.875	2.561	26.08	15.44		长4+5!2^(2_2)
耿207	2398.750	61.645	38.355	15.105	13.164	254.323	0.01	0.1	99.9	104.122	117.326	20.899	2.57	25.512	14.676		长4+5!2^(2_2)
耿207	2398.875	53.96	46.04	14.485	13.229	247.522	0.01	0.1	99.9	104.782	109.125	20.903	2.571	22.859	14.251		长4+5!2^(2_2)
耿207	2399.000	46.249	53.751	14.162	13.466	240.102	0.01	0.1	99.9	105.325	99.193	20.893	2.568	19.769	14.067		长4+5!2^(2_2)
耿207	2399.125	42.109	57.891	14.054	13.778	233.328	0.01	0.1	99.9	105.733	92.444	20.887	2.566	17.969	14.056		长4+5!2^(2_3)
耿207	2399.250	42.608	57.392	14.085	14.082	227.794	0.01	0.1	99.9	106.027	92.666	20.891	2.565	17.975	14.132		长4+5!2^(2_3)
耿207	2399.375	43.669	56.331	14.168	14.237	224.418	0.01	0.1	99.9	106.211	95.094	20.9	2.566	18.385	14.217		长4+5!2^(2_3)
耿207	2399.500	41.006	58.994	14.245	14.127	224.123	0.01	0.1	99.9	106.288	92.363	20.908	2.567	18.424	14.29		长4+5!2^(2_3)
耿207	2399.625	36.608	63.392	14.324	13.741	226.73	0.01	0.1	99.9	106.247	85.337	20.912	2.564	17.914	14.392		长4+5!2^(2_3)
耿207	2399.750	36.038	63.962	14.46	13.235	231.529	0.01	0.1	99.9	106.109	82.828	20.913	2.558	17.213	14.593		长4+5!2^(2_3)
耿207	2399.875	41.107	58.893	14.726	13.019	237.543	0.01	0.1	99.9	105.88	88.657	20.913	2.553	17.611	14.957		长4+5!2^(2_3)
耿207	2400.000	50.6	49.4	15.152	13.476	243.329	0.01	0.1	99.9	105.562	100.538	20.896	2.552	20.03	15.47		长4+5!2^(2_3)
耿207	2400.125	61.434	38.566	15.715	14.711	247.801	0.01	0.1	99.9	105.148	113.513	20.846	2.55	23.459	16.095		长4+5!2^(2_3)
耿207	2400.250	69.672	30.328	16.366	16.537	250.126	0.01	0.1	99.9	104.656	123.208	20.769	2.551	25.519	16.785		长4+5!2^(2_3)
耿207	2400.375	71.597	28.403	17.082	18.571	249.204	0.01	0.1	99.9	104.09	126.817	20.704	2.553	25.458	17.558		长4+5!2^(2_3)
耿207	2400.500	64.752	35.248	17.92	20.559	245.054	0.01	0.1	99.9	103.454	121.645	20.679	2.55	24.456	18.525		长4+5!2^(2_3)
耿207	2400.625	51.868	48.132	19.015	22.555	238.933	0.01	0.1	99.9	102.745	107.581	20.682	2.547	23.525	19.842		长4+5!2^(2_3)
耿207	2400.750	37.623	62.377	20.518	24.745	232.517	0.347	2.355	90.334	101.979	92.63	20.695	2.544	22.205	21.653		长4+5!2^(2_3)
耿207	2400.875	19.102	80.898	22.574	27.134	227.479	1.674	11.376	51.494	101.163	83.687	20.717	2.541	19.87	24.041	油层	长4+5!2^(2_3)
耿207	2401.000	19.111	80.889	25.14	29.445	224.369	1.539	11.162	49.528	100.303	83.411	20.742	2.538	17.201	26.833	油层	长4+5!2^(2_3)
耿207	2401.125	20.448	79.552	28.029	31.444	222.477	1.449	11.009	47.531	99.4	88.247	20.745	2.539	15.524	29.814	油层	长4+5!2^(2_3)
耿207	2401.250	21.519	78.481	30.998	33.211	220.901	1.361	10.854	45.925	98.47	92.392	20.706	2.544	15.351	32.695	油层	长4+5!2^(2_3)
耿207	2401.375	22.01	77.99	33.727	35.114	219.267	1.276	10.696	44.822	97.518	94.658	20.641	2.556	15.758	35.173	油层	长4+5!2^(2_3)
耿207	2401.500	21.988	78.012	36.004	37.421	217.74	1.211	10.57	44.044	96.552	95.546	20.588	2.572	16.074	37.156	油层	长4+5!2^(2_3)
耿207	2401.625	21.139	78.861	37.8	40.094	216.705	1.183	10.513	43.347	95.579	93.786	20.552	2.584	15.871	38.712	油层	长4+5!2^(2_3)
耿207	2401.750	19.54	80.46	39.251	42.905	216.482	1.197	10.542	42.507	94.608	89.069	20.5	2.585	14.992	40.073	油层	长4+5!2^(2_3)
耿207	2401.875	17.755	82.245	40.643	45.422	217.088	1.248	10.641	41.416	93.647	82.814	20.402	2.572	14.116	41.557	油层	长4+5!2^(2_3)
耿207	2402.000	16.447	83.553	42.248	47.201	218.324	1.327	10.791	40.078	92.702	77.436	20.289	2.554	13.801	43.352	油层	长4+5!2^(2_3)
耿207	2402.125	15.882	84.118	44.18	48.0	220.043	1.429	10.974	38.579	91.786	74.457	20.213	2.536	14.031	45.471	油层	长4+5!2^(2_3)
耿207	2402.250	15.843	84.157	46.401	47.917	221.931	1.53	11.146	37.134	90.903	73.507	20.186	2.522	14.365	47.808	油层	长4+5!2^(2_3)
耿207	2402.375	16.019	83.981	48.771	47.449	223.472	1.599	11.258	35.935	90.061	73.721	20.205	2.516	14.659	50.188	油层	长4+5!2^(2_3)
耿207	2402.500	16.214	83.786	51.105	47.234	224.319	1.625	11.3	35.05	89.266	74.038	20.268	2.515	15.02	52.421	油层	长4+5!2^(2_3)
耿207	2402.625	16.755	83.245	53.226	47.698	224.541	1.624	11.299	34.428	88.535	75.428	20.352	2.51	15.531	54.339	油层	长4+5!2^(2_3)
耿207	2402.750	17.875	82.125	54.958	48.953	224.471	1.617	11.287	34.019	87.866	79.145	20.416	2.5	16.13	55.741	油层	长4+5!2^(2_3)
耿207	2402.875	18.982	81.018	56.071	50.788	224.377	1.612	11.28	33.823	87.263	83.186	20.434	2.492	16.424	56.451	油层	长4+5!2^(2_3)
耿207	2403.000	19.342	80.658	56.551	52.656	224.296	1.605	11.269	33.795	86.729	85.131	20.429	2.486	16.105	56.641	油层	长4+5!2^(2_3)
耿207	2403.125	18.663	81.337	56.62	53.951	224.113	1.589	11.244	33.871	86.28	83.247	20.425	2.484	15.461	56.599	油层	长4+5!2^(2_3)
耿207	2403.250	17.841	82.159	56.602	54.302	223.833	1.569	11.211	33.924	85.905	80.359	20.43	2.488	15.315	56.699	油层	长4+5!2^(2_3)
耿207	2403.375	17.464	82.536	56.892	53.839	223.435	1.539	11.162	33.873	85.603	79.089	20.453	2.499	15.736	57.297	油层	长4+5!2^(2_3)
耿207	2403.500	17.195	82.805	57.725	53.358	222.832	1.494	11.086	33.726	85.371	78.785	20.486	2.509	16.089	58.469	油层	长4+5!2^(2_3)
耿207	2403.625	16.378	83.622	59.106	53.745	221.87	1.424	10.965	33.574	85.219	76.759	20.51	2.513	15.913	60.104	油层	长4+5!2^(2_3)
耿207	2403.750	15.185	84.815	60.832	55.393	220.418	1.328	10.792	33.545	85.129	72.975	20.524	2.514	15.359	61.852	油层	长4+5!2^(2_3)
耿207	2403.875	14.323	85.677	62.44	58.099	218.371	1.21	10.566	33.794	85.096	70.188	20.558	2.512	14.686	63.159	油层	长4+5!2^(2_3)
耿207	2404.000	13.955	86.045	63.421	61.137	215.995	1.099	10.339	34.298	85.115	69.64	20.614	2.517	13.74	63.602	油层	长4+5!2^(2_3)
耿207	2404.125	13.561	86.439	63.439	63.833	213.837	1.02	10.164	34.964	85.185	68.891	20.665	2.532	12.517	62.989	油层	长4+5!2^(2_3)
耿207	2404.250	13.217	86.783	62.412	65.851	212.395	0.985	10.086	35.651	85.292	67.48	20.684	2.553	11.672	61.379	油层	长4+5!2^(2_3)
耿207	2404.375	13.565	86.435	60.463	66.873	212.144	1.009	10.14	36.194	85.429	67.983	20.663	2.572	11.915	59.02	油层	长4+5!2^(2_3)
耿207	2404.500	14.779	85.221	57.959	66.571	213.209	1.09	10.319	36.504	85.589	71.564	20.626	2.581	13.14	56.343	油层	长4+5!2^(2_3)
耿207	2404.625	16.425	83.575	55.228	64.567	215.587	1.239	10.621	36.534	85.77	76.509	20.605	2.573	14.578	53.575	油层	长4+5!2^(2_3)
耿207	2404.750	18.077	81.923	52.493	60.625	219.118	1.45	11.008	36.349	85.962	80.61	20.603	2.553	15.523	50.951	油层	长4+5!2^(2_3)
耿207	2404.875	20.114	79.886	50.028	55.074	223.195	1.689	11.397	36.083	86.161	85.312	20.602	2.532	15.99	48.756	油层	长4+5!2^(2_3)
耿207	2405.000	27.275	72.725	48.053	49.248	226.881	1.495	9.356	48.664	86.364	92.234	20.61	2.522	16.209	47.121		长4+5!2^(2_3)
