井名	深度	SH	SS	RT	RT.1	AC	PERM	POR	SW	SP	GR	CAL	DEN	CNL	RT.2	解释结论	层位
耿207	2312.625	52.812	47.188	16.418	16.628	225.154	0.01	0.1	99.9	107.497	104.926	21.761	2.638	19.274	16.27		
耿207	2312.750	56.285	43.715	16.174	16.235	227.919	0.01	0.1	99.9	107.672	109.656	21.764	2.62	20.641	16.053		
耿207	2312.875	56.424	43.576	16.001	15.835	230.335	0.01	0.1	99.9	107.876	110.766	21.756	2.589	22.376	15.947		
耿207	2313.000	52.446	47.554	15.94	15.541	232.119	0.01	0.1	99.9	108.107	107.039	21.744	2.556	23.65	15.942		长4+5!1^(1_1)
耿207	2313.125	45.813	54.187	15.958	15.442	233.485	0.01	0.1	99.9	108.365	98.83	21.743	2.533	23.379	15.975		长4+5!1^(1_1)
耿207	2313.250	40.536	59.464	15.977	15.556	234.408	0.01	0.1	99.9	108.642	91.062	21.757	2.522	21.725	15.949		长4+5!1^(1_1)
耿207	2313.375	38.722	61.278	15.889	15.786	234.496	0.01	0.1	99.9	108.933	87.489	21.775	2.523	20.339	15.765		长4+5!1^(1_1)
耿207	2313.500	40.455	59.545	15.637	15.907	233.767	0.01	0.1	99.9	109.234	89.287	21.786	2.524	20.125	15.419		长4+5!1^(1_1)
耿207	2313.625	43.757	56.243	15.241	15.687	233.037	0.01	0.1	99.9	109.541	94.031	21.796	2.519	20.732	14.966		长4+5!1^(1_1)
耿207	2313.750	45.902	54.098	14.774	15.02	233.352	0.01	0.1	99.9	109.845	97.201	21.828	2.505	20.645	14.503		长4+5!1^(1_1)
耿207	2313.875	46.992	53.008	14.342	14.032	234.937	0.01	0.1	99.9	110.143	98.405	21.933	2.49	19.332	14.123		长4+5!1^(1_1)
耿207	2314.000	49.378	50.622	14.005	13.113	237.046	0.01	0.1	99.9	110.428	100.481	22.085	2.481	18.051	13.842		长4+5!1^(1_1)
耿207	2314.125	54.735	45.265	13.752	12.621	238.795	0.01	0.1	99.9	110.692	106.829	22.17	2.485	18.625	13.617		长4+5!1^(1_1)
耿207	2314.250	59.476	40.524	13.527	12.642	239.821	0.01	0.1	99.9	110.932	113.129	22.118	2.501	20.978	13.378		长4+5!1^(1_1)
耿207	2314.375	59.955	40.045	13.26	12.936	240.294	0.01	0.1	99.9	111.143	114.536	21.994	2.526	22.742	13.07		长4+5!1^(1_1)
耿207	2314.500	57.284	42.716	12.927	13.119	240.288	0.01	0.1	99.9	111.324	111.461	21.918	2.551	23.168	12.711		长4+5!1^(1_1)
耿207	2314.625	55.828	44.172	12.566	12.996	239.494	0.01	0.1	99.9	111.464	109.117	21.908	2.575	22.993	12.363		长4+5!1^(1_1)
耿207	2314.750	57.292	42.708	12.245	12.658	237.731	0.01	0.1	99.9	111.567	110.338	21.911	2.59	22.913	12.1		长4+5!1^(1_1)
耿207	2314.875	60.454	39.546	12.045	12.357	235.558	0.01	0.1	99.9	111.635	113.649	21.889	2.597	22.668	11.994		长4+5!1^(1_1)
耿207	2315.000	64.462	35.538	12.003	12.254	233.726	0.01	0.1	99.9	111.667	117.703	21.846	2.597	21.878	12.045		长4+5!1^(1_1)
耿207	2315.125	68.724	31.276	12.113	12.331	232.301	0.01	0.1	99.9	111.66	122.595	21.805	2.595	20.739	12.236		长4+5!1^(1_1)
耿207	2315.250	69.842	30.158	12.348	12.503	230.998	0.01	0.1	99.9	111.623	124.632	21.784	2.592	19.765	12.53		长4+5!1^(1_1)
耿207	2315.375	66.658	33.342	12.671	12.724	229.705	0.01	0.1	99.9	111.561	121.955	21.776	2.589	19.424	12.889		长4+5!1^(1_1)
耿207	2315.500	62.133	37.867	13.042	12.999	228.352	0.01	0.1	99.9	111.477	116.748	21.772	2.591	19.678	13.273		长4+5!1^(1_1)
耿207	2315.625	60.193	39.807	13.429	13.349	226.937	0.01	0.1	99.9	111.376	114.282	21.772	2.596	19.943	13.664		长4+5!1^(1_1)
耿207	2315.750	59.469	40.531	13.82	13.779	225.373	0.01	0.1	99.9	111.266	113.813	21.776	2.603	19.679	14.053		长4+5!1^(1_1)
耿207	2315.875	57.176	42.824	14.21	14.29	223.417	0.01	0.1	99.9	111.152	111.739	21.78	2.608	19.138	14.445		长4+5!1^(1_1)
耿207	2316.000	52.983	47.017	14.603	14.861	221.086	0.01	0.1	99.9	111.039	107.337	21.781	2.611	18.699	14.84		长4+5!1^(1_1)
耿207	2316.125	47.762	52.238	14.997	15.451	218.783	0.01	0.1	99.9	110.932	100.903	21.783	2.61	18.325	15.23		长4+5!1^(1_1)
耿207	2316.250	43.77	56.23	15.38	16.002	217.382	0.01	0.1	99.9	110.835	95.163	21.787	2.598	17.991	15.595		长4+5!1^(1_1)
耿207	2316.375	42.908	57.092	15.726	16.421	217.968	0.01	0.1	99.9	110.749	92.755	21.788	2.57	17.693	15.915		长4+5!1^(1_1)
耿207	2316.500	46.93	53.07	16.031	16.654	221.018	0.01	0.1	99.9	110.676	96.698	21.786	2.537	17.535	16.203		长4+5!1^(1_1)
耿207	2316.625	54.96	45.04	16.316	16.699	226.483	0.01	0.1	99.9	110.618	106.576	21.783	2.507	17.783	16.486		长4+5!1^(1_1)
耿207	2316.750	62.221	37.779	16.601	16.59	233.524	0.01	0.1	99.9	110.572	115.293	21.779	2.485	19.461	16.761		长4+5!1^(1_1)
耿207	2316.875	67.068	32.932	16.849	16.391	240.704	0.01	0.1	99.9	110.535	120.513	21.777	2.481	22.267	16.941		长4+5!1^(1_1)
耿207	2317.000	71.205	28.795	16.949	16.157	246.435	0.01	0.1	99.9	110.504	124.654	21.776	2.497	24.183	16.897		长4+5!1^(1_1)
耿207	2317.125	74.636	25.364	16.777	15.877	249.79	0.01	0.1	99.9	110.477	128.486	21.777	2.521	24.2	16.526		长4+5!1^(1_1)
耿207	2317.250	75.134	24.866	16.262	15.463	250.62	0.01	0.1	99.9	110.449	129.511	21.794	2.545	23.332	15.8		长4+5!1^(1_1)
耿207	2317.375	73.193	26.807	15.402	14.745	249.038	0.01	0.1	99.9	110.415	127.715	21.884	2.569	23.058	14.786		长4+5!1^(1_1)
耿207	2317.500	71.874	28.126	14.345	13.635	247.105	0.01	0.1	99.9	110.373	125.776	22.081	2.587	22.993	13.701		长4+5!1^(1_1)
耿207	2317.625	74.357	25.643	13.292	12.193	248.053	0.01	0.1	99.9	110.316	127.266	22.346	2.568	22.837	12.724		长4+5!1^(1_1)
耿207	2317.750	82.099	17.901	12.406	10.655	254.036	0.01	0.1	99.9	110.244	132.973	22.619	2.487	23.482	12.0		长4+5!1^(1_1)
耿207	2317.875	94.614	5.386	11.823	9.573	264.583	0.01	0.1	99.9	110.155	144.792	22.865	2.365	26.022	11.61		长4+5!1^(1_1)
耿207	2318.000	99.9	0.1	11.538	9.483	275.965	0.01	0.1	99.9	110.048	163.011	23.071	2.265	32.767	11.462		长4+5!1^(1_1)
耿207	2318.125	99.9	0.1	11.453	10.529	284.186	0.01	0.1	99.9	109.92	180.327	23.097	2.227	42.821	11.445		长4+5!1^(1_1)
耿207	2318.250	99.9	0.1	11.447	12.332	287.17	0.01	0.1	99.9	109.776	186.359	22.783	2.245	47.986	11.437		长4+5!1^(1_1)
耿207	2318.375	99.9	0.1	11.412	14.013	283.713	0.01	0.1	99.9	109.616	175.94	22.256	2.308	43.353	11.37		长4+5!1^(1_1)
耿207	2318.500	93.715	6.285	11.335	14.84	274.373	0.01	0.1	99.9	109.445	151.765	21.836	2.404	33.0	11.302		长4+5!1^(1_1)
耿207	2318.625	64.77	35.23	11.306	14.695	260.747	0.01	0.1	99.9	109.264	123.132	21.67	2.502	24.694	11.359		长4+5!1^(1_1)
耿207	2318.750	46.615	53.385	11.457	13.99	245.367	0.01	0.1	99.9	109.079	100.524	21.645	2.561	21.171	11.681		长4+5!1^(1_1)
耿207	2318.875	39.478	60.522	11.933	13.388	232.622	0.01	0.1	99.9	108.895	89.091	21.644	2.583	19.712	12.377		长4+5!1^(1_1)
耿207	2319.000	39.53	60.47	12.763	13.3	224.994	0.01	0.1	99.9	108.715	88.147	21.629	2.584	19.426	13.274		长4+5!1^(1_1)
耿207	2319.125	42.327	57.673	13.524	13.518	221.967	0.01	0.1	99.9	108.547	92.242	21.592	2.582	19.362	13.998		长4+5!1^(1_1)
耿207	2319.250	44.008	55.992	14.449	14.103	221.431	0.01	0.1	99.9	108.394	94.917	21.543	2.579	18.915	15.173		长4+5!1^(1_1)
耿207	2319.375	44.034	55.966	15.719	15.283	221.378	0.01	0.1	99.9	108.314	95.33	21.498	2.58	18.723	16.511		长4+5!1^(1_1)
耿207	2319.500	42.854	57.146	17.003	16.972	220.628	0.01	0.1	99.9	108.208	93.833	21.466	2.587	19.301	17.686		长4+5!1^(1_1)
耿207	2319.625	41.244	58.756	18.07	18.987	218.608	0.01	0.1	99.9	108.107	92.059	21.449	2.602	20.07	18.581		长4+5!1^(1_1)
耿207	2319.750	37.833	62.167	18.836	21.083	215.346	0.01	0.1	99.9	108.032	88.315	21.453	2.62	19.723	19.16		长4+5!1^(1_1)
耿207	2319.875	31.622	68.378	19.3	22.855	211.556	0.01	0.1	99.9	107.983	79.375	21.485	2.636	18.053	19.485		长4+5!1^(1_1)
耿207	2320.000	26.119	73.881	19.578	23.955	208.058	0.01	0.1	99.9	107.963	68.905	21.539	2.643	15.998	19.702		长4+5!1^(1_1)
耿207	2320.125	25.618	74.382	19.764	24.206	205.591	0.01	0.1	99.9	107.974	66.522	21.605	2.643	15.042	19.827		长4+5!1^(1_1)
耿207	2320.250	28.791	71.209	19.831	23.599	204.901	0.01	0.1	99.9	108.013	71.715	21.673	2.642	16.128	19.771		长4+5!1^(1_1)
耿207	2320.375	32.021	67.979	19.645	22.247	206.797	0.01	0.1	99.9	108.076	77.401	21.725	2.636	18.151	19.387		长4+5!1^(1_1)
耿207	2320.500	34.448	65.552	19.124	20.452	210.915	0.01	0.1	99.9	108.162	80.337	21.776	2.631	19.841	18.669		长4+5!1^(1_1)
耿207	2320.625	39.685	60.315	18.285	18.496	216.511	0.01	0.1	99.9	108.271	86.882	21.872	2.617	20.893	17.673		长4+5!1^(1_1)
耿207	2320.750	48.254	51.746	17.217	16.539	223.606	0.01	0.1	99.9	108.396	97.97	22.031	2.581	21.873	16.532		长4+5!1^(1_1)
耿207	2320.875	57.613	42.387	16.075	14.705	233.272	0.01	0.1	99.9	108.533	109.603	22.202	2.513	23.119	15.419		长4+5!1^(1_1)
耿207	2321.000	65.36	34.64	15.021	13.136	245.204	0.01	0.1	99.9	108.678	118.149	22.327	2.424	25.797	14.469		长4+5!1^(1_1)
耿207	2321.125	73.585	26.415	14.159	12.027	257.648	0.01	0.1	99.9	108.827	125.321	22.397	2.347	31.9	13.742		长4+5!1^(1_1)
耿207	2321.250	86.852	13.148	13.525	11.528	268.182	0.01	0.1	99.9	108.976	136.751	22.394	2.312	40.173	13.24		长4+5!1^(1_1)
耿207	2321.375	99.9	0.1	13.104	11.621	274.381	0.01	0.1	99.9	109.121	153.494	22.268	2.318	43.875	12.917		长4+5!1^(1_2)
耿207	2321.500	99.9	0.1	12.813	11.978	275.725	0.01	0.1	99.9	109.259	168.153	22.081	2.359	39.818	12.663		长4+5!1^(1_2)
耿207	2321.625	99.239	0.761	12.569	12.226	272.558	0.01	0.1	99.9	109.384	165.499	21.914	2.424	31.483	12.431		长4+5!1^(1_2)
耿207	2321.750	91.189	8.811	12.341	12.184	265.195	0.01	0.1	99.9	109.498	147.376	21.811	2.489	25.005	12.215		长4+5!1^(1_2)
耿207	2321.875	66.114	33.886	12.14	11.874	254.868	0.01	0.1	99.9	109.598	123.785	21.774	2.525	21.642	12.038		长4+5!1^(1_2)
耿207	2322.000	51.17	48.83	11.983	11.453	244.705	0.01	0.1	99.9	109.684	105.443	21.778	2.526	19.893	11.915		长4+5!1^(1_2)
耿207	2322.125	46.042	53.958	11.886	11.021	238.233	0.01	0.1	99.9	109.755	97.679	21.821	2.524	19.059	11.856		长4+5!1^(1_2)
耿207	2322.250	46.315	53.685	11.854	10.599	236.807	0.01	0.1	99.9	109.814	97.386	21.938	2.529	19.507	11.865		长4+5!1^(1_2)
耿207	2322.375	48.638	51.362	11.89	10.274	239.6	0.01	0.1	99.9	109.864	100.268	22.234	2.536	21.856	11.936		长4+5!1^(1_2)
耿207	2322.500	51.104	48.896	11.976	10.218	243.653	0.01	0.1	99.9	109.908	103.258	22.515	2.541	25.468	12.037		长4+5!1^(1_2)
耿207	2322.625	53.401	46.599	12.079	10.535	246.57	0.01	0.1	99.9	109.948	106.265	22.495	2.547	27.858	12.132		长4+5!1^(1_2)
耿207	2322.750	54.185	45.815	12.156	11.147	247.654	0.01	0.1	99.9	109.991	107.81	22.192	2.544	27.065	12.171		长4+5!1^(1_2)
耿207	2322.875	52.008	47.992	12.153	11.759	246.701	0.01	0.1	99.9	110.04	106.158	21.908	2.537	24.558	12.111		长4+5!1^(1_2)
耿207	2323.000	46.333	53.667	12.062	12.088	243.992	0.01	0.1	99.9	110.1	99.888	21.814	2.539	22.223	11.989		长4+5!1^(1_2)
耿207	2323.125	39.024	60.976	11.938	12.052	240.007	0.01	0.1	99.9	110.177	89.98	21.792	2.543	20.702	11.877		长4+5!1^(1_2)
耿207	2323.250	33.503	66.497	11.858	11.768	235.636	0.01	0.1	99.9	110.274	81.099	21.771	2.547	19.731	11.857		长4+5!1^(1_2)
耿207	2323.375	31.162	68.838	11.895	11.44	232.313	0.01	0.1	99.9	110.394	76.797	21.767	2.551	18.993	11.97		长4+5!1^(1_2)
耿207	2323.500	30.619	69.381	12.046	11.21	230.787	0.01	0.1	99.9	110.539	76.084	21.776	2.551	18.379	12.165		长4+5!1^(1_2)
耿207	2323.625	29.424	70.576	12.252	11.112	231.233	0.01	0.1	99.9	110.716	74.665	21.782	2.544	17.951	12.372		长4+5!1^(1_2)
耿207	2323.750	27.21	72.79	12.437	11.131	233.356	0.01	0.1	99.9	110.921	70.749	21.785	2.534	17.972	12.505		长4+5!1^(1_2)
耿207	2323.875	26.525	73.475	12.51	11.213	236.751	0.01	0.1	99.9	111.153	68.324	21.786	2.521	18.775	12.487		长4+5!1^(1_2)
耿207	2324.000	30.134	69.866	12.433	11.226	241.882	0.01	0.1	99.9	111.41	72.265	21.807	2.509	20.926	12.333		长4+5!1^(1_2)
耿207	2324.125	39.984	60.016	12.244	11.019	250.188	0.01	0.1	99.9	111.694	85.454	21.884	2.491	24.769	12.116		长4+5!1^(1_2)
耿207	2324.250	55.456	44.544	12.039	10.571	261.672	0.01	0.1	99.9	111.998	104.746	22.028	2.452	29.3	11.96		长4+5!1^(1_2)
耿207	2324.375	72.79	27.21	11.955	10.175	274.413	0.01	0.1	99.9	112.316	124.23	22.222	2.387	33.92	11.987		长4+5!1^(1_2)
耿207	2324.500	84.31	15.69	12.061	10.332	284.687	0.01	0.1	99.9	112.644	137.194	22.413	2.352	38.655	12.194		长4+5!1^(1_2)
耿207	2324.625	83.939	16.061	12.315	11.336	289.75	0.01	0.1	99.9	112.978	138.006	22.439	2.347	40.836	12.489		长4+5!1^(1_2)
耿207	2324.750	78.384	21.616	12.598	12.981	289.006	0.01	0.1	99.9	113.311	133.048	22.196	2.37	37.453	12.719		长4+5!1^(1_2)
耿207	2324.875	73.615	26.385	12.745	14.52	282.456	0.01	0.1	99.9	113.638	128.392	21.836	2.426	31.17	12.747		长4+5!1^(1_2)
耿207	2325.000	69.883	30.117	12.698	15.245	271.474	0.01	0.1	99.9	113.954	125.029	21.609	2.512	26.233	12.608		长4+5!1^(1_2)
耿207	2325.125	65.142	34.858	12.528	14.989	257.832	0.01	0.1	99.9	114.251	120.508	21.553	2.567	23.649	12.42		长4+5!1^(1_2)
耿207	2325.250	59.749	40.251	12.366	14.093	244.219	0.01	0.1	99.9	114.529	114.796	21.551	2.585	21.468	12.327		长4+5!1^(1_2)
耿207	2325.375	54.802	45.198	12.358	13.142	234.656	0.01	0.1	99.9	114.783	109.211	21.55	2.585	19.432	12.444		长4+5!1^(1_2)
耿207	2325.500	50.373	49.627	12.554	12.507	230.499	0.01	0.1	99.9	115.012	103.996	21.547	2.586	18.183	12.746		长4+5!1^(1_2)
耿207	2325.625	46.575	53.425	12.909	12.224	230.245	0.01	0.1	99.9	115.209	98.821	21.539	2.59	18.052	13.156		长4+5!1^(1_2)
耿207	2325.750	45.366	54.634	13.327	12.209	231.59	0.01	0.1	99.9	115.377	96.16	21.532	2.595	19.032	13.563		长4+5!1^(1_2)
耿207	2325.875	48.443	51.557	13.693	12.417	232.982	0.01	0.1	99.9	115.515	99.121	21.531	2.607	20.461	13.86		长4+5!1^(1_2)
耿207	2326.000	54.512	45.488	13.935	12.776	233.967	0.01	0.1	99.9	115.624	106.481	21.531	2.62	21.605	14.019		长4+5!1^(1_2)
耿207	2326.125	59.651	40.349	14.038	13.177	234.562	0.01	0.1	99.9	115.7	113.22	21.531	2.633	21.891	14.049		长4+5!1^(1_2)
耿207	2326.250	60.656	39.344	14.032	13.53	234.752	0.01	0.1	99.9	115.747	115.124	21.533	2.643	21.294	14.007		长4+5!1^(1_2)
耿207	2326.375	58.482	41.518	13.989	13.788	234.245	0.01	0.1	99.9	115.769	112.911	21.535	2.653	20.53	13.978		长4+5!1^(1_2)
耿207	2326.500	56.542	43.458	13.99	13.992	233.239	0.01	0.1	99.9	115.766	109.932	21.536	2.653	20.3	14.028		长4+5!1^(1_2)
耿207	2326.625	58.266	41.734	14.078	14.202	232.497	0.01	0.1	99.9	115.736	111.11	21.537	2.642	20.666	14.171		长4+5!1^(1_2)
耿207	2326.750	62.623	37.377	14.255	14.439	232.427	0.01	0.1	99.9	115.686	115.918	21.537	2.626	20.952	14.398		长4+5!1^(1_2)
耿207	2326.875	66.051	33.949	14.514	14.692	232.872	0.01	0.1	99.9	115.617	120.167	21.53	2.617	20.988	14.7		长4+5!1^(1_2)
耿207	2327.000	66.03	33.97	14.84	14.962	233.293	0.01	0.1	99.9	115.532	120.949	21.516	2.619	21.306	15.059		长4+5!1^(1_2)
耿207	2327.125	62.561	37.439	15.217	15.299	233.038	0.01	0.1	99.9	115.431	117.663	21.499	2.627	21.895	15.458		长4+5!1^(1_2)
耿207	2327.250	57.993	42.007	15.624	15.767	231.762	0.01	0.1	99.9	115.318	112.802	21.481	2.638	21.79	15.869		长4+5!1^(1_2)
耿207	2327.375	53.429	46.571	16.028	16.395	229.616	0.01	0.1	99.9	115.196	107.587	21.467	2.646	20.457	16.257		长4+5!1^(1_2)
耿207	2327.500	49.149	50.851	16.399	17.092	227.02	0.01	0.1	99.9	115.066	102.566	21.458	2.641	18.44	16.603		长4+5!1^(1_2)
耿207	2327.625	44.9	55.1	16.727	17.713	224.449	0.01	0.1	99.9	114.931	97.087	21.447	2.631	16.744	16.911		长4+5!1^(1_2)
耿207	2327.750	41.739	58.261	17.031	18.152	222.383	0.01	0.1	99.9	114.792	92.331	21.436	2.623	16.38	17.219		长4+5!1^(1_2)
耿207	2327.875	40.946	59.054	17.358	18.394	221.325	0.01	0.1	99.9	114.653	90.614	21.428	2.623	17.277	17.584		长4+5!1^(1_2)
耿207	2328.000	42.415	57.585	17.758	18.563	221.317	0.01	0.1	99.9	114.514	92.14	21.428	2.634	19.006	18.036		长4+5!1^(1_2)
耿207	2328.125	45.5	54.5	18.244	18.824	221.839	0.01	0.1	99.9	114.379	95.886	21.432	2.649	20.421	18.566		长4+5!1^(1_2)
耿207	2328.250	49.406	50.594	18.792	19.291	222.353	0.01	0.1	99.9	114.248	101.014	21.439	2.66	20.363	19.125		长4+5!1^(1_2)
耿207	2328.375	52.027	47.973	19.336	20.027	222.158	0.01	0.1	99.9	114.122	104.963	21.444	2.664	19.091	19.633		长4+5!1^(1_2)
耿207	2328.500	51.545	48.455	19.804	20.969	220.67	0.01	0.1	99.9	114.003	104.958	21.442	2.665	17.533	20.032		长4+5!1^(1_2)
耿207	2328.625	49.172	50.828	20.147	21.956	217.804	0.01	0.1	99.9	113.893	102.075	21.437	2.663	16.41	20.292		长4+5!1^(1_2)
耿207	2328.750	46.986	53.014	20.349	22.766	214.08	0.01	0.1	99.9	113.792	99.291	21.437	2.655	15.724	20.407		长4+5!1^(1_2)
耿207	2328.875	45.21	54.79	20.405	23.103	210.678	0.01	0.1	99.9	113.7	96.88	21.449	2.644	15.602	20.383		长4+5!1^(1_2)
耿207	2329.000	44.631	55.369	20.341	22.848	208.666	0.01	0.1	99.9	113.618	95.244	21.477	2.637	16.233	20.262		长4+5!1^(1_2)
耿207	2329.125	47.314	52.686	20.188	22.104	208.376	0.01	0.1	99.9	113.548	98.05	21.508	2.631	17.55	20.06		长4+5!1^(1_2)
耿207	2329.250	51.96	48.04	19.954	21.091	209.619	0.01	0.1	99.9	113.487	103.82	21.532	2.624	18.804	19.773		长4+5!1^(1_2)
耿207	2329.375	56.056	43.944	19.624	20.056	212.034	0.01	0.1	99.9	113.436	109.047	21.545	2.619	19.135	19.38		长4+5!1^(1_3)
耿207	2329.500	58.039	41.961	19.189	19.121	215.169	0.01	0.1	99.9	113.393	111.89	21.549	2.615	18.777	18.886		长4+5!1^(1_3)
耿207	2329.625	57.381	42.619	18.66	18.277	218.675	0.01	0.1	99.9	113.359	111.616	21.544	2.61	18.519	18.314		长4+5!1^(1_3)
耿207	2329.750	54.755	45.245	18.074	17.492	222.149	0.01	0.1	99.9	113.331	109.027	21.533	2.607	18.935	17.724		长4+5!1^(1_3)
耿207	2329.875	51.172	48.828	17.504	16.806	224.956	0.01	0.1	99.9	113.307	104.485	21.53	2.607	19.587	17.195		长4+5!1^(1_3)
耿207	2330.000	49.751	50.249	17.016	16.287	226.852	0.01	0.1	99.9	113.285	101.746	21.536	2.612	20.191	16.773		长4+5!1^(1_3)
耿207	2330.125	52.087	47.913	16.642	15.963	228.161	0.01	0.1	99.9	113.263	104.167	21.543	2.62	20.715	16.467		长4+5!1^(1_3)
耿207	2330.250	55.295	44.705	16.379	15.797	229.248	0.01	0.1	99.9	113.237	108.444	21.542	2.623	20.883	16.268		长4+5!1^(1_3)
耿207	2330.375	55.814	44.186	16.223	15.716	230.162	0.01	0.1	99.9	113.206	110.0	21.536	2.617	20.397	16.171		长4+5!1^(1_3)
耿207	2330.500	52.87	47.13	16.16	15.663	230.887	0.01	0.1	99.9	113.167	106.672	21.529	2.609	19.587	16.159		长4+5!1^(1_3)
耿207	2330.625	50.498	49.502	16.182	15.643	231.324	0.01	0.1	99.9	113.114	103.02	21.524	2.602	19.181	16.232		长4+5!1^(1_3)
耿207	2330.750	51.55	48.45	16.286	15.692	231.338	0.01	0.1	99.9	113.047	103.606	21.522	2.6	19.529	16.375		长4+5!1^(1_3)
耿207	2330.875	54.837	45.163	16.446	15.84	230.937	0.01	0.1	99.9	112.962	107.512	21.525	2.609	20.049	16.548		长4+5!1^(1_3)
耿207	2331.000	57.385	42.615	16.611	16.061	230.098	0.01	0.1	99.9	112.858	111.08	21.531	2.624	20.088	16.693		长4+5!1^(1_3)
耿207	2331.125	56.801	43.199	16.731	16.293	228.723	0.01	0.1	99.9	112.727	111.231	21.538	2.643	19.291	16.774		长4+5!1^(1_3)
耿207	2331.250	52.77	47.23	16.783	16.476	226.934	0.01	0.1	99.9	112.572	107.287	21.537	2.655	18.166	16.786		长4+5!1^(1_3)
耿207	2331.375	46.756	53.244	16.774	16.562	225.342	0.01	0.1	99.9	112.39	99.79	21.53	2.655	17.583	16.757		长4+5!1^(1_3)
耿207	2331.500	42.926	57.074	16.746	16.556	224.558	0.01	0.1	99.9	112.179	93.276	21.524	2.65	17.901	16.739		长4+5!1^(1_3)
耿207	2331.625	44.842	55.158	16.747	16.503	224.93	0.01	0.1	99.9	111.933	94.773	21.525	2.646	18.812	16.773		长4+5!1^(1_3)
耿207	2331.750	50.004	49.996	16.81	16.471	226.493	0.01	0.1	99.9	111.656	101.181	21.529	2.637	20.226	16.88		长4+5!1^(1_3)
耿207	2331.875	55.543	44.457	16.949	16.556	228.663	0.01	0.1	99.9	111.346	107.825	21.531	2.625	21.88	17.06		长4+5!1^(1_3)
耿207	2332.000	60.707	39.293	17.145	16.815	230.378	0.01	0.1	99.9	111.004	113.774	21.532	2.617	23.192	17.271		长4+5!1^(1_3)
耿207	2332.125	64.448	35.552	17.356	17.227	230.856	0.01	0.1	99.9	110.623	118.54	21.531	2.612	23.335	17.474		长4+5!1^(1_3)
耿207	2332.250	63.936	36.064	17.543	17.706	230.078	0.01	0.1	99.9	110.211	119.248	21.533	2.611	21.609	17.636		长4+5!1^(1_3)
耿207	2332.375	58.001	41.999	17.685	18.104	228.721	0.01	0.1	99.9	109.766	113.622	21.536	2.616	19.344	17.755		长4+5!1^(1_3)
耿207	2332.500	50.087	49.913	17.801	18.333	227.276	0.01	0.1	99.9	109.291	104.09	21.537	2.631	18.293	17.878		长4+5!1^(1_3)
耿207	2332.625	44.976	55.024	17.942	18.413	225.969	0.01	0.1	99.9	108.781	96.594	21.534	2.646	18.854	18.055		长4+5!1^(1_3)
耿207	2332.750	44.225	55.775	18.152	18.427	225.147	0.01	0.1	99.9	108.245	94.88	21.528	2.653	19.522	18.314		长4+5!1^(1_3)
耿207	2332.875	45.604	54.396	18.444	18.47	225.319	0.01	0.1	99.9	107.684	96.882	21.525	2.66	19.326	18.643		长4+5!1^(1_3)
耿207	2333.000	46.139	53.861	18.778	18.581	226.404	0.01	0.1	99.9	107.101	97.78	21.526	2.66	19.06	18.972		长4+5!1^(1_3)
耿207	2333.125	46.337	53.663	19.087	18.759	227.465	0.01	0.1	99.9	106.497	97.601	21.534	2.654	19.316	19.243		长4+5!1^(1_3)
耿207	2333.250	48.07	51.93	19.324	19.006	227.471	0.01	0.1	99.9	105.878	99.563	21.54	2.646	19.382	19.432		长4+5!1^(1_3)
耿207	2333.375	49.989	50.011	19.486	19.331	226.145	0.01	0.1	99.9	105.249	102.568	21.542	2.639	18.611	19.57		长4+5!1^(1_3)
耿207	2333.500	49.114	50.886	19.633	19.708	224.42	0.01	0.1	99.9	104.613	102.334	21.542	2.625	17.843	19.752		长4+5!1^(1_3)
耿207	2333.625	45.661	54.339	19.865	20.111	223.178	0.01	0.1	99.9	103.976	97.845	21.539	2.612	18.33	20.078		长4+5!1^(1_3)
耿207	2333.750	43.601	56.399	20.278	20.595	222.363	0.01	0.1	99.9	103.342	94.227	21.532	2.604	20.314	20.638	干层	长4+5!1^(1_3)
耿207	2333.875	45.422	54.578	20.957	21.416	221.521	0.01	0.1	99.9	102.716	95.428	21.518	2.605	21.974	21.473	干层	长4+5!1^(1_3)
耿207	2334.000	51.081	48.919	21.865	22.812	220.28	0.01	0.1	99.9	102.103	102.27	21.499	2.612	21.767	22.459	干层	长4+5!1^(1_3)
耿207	2334.125	56.675	43.325	22.863	24.759	218.547	0.01	0.1	99.9	101.51	109.899	21.483	2.621	19.449	23.437	干层	长4+5!1^(1_3)
耿207	2334.250	56.977	43.023	23.779	26.899	216.592	0.01	0.1	99.9	100.939	111.979	21.485	2.62	16.5	24.223	干层	长4+5!1^(1_3)
耿207	2334.375	49.922	50.078	24.429	28.552	214.706	0.01	0.1	99.9	100.393	105.151	21.506	2.605	14.816	24.677	干层	长4+5!1^(1_3)
耿207	2334.500	38.668	61.332	24.763	29.24	213.202	0.01	0.1	99.9	99.876	90.741	21.527	2.579	14.565	24.851	干层	长4+5!1^(1_3)
耿207	2334.625	28.789	71.211	24.857	28.935	212.595	0.01	0.1	99.9	99.396	74.884	21.536	2.553	14.943	24.848	干层	长4+5!1^(1_3)
耿207	2334.750	23.318	76.682	24.819	27.931	213.379	0.01	0.1	99.9	98.95	64.343	21.539	2.532	15.589	24.767	干层	长4+5!1^(1_3)
