井名	深度	GR	SP	SH	SS	AT90	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	RT	DEN	解释结论	层位
地207-44	2345.750	113.054	47.881	89.430	10.570	14.318	300.785	0.000	0.010	0.000	0.100	99.900	0.000	14.115	2.405		长4+5!1^(2_1)
地207-44	2345.875	103.800	47.751	76.100	23.900	13.606	286.242	0.000	0.010	0.000	0.100	99.900	0.000	13.409	2.418		长4+5!1^(2_1)
地207-44	2346.000	87.108	47.667	53.875	46.125	12.927	265.611	0.000	0.010	0.000	0.100	99.900	0.000	12.740	2.430		长4+5!1^(2_1)
地207-44	2346.125	68.791	47.706	33.656	66.344	12.285	246.350	0.000	0.010	0.000	0.100	99.900	0.000	12.109	2.438		长4+5!1^(2_1)
地207-44	2346.250	56.777	47.919	22.555	77.445	11.660	233.693	0.000	0.010	0.000	0.100	99.900	0.000	11.487	2.439		长4+5!1^(2_1)
地207-44	2346.375	53.471	48.308	19.385	80.615	10.961	227.720	0.000	0.010	0.000	0.100	99.900	0.000	10.757	2.430		长4+5!1^(2_1)
地207-44	2346.500	57.764	48.864	21.922	78.078	10.124	229.196	0.000	0.010	0.000	0.100	99.900	0.000	9.878	2.411		长4+5!1^(2_1)
地207-44	2346.625	69.275	49.575	31.001	68.999	9.210	239.090	0.000	0.010	0.000	0.100	99.900	0.000	8.951	2.396		长4+5!1^(2_1)
地207-44	2346.750	84.466	50.400	46.399	53.601	8.417	255.294	0.000	0.010	0.000	0.100	99.900	0.000	8.210	2.397		长4+5!1^(2_1)
地207-44	2346.875	96.639	51.271	62.220	37.780	7.880	270.076	0.000	0.010	0.000	0.100	99.900	0.000	7.753	2.412		长4+5!1^(2_1)
地207-44	2347.000	101.423	52.125	69.990	30.010	7.575	278.650	0.000	0.010	0.000	0.100	99.900	0.000	7.506	2.433		长4+5!1^(2_1)
地207-44	2347.125	99.599	52.893	67.805	32.195	7.390	280.712	0.000	0.010	0.000	0.100	99.900	0.000	7.345	2.451		长4+5!1^(2_1)
地207-44	2347.250	96.368	53.525	62.474	37.526	7.358	278.233	0.000	0.010	0.000	0.100	99.900	0.000	7.362	2.462		长4+5!1^(2_1)
地207-44	2347.375	98.550	54.007	64.842	35.158	7.640	274.154	0.000	0.010	0.000	0.100	99.900	0.000	7.747	2.469		长4+5!1^(2_1)
地207-44	2347.500	103.497	54.336	72.304	27.696	8.321	270.086	0.000	0.010	0.000	0.100	99.900	0.000	8.544	2.481		长4+5!1^(2_1)
地207-44	2347.625	105.078	54.506	75.969	24.031	9.194	266.384	0.000	0.010	0.000	0.100	99.900	0.000	9.446	2.504		长4+5!1^(2_1)
地207-44	2347.750	99.839	54.532	68.763	31.237	10.119	260.938	0.000	0.010	0.000	0.100	99.900	0.000	10.380	2.537		长4+5!1^(2_1)
地207-44	2347.875	91.878	54.456	58.551	41.449	11.290	251.600	0.000	0.010	0.000	0.100	99.900	0.000	11.643	2.570		长4+5!1^(2_1)
地207-44	2348.000	81.122	54.317	45.977	54.023	12.913	239.240	0.000	0.010	0.000	0.100	99.900	0.000	13.406	2.594		长4+5!1^(2_1)
地207-44	2348.125	69.921	54.161	34.013	65.987	15.021	227.489	0.000	0.010	0.000	0.100	99.900	0.000	15.647	2.606		长4+5!1^(2_1)
地207-44	2348.250	63.758	54.036	27.955	72.045	17.619	220.699	0.000	0.010	0.000	0.100	99.900	0.000	18.383	2.610		长4+5!1^(2_1)
地207-44	2348.375	62.538	53.981	26.723	73.277	20.539	219.148	0.000	0.010	0.000	0.100	99.900	0.000	21.374	2.609		长4+5!1^(2_1)
地207-44	2348.500	63.107	54.026	27.219	72.781	23.208	220.488	0.000	0.010	0.000	0.100	99.900	0.000	23.919	2.607		长4+5!1^(2_1)
地207-44	2348.625	63.196	54.201	27.547	72.453	24.644	220.824	0.000	0.010	0.000	0.100	99.900	0.000	24.925	2.603		长4+5!1^(2_1)
地207-44	2348.750	60.838	54.512	25.771	74.229	24.689	217.220	0.000	0.010	0.000	0.100	99.900	0.000	24.597	2.598		长4+5!1^(2_1)
地207-44	2348.875	57.257	54.931	22.577	77.423	23.687	212.085	0.000	0.010	0.000	0.100	99.900	0.000	23.335	2.591		长4+5!1^(2_1)
地207-44	2349.000	57.676	55.431	22.252	77.748	21.691	210.351	0.000	0.010	0.000	0.100	99.900	0.000	21.053	2.578		长4+5!1^(2_1)
地207-44	2349.125	64.991	55.986	27.599	72.401	18.713	216.424	0.000	0.010	0.000	0.100	99.900	0.000	17.805	2.553		长4+5!1^(2_1)
地207-44	2349.250	77.288	56.564	39.038	60.962	15.246	230.752	0.000	0.010	0.000	0.100	99.900	0.000	14.254	2.518		长4+5!1^(2_1)
地207-44	2349.375	88.252	57.136	51.498	48.502	12.378	246.301	0.000	0.010	0.000	0.100	99.900	0.000	11.650	2.487		长4+5!1^(2_1)
地207-44	2349.500	94.552	57.681	60.540	39.460	10.652	256.683	0.000	0.010	0.000	0.100	99.900	0.000	10.266	2.479		长4+5!1^(2_1)
地207-44	2349.625	92.869	58.186	59.072	40.928	9.944	259.285	0.000	0.010	0.000	0.100	99.900	0.000	9.819	2.490		长4+5!1^(2_1)
地207-44	2349.750	87.540	58.645	52.031	47.969	9.755	256.260	0.000	0.010	0.000	0.100	99.900	0.000	9.731	2.512		长4+5!1^(2_1)
地207-44	2349.875	85.428	59.058	49.169	50.831	9.603	252.209	0.000	0.010	0.000	0.100	99.900	0.000	9.554	2.533		长4+5!1^(2_1)
地207-44	2350.000	85.631	59.425	49.697	50.303	9.496	247.679	0.000	0.010	0.000	0.100	99.900	0.000	9.474	2.546		长4+5!1^(2_1)
地207-44	2350.125	83.740	59.744	47.760	52.240	9.801	242.224	0.000	0.010	0.000	0.100	99.900	0.000	9.928	2.550		长4+5!1^(2_1)
地207-44	2350.250	80.894	60.018	44.156	55.844	10.534	238.388	0.000	0.010	0.000	0.100	99.900	0.000	10.769	2.553		长4+5!1^(2_1)
地207-44	2350.375	81.611	60.255	44.533	55.467	11.282	239.210	0.000	0.010	0.000	0.100	99.900	0.000	11.481	2.560		长4+5!1^(2_1)
地207-44	2350.500	84.976	60.458	48.332	51.668	11.565	243.679	0.000	0.010	0.000	0.100	99.900	0.000	11.597	2.568		长4+5!1^(2_1)
地207-44	2350.625	87.336	60.620	51.615	48.385	11.584	247.500	0.000	0.010	0.000	0.100	99.900	0.000	11.579	2.574		长4+5!1^(2_1)
地207-44	2350.750	86.129	60.738	50.197	49.803	11.770	246.510	0.000	0.010	0.000	0.100	99.900	0.000	11.844	2.571		长4+5!1^(2_1)
地207-44	2350.875	85.172	60.817	48.872	51.128	12.209	241.956	0.000	0.010	0.000	0.100	99.900	0.000	12.350	2.562		长4+5!1^(2_1)
地207-44	2351.000	85.704	60.871	49.431	50.569	12.628	236.531	0.000	0.010	0.000	0.100	99.900	0.000	12.736	2.556		长4+5!1^(2_1)
地207-44	2351.125	86.385	60.910	50.415	49.585	12.891	232.269	0.000	0.010	0.000	0.100	99.900	0.000	12.951	2.561		长4+5!1^(2_1)
地207-44	2351.250	85.664	60.937	49.740	50.260	13.099	229.933	0.000	0.010	0.000	0.100	99.900	0.000	13.157	2.575		长4+5!1^(2_1)
地207-44	2351.375	83.907	60.954	47.767	52.233	13.418	228.955	0.000	0.010	0.000	0.100	99.900	0.000	13.520	2.594		长4+5!1^(2_1)
地207-44	2351.500	82.039	60.961	45.628	54.372	13.906	229.655	0.000	0.010	0.000	0.100	99.900	0.000	14.055	2.615		长4+5!1^(2_1)
地207-44	2351.625	80.925	60.952	44.080	55.920	14.369	232.768	0.000	0.010	0.000	0.100	99.900	0.000	14.490	2.627		长4+5!1^(2_1)
地207-44	2351.750	82.365	60.921	45.384	54.616	14.642	237.964	0.000	0.010	0.000	0.100	99.900	0.000	14.701	2.626		长4+5!1^(2_1)
地207-44	2351.875	85.738	60.863	48.936	51.064	14.879	241.784	0.000	0.010	0.000	0.100	99.900	0.000	14.948	2.610		长4+5!1^(2_1)
地207-44	2352.000	90.126	60.775	54.569	45.431	15.340	240.847	0.000	0.010	0.000	0.100	99.900	0.000	15.492	2.590		长4+5!1^(2_1)
地207-44	2352.125	91.047	60.653	56.418	43.582	15.960	234.911	0.000	0.010	0.000	0.100	99.900	0.000	16.141	2.575		长4+5!1^(2_1)
地207-44	2352.250	88.721	60.495	52.316	47.684	16.492	228.151	0.000	0.010	0.000	0.100	99.900	0.000	16.628	2.569		长4+5!1^(2_1)
地207-44	2352.375	94.840	60.306	59.008	40.992	16.643	225.452	0.000	0.010	0.000	0.100	99.900	0.000	16.649	2.572		长4+5!1^(2_1)
地207-44	2352.500	105.220	60.089	74.578	25.422	16.354	227.945	0.000	0.010	0.000	0.100	99.900	0.000	16.240	2.581		长4+5!1^(2_1)
地207-44	2352.625	108.204	59.849	80.773	19.227	15.750	234.012	0.000	0.010	0.000	0.100	99.900	0.000	15.560	2.590		长4+5!1^(2_1)
地207-44	2352.750	103.299	59.596	73.533	26.467	14.946	240.907	0.000	0.010	0.000	0.100	99.900	0.000	14.708	2.597		长4+5!1^(2_1)
地207-44	2352.875	97.233	59.333	64.716	35.284	14.087	245.990	0.000	0.010	0.000	0.100	99.900	0.000	13.847	2.599		长4+5!1^(2_1)
地207-44	2353.000	92.515	59.062	58.166	41.834	13.472	247.680	0.000	0.010	0.000	0.100	99.900	0.000	13.326	2.594		长4+5!1^(2_1)
地207-44	2353.125	89.983	58.781	54.773	45.227	13.604	244.936	0.000	0.010	0.000	0.100	99.900	0.000	13.712	2.584		长4+5!1^(2_1)
地207-44	2353.250	88.893	58.494	53.443	46.557	14.645	237.636	0.000	0.010	0.000	0.100	99.900	0.000	15.007	2.573		长4+5!1^(2_1)
地207-44	2353.375	87.705	58.203	52.199	47.801	16.316	229.126	0.000	0.010	0.000	0.100	99.900	0.000	16.823	2.563		长4+5!1^(2_2)
地207-44	2353.500	85.457	57.910	49.555	50.445	18.129	222.322	0.000	0.010	0.000	0.100	99.900	0.000	18.635	2.561		长4+5!1^(2_2)
地207-44	2353.625	82.932	57.613	47.151	52.849	20.242	217.983	0.000	0.010	0.000	0.100	99.900	0.000	20.865	2.567		长4+5!1^(2_2)
地207-44	2353.750	77.305	57.308	41.248	58.752	23.283	215.704	0.000	0.010	0.000	0.100	99.900	0.000	24.220	2.578		长4+5!1^(2_2)
地207-44	2353.875	71.551	56.986	34.720	65.280	26.472	217.772	0.000	0.010	0.000	0.100	99.900	0.000	27.345	2.586		长4+5!1^(2_2)
地207-44	2354.000	73.362	56.633	35.241	64.759	26.551	228.609	0.000	0.010	0.000	0.100	99.900	0.000	26.244	2.581		长4+5!1^(2_2)
地207-44	2354.125	84.995	56.224	46.683	53.317	22.733	247.810	0.000	0.010	0.000	0.100	99.900	0.000	21.372	2.561		长4+5!1^(2_2)
地207-44	2354.250	99.406	55.737	65.653	34.347	18.320	266.474	0.000	0.010	0.000	0.100	99.900	0.000	17.138	2.533		长4+5!1^(2_2)
地207-44	2354.375	105.776	55.160	76.495	23.505	15.399	275.668	0.000	0.010	0.000	0.100	99.900	0.000	14.725	2.509		长4+5!1^(2_2)
地207-44	2354.500	103.368	54.476	73.538	26.462	13.848	275.999	0.000	0.010	0.000	0.100	99.900	0.000	13.508	2.497		长4+5!1^(2_2)
地207-44	2354.625	98.119	53.673	65.475	34.525	12.919	273.185	0.000	0.010	0.000	0.100	99.900	0.000	12.691	2.498		长4+5!1^(2_2)
地207-44	2354.750	96.089	52.765	62.482	37.518	12.207	269.945	0.000	0.010	0.000	0.100	99.900	0.000	12.020	2.507		长4+5!1^(2_2)
地207-44	2354.875	95.093	51.806	61.640	38.360	11.827	263.233	0.000	0.010	0.000	0.100	99.900	0.000	11.752	2.520		长4+5!1^(2_2)
地207-44	2355.000	90.839	50.851	56.955	43.045	12.003	250.970	0.000	0.010	0.000	0.100	99.900	0.000	12.100	2.534		长4+5!1^(2_2)
地207-44	2355.125	81.624	49.964	25.503	74.497	12.605	235.896	0.412	1.885	10.536	12.547	70.127	0.522	12.801	2.547	干层	长4+5!1^(2_2)
地207-44	2355.250	69.158	49.197	18.065	81.935	13.390	224.100	0.426	1.079	10.604	11.332	74.096	0.499	13.618	2.553	干层	长4+5!1^(2_2)
地207-44	2355.375	60.151	48.583	13.595	86.405	14.131	218.298	0.502	0.806	10.936	10.712	75.745	0.480	14.330	2.552	干层	长4+5!1^(2_2)
地207-44	2355.500	56.692	48.154	12.002	87.998	14.673	217.107	0.563	0.769	11.172	10.572	75.349	0.468	14.806	2.543	干层	长4+5!1^(2_2)
地207-44	2355.625	57.855	47.948	12.361	87.639	15.003	217.848	0.551	0.812	11.128	10.636	74.283	0.461	15.080	2.525	干层	长4+5!1^(2_2)
地207-44	2355.750	61.231	47.965	13.745	86.255	15.267	219.259	0.499	0.890	10.924	10.767	72.889	0.456	15.340	2.502	干层	长4+5!1^(2_2)
地207-44	2355.875	63.774	48.157	14.977	85.023	15.549	221.010	0.479	1.000	10.842	10.942	71.238	0.449	15.630	2.484	干层	长4+5!1^(2_2)
地207-44	2356.000	64.077	48.484	15.359	84.641	15.786	222.264	0.503	1.094	10.941	11.079	70.008	0.445	15.847	2.482	干层	长4+5!1^(2_2)
地207-44	2356.125	62.008	48.907	14.515	85.485	15.951	222.228	0.558	1.109	11.152	11.086	69.650	0.442	15.991	2.497	干层	长4+5!1^(2_2)
地207-44	2356.250	61.381	49.390	13.973	86.027	16.142	221.359	0.551	1.071	11.127	11.000	69.658	0.437	16.201	2.522	干层	长4+5!1^(2_2)
地207-44	2356.375	65.515	49.897	15.337	84.663	16.355	220.706	0.431	1.045	10.629	10.933	69.561	0.434	16.415	2.555	干层	长4+5!1^(2_2)
地207-44	2356.500	72.270	50.403	18.341	81.659	16.397	220.365	0.300	1.024	9.891	10.898	69.801	0.435	16.390	2.585	干层	长4+5!1^(2_2)
地207-44	2356.625	73.606	50.891	19.289	80.711	16.314	220.112	0.277	1.005	9.725	10.876	70.144	0.437	16.285	2.605	干层	长4+5!1^(2_2)
地207-44	2356.750	68.662	51.363	17.002	82.998	16.443	219.552	0.346	0.993	10.181	10.831	69.921	0.432	16.504	2.611	干层	长4+5!1^(2_2)
地207-44	2356.875	66.127	51.842	15.734	84.266	17.113	218.192	0.368	0.973	10.303	10.708	68.860	0.416	17.349	2.603	干层	长4+5!1^(2_2)
地207-44	2357.000	65.572	52.353	15.367	84.633	18.162	216.260	0.343	0.928	10.160	10.515	67.753	0.397	18.477	2.584	干层	长4+5!1^(2_2)
地207-44	2357.125	64.426	52.917	14.730	85.270	19.232	214.796	0.337	0.897	10.127	10.363	66.729	0.381	19.525	2.566	干层	长4+5!1^(2_2)
地207-44	2357.250	64.227	53.584	14.547	85.453	20.198	214.032	0.327	0.906	10.068	10.299	65.528	0.368	20.459	2.556	干层	长4+5!1^(2_2)
地207-44	2357.375	64.901	54.410	14.681	85.319	21.355	212.284	0.289	0.879	9.816	10.150	64.413	0.353	21.702	2.558	干层	长4+5!1^(2_2)
地207-44	2357.500	65.307	55.301	14.535	85.465	23.012	209.008	0.000	0.010	0.000	9.830	63.569	0.000	23.520	2.570	干层	长4+5!1^(2_2)
地207-44	2357.625	66.315	56.215	14.443	85.557	24.778	206.454	0.000	0.010	0.000	9.529	62.964	0.000	25.265	2.580	干层	长4+5!1^(2_2)
地207-44	2357.750	71.267	57.286	33.880	66.120	25.202	208.521	0.000	0.010	0.000	0.100	99.900	0.000	25.178	2.581		长4+5!1^(2_2)
地207-44	2357.875	76.773	58.437	39.399	60.601	23.666	215.164	0.000	0.010	0.000	0.100	99.900	0.000	23.080	2.569		长4+5!1^(2_2)
地207-44	2358.000	80.452	59.497	43.680	56.320	21.551	223.436	0.000	0.010	0.000	0.100	99.900	0.000	20.958	2.550		长4+5!1^(2_2)
地207-44	2358.125	80.376	60.441	44.080	55.920	20.019	229.634	0.000	0.010	0.000	0.100	99.900	0.000	19.655	2.535		长4+5!1^(2_2)
地207-44	2358.250	77.358	61.215	40.520	59.480	18.875	231.450	0.000	0.010	0.000	0.100	99.900	0.000	18.573	2.531		长4+5!1^(2_2)
地207-44	2358.375	77.267	61.772	40.289	59.711	17.592	230.405	0.000	0.010	0.000	0.100	99.900	0.000	17.212	2.539		长4+5!1^(2_2)
地207-44	2358.500	77.880	62.203	41.219	58.781	16.377	228.597	0.000	0.010	0.000	0.100	99.900	0.000	16.053	2.554		长4+5!1^(2_2)
地207-44	2358.625	76.309	62.539	39.636	60.364	15.653	228.435	0.000	0.010	0.000	0.100	99.900	0.000	15.497	2.568		长4+5!1^(2_2)
地207-44	2358.750	75.247	62.628	37.897	62.103	15.526	232.896	0.000	0.010	0.000	0.100	99.900	0.000	15.537	2.576		长4+5!1^(2_2)
地207-44	2358.875	79.751	62.532	41.909	58.091	15.662	242.315	0.000	0.010	0.000	0.100	99.900	0.000	15.711	2.577		长4+5!1^(2_2)
地207-44	2359.000	88.208	62.404	51.411	48.589	15.822	254.117	0.000	0.010	0.000	0.100	99.900	0.000	15.865	2.570		长4+5!1^(2_2)
地207-44	2359.125	95.151	62.251	60.765	39.235	16.175	263.030	0.000	0.010	0.000	0.100	99.900	0.000	16.295	2.558		长4+5!1^(2_2)
地207-44	2359.250	97.039	62.080	64.000	36.000	17.016	265.214	0.000	0.010	0.000	0.100	99.900	0.000	17.296	2.540		长4+5!1^(2_2)
地207-44	2359.375	95.032	61.894	61.105	38.895	18.366	265.261	0.000	0.010	0.000	0.100	99.900	0.000	18.781	2.516		长4+5!1^(2_2)
地207-44	2359.500	94.571	61.694	60.139	39.861	19.767	268.093	0.000	0.010	0.000	0.100	99.900	0.000	20.150	2.487		长4+5!1^(2_3)
地207-44	2359.625	96.255	61.494	62.261	37.739	20.747	273.117	0.000	0.010	0.000	0.100	99.900	0.000	20.979	2.453		长4+5!1^(2_3)
地207-44	2359.750	97.691	61.313	65.167	34.833	21.308	272.890	0.000	0.010	0.000	0.100	99.900	0.000	21.435	2.421		长4+5!1^(2_3)
地207-44	2359.875	93.196	61.166	59.955	40.045	21.751	263.517	0.000	0.010	0.000	0.100	99.900	0.000	21.874	2.401		长4+5!1^(2_3)
地207-44	2360.000	84.285	61.057	49.317	50.683	22.268	247.858	0.000	0.010	0.000	0.100	99.900	0.000	22.421	2.404		长4+5!1^(2_3)
地207-44	2360.125	74.347	60.985	38.396	61.604	22.839	232.114	0.000	0.010	0.000	0.100	99.900	0.000	23.001	2.428		长4+5!1^(2_3)
地207-44	2360.250	67.071	60.952	31.017	68.983	23.195	222.018	0.000	0.010	0.000	0.100	99.900	0.000	23.271	2.467		长4+5!1^(2_3)
地207-44	2360.375	64.294	60.958	28.245	71.755	23.056	218.012	0.000	0.010	0.000	0.100	99.900	0.000	22.973	2.511		长4+5!1^(2_3)
地207-44	2360.500	64.527	61.015	28.398	71.602	22.482	218.090	0.000	0.010	0.000	0.100	99.900	0.000	22.291	2.548		长4+5!1^(2_3)
地207-44	2360.625	64.873	61.125	28.940	71.060	22.016	219.081	0.000	0.010	0.000	0.100	99.900	0.000	21.909	2.571		长4+5!1^(2_3)
地207-44	2360.750	63.245	61.270	27.440	72.560	21.994	219.302	0.000	0.010	0.000	0.100	99.900	0.000	22.027	2.577		长4+5!1^(2_3)
地207-44	2360.875	63.273	61.415	26.888	73.112	22.062	221.149	0.000	0.010	0.000	0.100	99.900	0.000	22.075	2.567		长4+5!1^(2_3)
地207-44	2361.000	68.968	61.537	31.299	68.701	21.451	228.053	0.000	0.010	0.000	0.100	99.900	0.000	21.209	2.546		长4+5!1^(2_3)
地207-44	2361.125	79.394	61.617	41.012	58.988	20.281	241.637	0.000	0.010	0.000	0.100	99.900	0.000	19.921	2.520		长4+5!1^(2_3)
地207-44	2361.250	91.984	61.648	55.500	44.500	19.242	259.559	0.000	0.010	0.000	0.100	99.900	0.000	18.979	2.494		长4+5!1^(2_3)
地207-44	2361.375	101.640	61.633	69.730	30.270	18.902	273.854	0.000	0.010	0.000	0.100	99.900	0.000	18.872	2.475		长4+5!1^(2_3)
地207-44	2361.500	102.535	61.570	72.345	27.655	19.263	277.477	0.000	0.010	0.000	0.100	99.900	0.000	19.415	2.471		长4+5!1^(2_3)
地207-44	2361.625	96.403	61.450	64.113	35.887	20.038	268.157	0.000	0.010	0.000	0.100	99.900	0.000	20.280	2.479		长4+5!1^(2_3)
地207-44	2361.750	88.806	61.274	53.618	46.382	20.712	252.773	0.000	0.010	0.000	0.100	99.900	0.000	20.880	2.487		长4+5!1^(2_3)
地207-44	2361.875	86.289	61.053	50.093	49.907	20.991	245.117	0.000	0.010	0.000	0.100	99.900	0.000	21.034	2.485		长4+5!1^(2_3)
地207-44	2362.000	87.604	60.798	51.194	48.806	21.023	250.018	0.000	0.010	0.000	0.100	99.900	0.000	21.019	2.463		长4+5!1^(2_3)
地207-44	2362.125	91.776	60.527	56.065	43.935	21.044	261.395	0.000	0.010	0.000	0.100	99.900	0.000	21.053	2.425		长4+5!1^(2_3)
地207-44	2362.250	96.908	60.298	62.659	37.341	20.943	269.745	0.000	0.010	0.000	0.100	99.900	0.000	20.900	2.381		长4+5!1^(2_3)
地207-44	2362.375	102.213	60.129	69.721	30.279	20.469	275.831	0.000	0.010	0.000	0.100	99.900	0.000	20.302	2.351		长4+5!1^(2_3)
地207-44	2362.500	108.470	59.933	79.702	20.298	19.521	283.897	0.000	0.010	0.000	0.100	99.900	0.000	19.218	2.344		长4+5!1^(2_3)
地207-44	2362.625	110.261	59.656	84.853	15.147	18.347	290.260	0.000	0.010	0.000	0.100	99.900	0.000	18.010	2.358		长4+5!1^(2_3)
地207-44	2362.750	100.912	59.273	71.385	28.615	17.261	283.399	0.000	0.010	0.000	0.100	99.900	0.000	16.970	2.384		长4+5!1^(2_3)
地207-44	2362.875	87.339	58.803	52.972	47.028	16.471	264.775	0.000	0.010	0.000	0.100	99.900	0.000	16.277	2.413		长4+5!1^(2_3)
地207-44	2363.000	77.885	58.237	40.983	59.017	15.961	248.210	0.000	0.010	0.000	0.100	99.900	0.000	15.839	2.432		长4+5!1^(2_3)
地207-44	2363.125	79.829	57.573	41.408	58.592	15.617	248.405	0.000	0.010	0.000	0.100	99.900	0.000	15.531	2.433		长4+5!1^(2_3)
地207-44	2363.250	92.848	56.830	56.511	43.489	15.262	268.093	0.000	0.010	0.000	0.100	99.900	0.000	15.157	2.417		长4+5!1^(2_3)
地207-44	2363.375	102.935	56.001	71.493	28.507	14.866	291.171	0.000	0.010	0.000	0.100	99.900	0.000	14.753	2.390		长4+5!1^(2_3)
地207-44	2363.500	104.559	55.122	75.055	24.945	14.703	306.461	0.000	0.010	0.000	0.100	99.900	0.000	14.683	2.363		长4+5!1^(2_3)
地207-44	2363.625	100.178	54.215	68.938	31.062	15.253	310.580	0.000	0.010	0.000	0.100	99.900	0.000	15.474	2.348		长4+5!1^(2_3)
地207-44	2363.750	94.148	53.303	61.044	38.956	16.502	303.599	0.000	0.010	0.000	0.100	99.900	0.000	16.901	2.352		长4+5!1^(2_3)
地207-44	2363.875	85.932	52.442	51.411	48.589	17.901	287.576	0.000	0.010	0.000	0.100	99.900	0.000	18.288	2.375		长4+5!1^(2_3)
地207-44	2364.000	74.409	51.753	25.371	74.629	18.803	265.053	2.649	10.113	14.324	15.495	48.166	0.385	19.003	2.408	差油层	长4+5!1^(2_3)
地207-44	2364.125	63.607	51.309	17.564	82.436	19.448	243.290	1.510	4.071	13.181	13.274	54.015	0.377	19.620	2.439	差油层	长4+5!1^(2_3)
地207-44	2364.250	56.942	51.075	13.583	86.417	20.435	230.946	1.129	2.299	12.588	11.974	57.295	0.362	20.750	2.465	差油层	长4+5!1^(2_3)
地207-44	2364.375	52.194	51.051	11.388	88.612	21.850	226.870	1.168	1.965	12.657	11.534	57.075	0.343	22.276	2.482	差油层	长4+5!1^(2_3)
地207-44	2364.500	49.719	51.288	10.447	89.553	22.660	226.229	1.283	1.946	12.848	11.471	56.666	0.337	22.809	2.493	差油层	长4+5!1^(2_3)
地207-44	2364.625	48.486	51.831	9.908	90.092	21.894	225.561	1.320	1.784	12.907	11.416	58.550	0.352	21.539	2.503	差油层	长4+5!1^(2_3)
地207-44	2364.750	49.866	52.686	10.017	89.983	20.242	224.074	1.140	1.520	12.608	11.279	61.784	0.376	19.740	2.516	差油层	长4+5!1^(2_3)
地207-44	2364.875	56.656	53.749	12.145	87.855	19.460	221.971	0.724	1.335	11.682	11.077	63.360	0.382	19.351	2.531	差油层	长4+5!1^(2_3)
地207-44	2365.000	63.759	54.893	14.714	85.286	20.588	219.959	0.454	1.287	10.734	10.859	61.753	0.360	21.067	2.546	差油层	长4+5!1^(2_3)
地207-44	2365.125	68.386	56.024	16.492	83.508	23.512	220.322	0.000	1.474	0.000	10.834	57.421	0.000	24.460	2.557	差油层	长4+5!1^(2_3)
地207-44	2365.250	73.936	57.082	19.244	80.756	25.445	225.642	0.000	2.025	0.000	11.313	53.880	0.000	25.827	2.565	差油层	长4+5!1^(2_3)
地207-44	2365.375	81.159	58.036	43.604	56.396	23.430	233.744	0.000	0.010	0.000	0.100	99.900	0.000	22.501	2.569		长4+5!1^(2_3)
地207-44	2365.500	87.777	58.864	51.331	48.669	18.889	240.758	0.000	0.010	0.000	0.100	99.900	0.000	17.489	2.571		长4+5!1^(2_3)
地207-44	2365.625	91.919	59.542	56.788	43.212	15.076	243.757	0.000	0.010	0.000	0.100	99.900	0.000	14.141	2.572		长4+5!1^(2_3)
地207-44	2365.750	93.462	60.063	58.621	41.379	12.950	243.449	0.000	0.010	0.000	0.100	99.900	0.000	12.489	2.572		长4+5!1^(2_3)
地207-44	2365.875	96.687	60.460	61.486	38.514	11.803	246.317	0.000	0.010	0.000	0.100	99.900	0.000	11.538	2.567		长4+5!1^(2_3)
地207-44	2366.000	108.291	60.767	76.669	23.331	10.571	258.969	0.000	0.010	0.000	0.100	99.900	0.000	10.197	2.555		长4+5!1^(2_3)
地207-44	2366.125	125.875	61.015	99.900	0.100	9.101	281.466	0.000	0.010	0.000	0.100	99.900	0.000	8.676	2.533		长4+5!2^(1_1)
地207-44	2366.250	136.884	61.234	99.900	0.100	8.194	301.345	0.000	0.010	0.000	0.100	99.900	0.000	8.008	2.502		长4+5!2^(1_1)
地207-44	2366.375	130.107	61.438	99.900	0.100	8.366	303.027	0.000	0.010	0.000	0.100	99.900	0.000	8.505	2.475		长4+5!2^(1_1)
地207-44	2366.500	110.264	61.634	99.900	0.100	9.593	284.540	0.000	0.010	0.000	0.100	99.900	0.000	10.015	2.465		长4+5!2^(1_1)
地207-44	2366.625	90.991	61.825	82.825	17.175	11.146	258.181	0.000	0.010	0.000	0.100	99.900	0.000	11.585	2.474		长4+5!2^(1_1)
地207-44	2366.750	83.167	62.013	66.357	33.643	12.173	240.805	0.000	0.010	0.000	0.100	99.900	0.000	12.401	2.500		长4+5!2^(1_1)
地207-44	2366.875	82.950	62.194	65.607	34.393	12.940	235.284	0.000	0.010	0.000	0.100	99.900	0.000	13.150	2.535		长4+5!2^(1_1)
地207-44	2367.000	84.187	62.361	68.036	31.964	14.642	236.256	0.000	0.010	0.000	0.100	99.900	0.000	15.221	2.564		长4+5!2^(1_1)
地207-44	2367.125	84.531	62.500	68.096	31.904	17.668	240.942	0.000	0.010	0.000	0.100	99.900	0.000	18.616	2.576		长4+5!2^(1_1)
地207-44	2367.250	87.190	62.605	72.837	27.163	20.337	252.246	0.000	0.010	0.000	0.100	99.900	0.000	21.003	2.572		长4+5!2^(1_1)
地207-44	2367.375	89.865	62.679	78.156	21.844	19.758	267.108	0.000	0.010	0.000	0.100	99.900	0.000	19.276	2.560		长4+5!2^(1_1)
地207-44	2367.500	91.180	62.728	81.286	18.714	17.717	276.402	0.000	0.010	0.000	0.100	99.900	0.000	17.112	2.546		长4+5!2^(1_1)
