井名	深度	GR	SP	SH	SS	IR4A	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	RT	DEN	解释结论	层位
地93-88	2326.375	100.648	72.114	40.872	59.128	17.120	232.396	0.000	0.010	0.000	0.100	99.900	0.000	17.098	2.645		长4+5!1^(2_2)
地93-88	2326.500	103.864	73.894	43.889	56.111	17.015	230.374	0.000	0.010	0.000	0.100	99.900	0.000	16.995	2.662		长4+5!1^(2_2)
地93-88	2326.625	105.545	75.720	45.484	54.516	16.904	227.384	0.000	0.010	0.000	0.100	99.900	0.000	16.873	2.674		长4+5!1^(2_2)
地93-88	2326.750	106.353	77.424	46.800	53.200	16.737	225.462	0.000	0.010	0.000	0.100	99.900	0.000	16.692	2.679		长4+5!1^(2_2)
地93-88	2326.875	107.821	78.908	49.383	50.617	16.502	226.398	0.000	0.010	0.000	0.100	99.900	0.000	16.443	2.680		长4+5!1^(2_2)
地93-88	2327.000	110.736	80.176	54.353	45.647	16.226	229.923	0.000	0.010	0.000	0.100	99.900	0.000	16.184	2.678		长4+5!1^(2_2)
地93-88	2327.125	115.755	81.249	59.594	40.406	16.061	233.814	0.000	0.010	0.000	0.100	99.900	0.000	16.060	2.671		长4+5!1^(2_2)
地93-88	2327.250	117.750	82.103	60.518	39.482	16.077	235.053	0.000	0.010	0.000	0.100	99.900	0.000	16.098	2.660		长4+5!1^(2_2)
地93-88	2327.375	116.377	82.719	58.895	41.105	16.165	232.712	0.000	0.010	0.000	0.100	99.900	0.000	16.171	2.645		长4+5!1^(2_2)
地93-88	2327.500	115.609	83.110	59.591	40.409	16.162	229.366	0.000	0.010	0.000	0.100	99.900	0.000	16.135	2.627		长4+5!1^(2_2)
地93-88	2327.625	117.956	83.317	63.392	36.608	16.028	228.981	0.000	0.010	0.000	0.100	99.900	0.000	16.002	2.606		长4+5!1^(2_2)
地93-88	2327.750	120.927	83.440	68.055	31.945	15.916	234.807	0.000	0.010	0.000	0.100	99.900	0.000	15.909	2.585		长4+5!1^(2_2)
地93-88	2327.875	124.107	83.564	73.871	26.129	15.913	246.001	0.000	0.010	0.000	0.100	99.900	0.000	15.941	2.564		长4+5!1^(2_2)
地93-88	2328.000	128.352	83.668	79.481	20.519	16.083	257.502	0.000	0.010	0.000	0.100	99.900	0.000	16.144	2.547		长4+5!1^(2_3)
地93-88	2328.125	130.331	83.708	80.230	19.770	16.377	264.587	0.000	0.010	0.000	0.100	99.900	0.000	16.429	2.539		长4+5!1^(2_3)
地93-88	2328.250	128.441	83.674	76.777	23.223	16.615	263.589	0.000	0.010	0.000	0.100	99.900	0.000	16.646	2.542		长4+5!1^(2_3)
地93-88	2328.375	126.258	83.531	73.659	26.341	16.751	255.135	0.000	0.010	0.000	0.100	99.900	0.000	16.763	2.557		长4+5!1^(2_3)
地93-88	2328.500	124.884	83.259	70.141	29.859	16.806	243.992	0.000	0.010	0.000	0.100	99.900	0.000	16.813	2.580		长4+5!1^(2_3)
地93-88	2328.625	121.475	82.861	52.013	47.987	16.837	234.425	0.050	0.800	6.237	4.795	83.719	0.430	16.840	2.609		长4+5!1^(2_3)
地93-88	2328.750	115.397	82.313	27.904	72.096	16.852	228.449	0.050	1.882	6.247	11.680	60.121	0.430	16.853	2.636	干层	长4+5!1^(2_3)
地93-88	2328.875	108.656	81.567	23.557	76.443	16.858	225.186	0.060	1.666	6.608	11.363	61.510	0.429	16.862	2.657	干层	长4+5!1^(2_3)
地93-88	2329.000	101.687	80.647	19.404	80.596	16.873	222.911	0.076	1.528	7.096	11.142	62.512	0.428	16.874	2.671	干层	长4+5!1^(2_3)
地93-88	2329.125	93.316	79.614	15.420	84.580	16.862	221.128	0.106	1.426	7.781	10.970	63.392	0.428	16.848	2.677	干层	长4+5!1^(2_3)
地93-88	2329.250	85.470	78.540	12.359	87.641	16.775	219.507	0.146	1.339	8.428	10.812	64.368	0.430	16.744	2.678	干层	长4+5!1^(2_3)
地93-88	2329.375	79.935	77.505	10.497	89.503	16.605	218.047	0.180	1.263	8.852	10.671	65.451	0.433	16.559	2.674	干层	长4+5!1^(2_3)
地93-88	2329.500	77.022	76.562	9.947	90.053	16.376	217.261	0.201	1.223	9.073	10.594	66.305	0.437	16.330	2.666	干层	长4+5!1^(2_3)
地93-88	2329.625	78.119	75.778	10.761	89.239	16.152	217.570	0.193	1.239	8.991	10.624	66.598	0.441	16.110	2.657	干层	长4+5!1^(2_3)
地93-88	2329.750	81.735	75.239	12.053	87.947	15.953	218.605	0.169	1.291	8.723	10.725	66.458	0.446	15.923	2.646	干层	长4+5!1^(2_3)
地93-88	2329.875	84.179	75.007	12.508	87.492	15.821	219.680	0.158	1.347	8.581	10.829	66.154	0.448	15.809	2.635	干层	长4+5!1^(2_3)
地93-88	2330.000	82.839	75.072	11.960	88.040	15.775	220.380	0.175	1.385	8.793	10.897	65.877	0.449	15.775	2.624	干层	长4+5!1^(2_3)
地93-88	2330.125	81.020	75.397	12.125	87.875	15.757	221.189	0.000	1.430	0.000	10.975	65.555	0.000	15.739	2.613	干层	长4+5!1^(2_3)
地93-88	2330.250	84.318	75.917	20.373	79.627	15.648	225.416	0.000	0.889	0.000	6.670	79.128	0.000	15.611	2.601		长4+5!1^(2_3)
地93-88	2330.375	93.135	76.561	37.403	62.597	15.462	236.872	0.000	0.010	0.000	0.100	99.900	0.000	15.427	2.592		长4+5!1^(2_3)
地93-88	2330.500	106.559	77.250	54.223	45.777	15.324	253.096	0.000	0.010	0.000	0.100	99.900	0.000	15.326	2.587		长4+5!1^(2_3)
地93-88	2330.625	120.921	77.921	71.244	28.756	15.388	265.685	0.000	0.010	0.000	0.100	99.900	0.000	15.444	2.592		长4+5!1^(2_3)
地93-88	2330.750	128.887	78.527	78.480	21.520	15.657	265.054	0.000	0.010	0.000	0.100	99.900	0.000	15.702	2.606		长4+5!1^(2_3)
地93-88	2330.875	128.098	79.068	73.937	26.063	15.842	250.365	0.000	0.010	0.000	0.100	99.900	0.000	15.848	2.627		长4+5!1^(2_3)
地93-88	2331.000	122.409	79.570	66.579	33.421	15.839	231.522	0.000	0.010	0.000	0.100	99.900	0.000	15.811	2.648		长4+5!1^(2_3)
地93-88	2331.125	119.517	80.013	64.522	35.478	15.682	217.824	0.000	0.010	0.000	0.100	99.900	0.000	15.635	2.663		长4+5!1^(2_3)
地93-88	2331.250	120.508	80.425	66.670	33.330	15.437	213.842	0.000	0.010	0.000	0.100	99.900	0.000	15.377	2.670		长4+5!1^(2_3)
地93-88	2331.375	122.531	80.839	69.990	30.010	15.136	217.670	0.000	0.010	0.000	0.100	99.900	0.000	15.071	2.672		长4+5!1^(2_3)
地93-88	2331.500	124.792	81.244	74.437	25.563	14.808	224.627	0.000	0.010	0.000	0.100	99.900	0.000	14.737	2.671		长4+5!1^(2_3)
地93-88	2331.625	128.209	81.621	81.164	18.836	14.480	233.119	0.000	0.010	0.000	0.100	99.900	0.000	14.436	2.664		长4+5!1^(2_3)
地93-88	2331.750	132.861	81.951	89.779	10.221	14.305	243.232	0.000	0.010	0.000	0.100	99.900	0.000	14.306	2.652		长4+5!1^(2_3)
地93-88	2331.875	137.652	82.173	96.618	3.382	14.337	254.304	0.000	0.010	0.000	0.100	99.900	0.000	14.365	2.634		长4+5!1^(2_3)
地93-88	2332.000	139.337	82.239	96.975	3.025	14.459	264.542	0.000	0.010	0.000	0.100	99.900	0.000	14.470	2.611		长4+5!1^(2_3)
地93-88	2332.125	137.252	82.183	94.855	5.145	14.482	274.002	0.000	0.010	0.000	0.100	99.900	0.000	14.460	2.585		长4+5!1^(2_3)
地93-88	2332.250	137.733	81.983	97.217	2.783	14.390	283.775	0.000	0.010	0.000	0.100	99.900	0.000	14.382	2.561		长4+5!1^(2_3)
地93-88	2332.375	143.258	81.616	99.900	0.100	14.400	292.323	0.000	0.010	0.000	0.100	99.900	0.000	14.441	2.544		长4+5!1^(2_3)
地93-88	2332.500	149.754	81.144	99.900	0.100	14.643	294.153	0.000	0.010	0.000	0.100	99.900	0.000	14.725	2.538		长4+5!1^(2_3)
地93-88	2332.625	142.733	80.603	87.416	12.584	15.050	284.158	0.000	0.010	0.000	0.100	99.900	0.000	15.133	2.547		长4+5!1^(2_3)
地93-88	2332.750	122.642	79.991	57.378	42.622	15.442	263.762	0.000	0.010	0.000	0.100	99.900	0.000	15.502	2.568		长4+5!1^(2_3)
地93-88	2332.875	101.536	79.340	30.985	69.015	15.724	241.697	0.200	0.811	9.069	4.809	84.361	0.449	15.768	2.595		长4+5!1^(2_3)
地93-88	2333.000	91.617	78.685	16.756	83.244	15.936	226.377	0.152	1.762	8.505	11.479	62.731	0.445	15.974	2.621	干层	长4+5!1^(2_3)
地93-88	2333.125	92.952	78.017	16.077	83.923	16.125	219.120	0.098	1.320	7.610	10.775	65.716	0.442	16.162	2.640	干层	长4+5!1^(2_3)
地93-88	2333.250	91.014	77.348	14.223	85.777	16.311	216.640	0.095	1.193	7.553	10.534	66.586	0.438	16.350	2.649	干层	长4+5!1^(2_3)
地93-88	2333.375	84.433	76.653	11.714	88.286	16.502	215.730	0.127	1.150	8.143	10.446	66.672	0.434	16.540	2.650	干层	长4+5!1^(2_3)
地93-88	2333.500	79.419	75.914	10.557	89.443	16.692	215.413	0.162	1.135	8.631	10.415	66.454	0.430	16.732	2.643	干层	长4+5!1^(2_3)
地93-88	2333.625	79.629	75.157	11.098	88.902	16.895	215.639	0.162	1.146	8.633	10.437	65.931	0.426	16.939	2.629	干层	长4+5!1^(2_3)
地93-88	2333.750	82.736	74.390	12.698	87.302	17.114	216.280	0.143	1.176	8.376	10.499	65.176	0.422	17.161	2.611	干层	长4+5!1^(2_3)
地93-88	2333.875	87.873	73.573	15.084	84.916	17.318	217.210	0.115	1.221	7.939	10.589	64.382	0.419	17.334	2.588	干层	长4+5!1^(2_3)
地93-88	2334.000	93.879	72.653	17.618	82.382	17.328	219.664	0.000	1.350	0.000	10.827	63.312	0.000	17.273	2.563	干层	长4+5!1^(2_3)
地93-88	2334.125	97.668	71.586	28.100	71.900	16.966	227.352	0.000	0.901	0.000	6.689	77.372	0.000	16.823	2.537		长4+5!1^(2_3)
地93-88	2334.250	102.751	70.365	47.000	53.000	16.289	243.382	0.000	0.010	0.000	0.100	99.900	0.000	16.182	2.515		长4+5!1^(2_3)
地93-88	2334.375	113.126	69.052	60.278	39.722	15.839	263.496	0.000	0.010	0.000	0.100	99.900	0.000	15.813	2.499		长4+5!1^(2_3)
地93-88	2334.500	122.485	67.684	66.298	33.702	15.796	276.645	0.000	0.010	0.000	0.100	99.900	0.000	15.854	2.491		长4+5!1^(2_3)
地93-88	2334.625	118.926	66.270	49.073	50.927	16.093	276.264	0.483	2.834	10.861	6.378	78.848	0.438	16.161	2.490		长4+5!1^(2_3)
地93-88	2334.750	104.261	64.857	24.121	75.879	16.414	263.884	0.543	5.970	11.097	15.117	49.020	0.432	16.466	2.493	差油层	长4+5!1^(2_3)
地93-88	2334.875	89.229	63.513	16.138	83.862	16.655	248.849	0.542	3.789	11.094	13.658	52.997	0.428	16.690	2.497	差油层	长4+5!1^(2_3)
地93-88	2335.000	80.774	62.319	12.404	87.596	16.820	239.942	0.529	2.812	11.046	12.794	55.682	0.425	16.845	2.500	差油层	长4+5!1^(2_3)
地93-88	2335.125	76.489	61.338	10.518	89.482	16.944	237.456	0.580	2.581	11.233	12.553	56.366	0.422	16.969	2.502	差油层	长4+5!1^(2_3)
地93-88	2335.250	72.037	60.586	8.933	91.067	17.071	238.075	0.752	2.636	11.760	12.613	55.926	0.419	17.100	2.503	差油层	长4+5!1^(2_3)
地93-88	2335.375	67.457	60.031	7.736	92.264	17.209	238.855	0.989	2.706	12.318	12.689	55.424	0.416	17.235	2.506	差油层	长4+5!1^(2_3)
地93-88	2335.500	65.271	59.660	7.448	92.552	17.336	238.907	1.109	2.711	12.551	12.694	55.207	0.414	17.360	2.511	差油层	长4+5!1^(2_3)
地93-88	2335.625	66.375	59.529	7.862	92.138	17.443	238.490	1.026	2.673	12.392	12.654	55.203	0.412	17.456	2.517	差油层	长4+5!1^(2_3)
地93-88	2335.750	68.028	59.677	8.223	91.777	17.508	237.097	0.878	2.551	12.075	12.519	55.603	0.411	17.522	2.526	差油层	长4+5!1^(2_3)
地93-88	2335.875	68.950	60.112	8.123	91.877	17.583	233.972	0.714	2.293	11.654	12.215	56.640	0.410	17.604	2.536	差油层	长4+5!1^(2_3)
地93-88	2336.000	68.477	60.811	7.443	92.557	17.689	229.600	0.584	1.965	11.248	11.791	58.181	0.409	17.712	2.547	差油层	长4+5!1^(2_3)
地93-88	2336.125	66.420	61.811	6.471	93.529	17.781	224.734	0.506	1.642	10.955	11.319	60.110	0.408	17.781	2.556	差油层	长4+5!1^(2_3)
地93-88	2336.250	64.611	63.138	5.951	94.049	17.751	220.269	0.442	1.382	10.678	10.886	62.218	0.409	17.723	2.561	差油层	长4+5!1^(2_3)
地93-88	2336.375	65.591	64.741	6.640	93.360	17.595	217.166	0.358	1.220	10.252	10.585	64.010	0.413	17.551	2.558	差油层	长4+5!1^(2_3)
地93-88	2336.500	71.094	66.492	9.007	90.993	17.350	216.042	0.255	1.164	9.563	10.476	65.071	0.418	17.280	2.545	差油层	长4+5!1^(2_3)
地93-88	2336.625	80.729	68.291	13.674	86.326	16.893	217.466	0.000	1.236	0.000	10.614	65.453	0.000	16.713	2.518	差油层	长4+5!1^(2_3)
地93-88	2336.750	95.359	70.076	33.429	66.571	15.902	223.571	0.000	0.803	0.000	6.517	79.296	0.000	15.626	2.484		长4+5!1^(2_3)
地93-88	2336.875	114.865	71.787	71.049	28.951	14.528	236.851	0.000	0.010	0.000	0.100	99.900	0.000	14.251	2.449		长4+5!1^(2_3)
地93-88	2337.000	135.876	73.323	95.039	4.961	13.203	255.622	0.000	0.010	0.000	0.100	99.900	0.000	12.978	2.430		长4+5!1^(2_3)
地93-88	2337.125	147.710	74.601	99.900	0.100	12.198	274.420	0.000	0.010	0.000	0.100	99.900	0.000	12.089	2.413		长4+5!2^(1_1)
地93-88	2337.250	147.928	75.638	99.900	0.100	11.711	287.315	0.000	0.010	0.000	0.100	99.900	0.000	11.658	2.414		长4+5!2^(1_1)
地93-88	2337.375	141.503	76.529	96.409	3.591	11.499	292.862	0.000	0.010	0.000	0.100	99.900	0.000	11.498	2.433		长4+5!2^(1_1)
地93-88	2337.500	135.557	77.335	88.611	11.389	11.562	293.005	0.000	0.010	0.000	0.100	99.900	0.000	11.628	2.466		长4+5!2^(1_1)
地93-88	2337.625	132.123	78.025	81.178	18.822	11.937	287.982	0.000	0.010	0.000	0.100	99.900	0.000	12.048	2.507		长4+5!2^(1_1)
地93-88	2337.750	127.001	78.589	70.902	29.098	12.458	274.754	0.000	0.010	0.000	0.100	99.900	0.000	12.536	2.549		长4+5!2^(1_1)
地93-88	2337.875	119.273	79.069	58.478	41.522	12.799	254.763	0.000	0.010	0.000	0.100	99.900	0.000	12.828	2.586		长4+5!2^(1_1)
地93-88	2338.000	110.162	79.541	47.885	52.115	12.888	237.305	0.000	0.010	0.000	0.100	99.900	0.000	12.862	2.616		长4+5!2^(1_1)
地93-88	2338.125	104.142	80.017	43.617	56.383	12.715	229.116	0.000	0.010	0.000	0.100	99.900	0.000	12.649	2.638		长4+5!2^(1_1)
地93-88	2338.250	104.568	80.429	46.827	53.173	12.388	230.904	0.000	0.010	0.000	0.100	99.900	0.000	12.325	2.653		长4+5!2^(1_1)
地93-88	2338.375	110.401	80.716	53.483	46.517	12.103	237.134	0.000	0.010	0.000	0.100	99.900	0.000	12.067	2.660		长4+5!2^(1_1)
地93-88	2338.500	114.672	80.901	56.090	43.910	11.971	241.867	0.000	0.010	0.000	0.100	99.900	0.000	11.983	2.658		长4+5!2^(1_1)
地93-88	2338.625	113.147	81.005	53.289	46.711	12.056	243.586	0.000	0.010	0.000	0.100	99.900	0.000	12.094	2.643		长4+5!2^(1_1)
地93-88	2338.750	110.243	81.053	50.349	49.651	12.204	241.934	0.000	0.010	0.000	0.100	99.900	0.000	12.204	2.620		长4+5!2^(1_1)
地93-88	2338.875	109.025	81.081	50.747	49.253	12.161	239.004	0.000	0.010	0.000	0.100	99.900	0.000	12.120	2.592		长4+5!2^(1_1)
地93-88	2339.000	111.594	81.094	57.479	42.521	11.952	241.317	0.000	0.010	0.000	0.100	99.900	0.000	11.905	2.565		长4+5!2^(1_1)
地93-88	2339.125	119.942	81.085	74.435	25.565	11.730	253.123	0.000	0.010	0.000	0.100	99.900	0.000	11.696	2.543		长4+5!2^(1_1)
地93-88	2339.250	134.527	81.109	93.497	6.503	11.598	271.297	0.000	0.010	0.000	0.100	99.900	0.000	11.603	2.527		长4+5!2^(1_1)
地93-88	2339.375	152.718	81.197	99.900	0.100	11.643	288.104	0.000	0.010	0.000	0.100	99.900	0.000	11.667	2.514		长4+5!2^(1_1)
地93-88	2339.500	168.275	81.320	99.900	0.100	11.792	299.572	0.000	0.010	0.000	0.100	99.900	0.000	11.847	2.500		长4+5!2^(1_1)
地93-88	2339.625	173.708	81.478	99.900	0.100	12.098	307.135	0.000	0.010	0.000	0.100	99.900	0.000	12.185	2.482		长4+5!2^(1_1)
地93-88	2339.750	170.877	81.635	99.900	0.100	12.515	312.011	0.000	0.010	0.000	0.100	99.900	0.000	12.586	2.461		长4+5!2^(1_1)
地93-88	2339.875	163.955	81.727	99.900	0.100	12.790	313.692	0.000	0.010	0.000	0.100	99.900	0.000	12.783	2.439		长4+5!2^(1_1)
地93-88	2340.000	156.768	81.772	99.900	0.100	12.672	311.841	0.000	0.010	0.000	0.100	99.900	0.000	12.580	2.420		长4+5!2^(1_1)
地93-88	2340.125	150.045	81.794	99.900	0.100	12.194	307.129	0.000	0.010	0.000	0.100	99.900	0.000	12.079	2.409		长4+5!2^(1_1)
地93-88	2340.250	141.521	81.744	92.845	7.155	11.647	300.726	0.000	0.010	0.000	0.100	99.900	0.000	11.557	2.407		长4+5!2^(1_1)
地93-88	2340.375	130.742	81.613	75.365	24.635	11.248	293.549	0.000	0.010	0.000	0.100	99.900	0.000	11.209	2.415		长4+5!2^(1_1)
地93-88	2340.500	120.239	81.461	62.806	37.194	11.103	285.301	0.000	0.010	0.000	0.100	99.900	0.000	11.115	2.434		长4+5!2^(1_1)
地93-88	2340.625	116.499	81.286	60.820	39.180	11.200	277.048	0.000	0.010	0.000	0.100	99.900	0.000	11.251	2.464		长4+5!2^(1_1)
地93-88	2340.750	118.756	81.036	65.753	34.247	11.451	272.481	0.000	0.010	0.000	0.100	99.900	0.000	11.500	2.499		长4+5!2^(1_1)
地93-88	2340.875	123.572	80.682	72.503	27.497	11.717	275.055	0.000	0.010	0.000	0.100	99.900	0.000	11.785	2.535		长4+5!2^(1_1)
地93-88	2341.000	127.096	80.230	74.917	25.083	12.089	281.071	0.000	0.010	0.000	0.100	99.900	0.000	12.190	2.569		长4+5!2^(1_1)
地93-88	2341.125	125.521	79.707	69.426	30.574	12.614	282.506	0.000	0.010	0.000	0.100	99.900	0.000	12.737	2.596		长4+5!2^(1_1)
地93-88	2341.250	119.272	79.162	50.548	49.452	13.195	274.247	0.428	2.462	10.615	6.179	81.289	0.508	13.286	2.618		长4+5!2^(1_1)
地93-88	2341.375	109.968	78.604	28.336	71.664	13.612	259.808	0.329	5.286	10.079	14.721	54.986	0.498	13.669	2.634	干层	长4+5!2^(1_1)
地93-88	2341.500	101.710	77.995	22.795	77.205	13.870	247.288	0.264	3.592	9.633	13.507	58.597	0.492	13.899	2.648	干层	长4+5!2^(1_1)
地93-88	2341.625	96.963	77.310	19.609	80.391	14.017	239.175	0.223	2.745	9.282	12.720	61.289	0.489	14.046	2.661	干层	长4+5!2^(1_1)
地93-88	2341.750	93.041	76.556	16.744	83.256	14.169	232.822	0.196	2.211	9.028	12.104	63.565	0.485	14.206	2.672	干层	长4+5!2^(1_1)
地93-88	2341.875	87.129	75.740	13.091	86.909	14.347	224.824	0.176	1.661	8.810	11.328	66.850	0.481	14.380	2.680	干层	长4+5!2^(1_1)
地93-88	2342.000	78.899	74.866	9.362	90.638	14.497	215.695	0.168	0.797	8.715	10.443	71.279	0.478	14.514	2.683	干层	长4+5!2^(1_1)
地93-88	2342.125	71.775	73.962	6.759	93.241	14.552	208.197	0.165	0.010	8.675	9.715	75.651	0.477	14.537	2.679	干层	长4+5!2^(1_1)
地93-88	2342.250	67.483	73.096	5.358	94.642	14.455	204.198	0.168	0.010	8.704	9.327	78.584	0.480	14.417	2.671	干层	长4+5!2^(1_1)
地93-88	2342.375	64.932	72.367	4.487	95.513	14.269	203.637	0.186	0.010	8.911	9.273	79.474	0.484	14.234	2.658	干层	长4+5!2^(1_1)
地93-88	2342.500	61.737	71.891	3.720	96.280	14.100	205.378	0.239	0.010	9.425	9.442	78.733	0.488	14.070	2.643	干层	长4+5!2^(1_1)
地93-88	2342.625	58.944	71.762	3.568	96.432	13.971	208.342	0.321	0.010	10.025	9.729	77.075	0.490	13.960	2.625	干层	长4+5!2^(1_1)
地93-88	2342.750	60.211	72.002	4.976	95.024	13.912	212.699	0.000	0.474	0.000	10.152	74.552	0.000	13.896	2.607	干层	长4+5!2^(1_1)
地93-88	2342.875	67.872	72.583	12.689	87.311	13.832	220.156	0.000	0.705	0.000	6.326	83.554	0.000	13.814	2.588		长4+5!2^(1_1)
地93-88	2343.000	82.712	73.417	29.696	70.304	13.749	232.220	0.000	0.010	0.000	0.100	99.900	0.000	13.734	2.569		长4+5!2^(1_1)
地93-88	2343.125	102.472	74.400	50.631	49.369	13.692	247.365	0.000	0.010	0.000	0.100	99.900	0.000	13.692	2.551		长4+5!2^(1_1)
地93-88	2343.250	119.806	75.441	69.380	30.620	13.726	259.373	0.000	0.010	0.000	0.100	99.900	0.000	13.757	2.536		长4+5!2^(1_1)
地93-88	2343.375	127.649	76.476	75.218	24.782	13.882	262.352	0.000	0.010	0.000	0.100	99.900	0.000	13.915	2.521		长4+5!2^(1_1)
地93-88	2343.500	125.124	77.400	67.345	32.655	14.032	257.024	0.000	0.010	0.000	0.100	99.900	0.000	14.050	2.506		长4+5!2^(1_1)
地93-88	2343.625	116.377	78.137	55.440	44.560	14.100	248.596	0.000	0.010	0.000	0.100	99.900	0.000	14.096	2.490		长4+5!2^(1_1)
地93-88	2343.750	109.185	78.697	49.151	50.849	14.048	242.585	0.000	0.010	0.000	0.100	99.900	0.000	14.012	2.476		长4+5!2^(1_1)
地93-88	2343.875	108.274	79.112	51.573	48.427	13.789	243.106	0.000	0.010	0.000	0.100	99.900	0.000	13.671	2.470		长4+5!2^(1_1)
地93-88	2344.000	114.173	79.438	62.624	37.376	13.115	252.226	0.000	0.010	0.000	0.100	99.900	0.000	12.907	2.477		长4+5!2^(1_1)
地93-88	2344.125	124.812	79.745	78.782	21.218	12.046	269.275	0.000	0.010	0.000	0.100	99.900	0.000	11.800	2.503		长4+5!2^(1_1)
地93-88	2344.250	134.229	80.070	91.901	8.099	10.941	286.768	0.000	0.010	0.000	0.100	99.900	0.000	10.812	2.543		长4+5!2^(1_1)
地93-88	2344.375	138.402	80.384	93.682	6.318	10.448	293.162	0.000	0.010	0.000	0.100	99.900	0.000	10.465	2.589		长4+5!2^(1_2)
地93-88	2344.500	134.451	80.681	80.707	19.293	10.647	283.283	0.000	0.010	0.000	0.100	99.900	0.000	10.778	2.632		长4+5!2^(1_2)
地93-88	2344.625	122.294	80.963	61.035	38.965	11.312	261.667	0.000	0.010	0.000	0.100	99.900	0.000	11.457	2.663		长4+5!2^(1_2)
地93-88	2344.750	109.755	81.220	46.632	53.368	12.021	239.643	0.000	0.010	0.000	0.100	99.900	0.000	12.154	2.679		长4+5!2^(1_2)
地93-88	2344.875	102.129	81.452	39.627	60.373	12.658	226.500	0.000	0.010	0.000	0.100	99.900	0.000	12.769	2.684		长4+5!2^(1_2)
地93-88	2345.000	98.903	81.665	36.479	63.521	13.195	222.216	0.000	0.010	0.000	0.100	99.900	0.000	13.294	2.683		长4+5!2^(1_2)
地93-88	2345.125	96.607	81.810	34.232	65.768	13.653	222.177	0.000	0.010	0.000	0.100	99.900	0.000	13.718	2.678		长4+5!2^(1_2)
地93-88	2345.250	94.748	81.836	33.001	66.999	13.954	223.035	0.000	0.010	0.000	0.100	99.900	0.000	13.995	2.671		长4+5!2^(1_2)
地93-88	2345.375	94.567	81.753	33.350	66.650	14.156	224.858	0.000	0.010	0.000	0.100	99.900	0.000	14.195	2.661		长4+5!2^(1_2)
地93-88	2345.500	95.683	81.559	34.681	65.319	14.343	228.034	0.000	0.010	0.000	0.100	99.900	0.000	14.372	2.651		长4+5!2^(1_2)
地93-88	2345.625	97.210	81.248	36.590	63.410	14.433	231.830	0.000	0.010	0.000	0.100	99.900	0.000	14.406	2.644		长4+5!2^(1_2)
地93-88	2345.750	99.402	80.833	39.944	60.056	14.249	235.212	0.000	0.010	0.000	0.100	99.900	0.000	14.173	2.642		长4+5!2^(1_2)
地93-88	2345.875	103.653	80.310	46.771	53.229	13.889	238.635	0.000	0.010	0.000	0.100	99.900	0.000	13.830	2.644		长4+5!2^(1_2)
地93-88	2346.000	111.527	79.634	58.823	41.177	13.661	243.274	0.000	0.010	0.000	0.100	99.900	0.000	13.665	2.649		长4+5!2^(1_2)
地93-88	2346.125	122.215	78.795	71.655	28.345	13.738	248.067	0.000	0.010	0.000	0.100	99.900	0.000	13.801	2.654		长4+5!2^(1_2)
地93-88	2346.250	127.739	77.815	60.562	39.438	14.052	248.880	0.076	1.413	7.091	5.451	83.058	0.490	14.119	2.658		长4+5!2^(1_2)
地93-88	2346.375	120.964	76.710	30.962	69.038	14.389	243.685	0.082	3.193	7.255	13.158	58.719	0.481	14.460	2.657	干层	长4+5!2^(1_2)
地93-88	2346.500	103.162	75.529	19.833	80.167	14.748	235.380	0.133	2.424	8.241	12.352	61.180	0.471	14.826	2.653	干层	长4+5!2^(1_2)
地93-88	2346.625	85.480	74.293	12.429	87.571	15.149	227.090	0.216	1.800	9.217	11.548	63.856	0.460	15.242	2.645	干层	长4+5!2^(1_2)
地93-88	2346.750	76.000	73.041	9.400	90.600	15.587	220.787	0.253	1.411	9.547	10.936	65.942	0.450	15.656	2.635	干层	长4+5!2^(1_2)
地93-88	2346.875	73.982	71.869	8.898	91.102	15.885	217.147	0.233	1.219	9.377	10.583	67.240	0.445	15.909	2.626	干层	长4+5!2^(1_2)
地93-88	2347.000	75.426	70.874	9.325	90.675	15.978	216.022	0.205	1.164	9.110	10.474	67.681	0.444	15.977	2.617	干层	长4+5!2^(1_2)
地93-88	2347.125	76.858	70.079	9.790	90.210	15.965	217.150	0.201	1.219	9.079	10.584	67.138	0.445	15.957	2.610	干层	长4+5!2^(1_2)
地93-88	2347.250	77.344	69.451	9.778	90.222	15.928	219.287	0.219	1.327	9.251	10.791	66.115	0.445	15.924	2.604	干层	长4+5!2^(1_2)
地93-88	2347.375	75.402	68.995	8.924	91.076	15.904	220.644	0.259	1.399	9.594	10.923	65.493	0.445	15.897	2.599	干层	长4+5!2^(1_2)
地93-88	2347.500	71.585	68.762	7.544	92.456	15.865	220.428	0.312	1.388	9.969	10.902	65.696	0.446	15.851	2.597	干层	长4+5!2^(1_2)
地93-88	2347.625	67.323	68.833	6.349	93.651	15.773	219.089	0.362	1.317	10.272	10.772	66.612	0.448	15.735	2.599	干层	长4+5!2^(1_2)
地93-88	2347.750	65.289	69.272	6.145	93.855	15.559	217.923	0.378	1.256	10.363	10.659	67.720	0.453	15.497	2.603	干层	长4+5!2^(1_2)
地93-88	2347.875	67.346	70.057	7.556	92.444	15.226	218.142	0.345	1.268	10.171	10.680	68.402	0.461	15.139	2.608	干层	长4+5!2^(1_2)
