井名	深度	GR	SP	SH	SS	IR4A	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	RT	DEN	解释结论	层位
地93-88	2369.625	79.762	54.466	11.956	88.044	45.457	224.476	0.253	1.622	9.540	11.294	37.675	0.203	45.407	2.540	油层	长4+5!2^(2_2)
地93-88	2369.750	83.408	54.004	13.129	86.871	45.241	222.435	0.189	1.501	8.948	11.096	38.320	0.204	45.222	2.538	油层	长4+5!2^(2_2)
地93-88	2369.875	86.355	53.568	13.871	86.129	45.167	220.456	0.147	1.390	8.435	10.904	38.911	0.205	45.167	2.531	油层	长4+5!2^(2_2)
地93-88	2370.000	87.493	53.139	13.700	86.300	45.155	218.983	0.128	1.311	8.163	10.761	39.357	0.205	45.141	2.518	油层	长4+5!2^(2_2)
地93-88	2370.125	85.527	52.676	12.759	87.241	45.034	218.745	0.140	1.298	8.343	10.738	39.504	0.205	44.967	2.501	油层	长4+5!2^(2_2)
地93-88	2370.250	82.857	52.157	12.032	87.968	44.689	220.561	0.176	1.397	8.810	10.915	39.127	0.206	44.608	2.484	油层	长4+5!2^(2_2)
地93-88	2370.375	81.363	51.670	11.695	88.305	44.304	224.220	0.230	1.609	9.347	11.269	38.245	0.207	44.241	2.471	油层	长4+5!2^(2_2)
地93-88	2370.500	79.519	51.324	11.032	88.968	43.973	228.141	0.309	1.861	9.947	11.650	37.333	0.208	43.893	2.463	油层	长4+5!2^(2_2)
地93-88	2370.625	75.869	51.114	9.763	90.237	43.525	230.843	0.427	2.050	10.608	11.912	36.843	0.210	43.397	2.462	油层	长4+5!2^(2_2)
地93-88	2370.750	71.344	51.023	8.430	91.570	42.853	231.672	0.561	2.111	11.165	11.992	36.937	0.212	42.689	2.465	油层	长4+5!2^(2_2)
地93-88	2370.875	68.313	51.083	7.675	92.325	42.035	231.310	0.643	2.084	11.443	11.957	37.391	0.215	41.868	2.470	油层	长4+5!2^(2_2)
地93-88	2371.000	67.531	51.324	7.474	92.526	41.200	231.018	0.660	2.062	11.494	11.929	37.846	0.218	41.029	2.475	油层	长4+5!2^(2_2)
地93-88	2371.125	67.360	51.759	7.175	92.825	40.356	231.282	0.674	2.082	11.539	11.954	38.170	0.222	40.190	2.477	油层	长4+5!2^(2_2)
地93-88	2371.250	65.195	52.357	6.347	93.653	39.509	231.709	0.770	2.113	11.809	11.996	38.478	0.225	39.320	2.477	油层	长4+5!2^(2_2)
地93-88	2371.375	61.771	53.027	5.477	94.523	38.535	231.461	0.906	2.095	12.139	11.972	39.050	0.229	38.311	2.476	油层	长4+5!2^(2_2)
地93-88	2371.500	60.079	53.674	5.272	94.728	37.327	229.827	0.908	1.977	12.145	11.813	40.190	0.235	37.008	2.475	油层	长4+5!2^(2_2)
地93-88	2371.625	61.804	54.277	5.772	94.228	35.676	226.960	0.718	1.781	11.667	11.535	42.002	0.244	35.290	2.475	油层	长4+5!2^(2_2)
地93-88	2371.750	64.803	54.872	6.456	93.544	33.726	224.686	0.548	1.634	11.118	11.315	43.935	0.255	33.310	2.477	油层	长4+5!2^(2_2)
地93-88	2371.875	66.956	55.480	6.934	93.066	31.689	225.159	0.503	1.665	10.943	11.361	45.161	0.267	31.304	2.480	油层	长4+5!2^(2_2)
地93-88	2372.000	67.206	56.099	6.862	93.138	29.861	227.945	0.573	1.847	11.207	11.631	45.557	0.279	29.562	2.485	油层	长4+5!2^(2_2)
地93-88	2372.125	64.796	56.735	6.409	93.591	28.436	230.912	0.754	2.055	11.767	11.919	45.689	0.289	28.199	2.492	油层	长4+5!2^(2_2)
地93-88	2372.250	63.320	57.414	6.770	93.230	27.308	232.248	0.871	2.154	12.060	12.048	46.161	0.297	27.123	2.500	油层	长4+5!2^(2_2)
地93-88	2372.375	67.572	58.151	8.930	91.070	26.418	231.751	0.683	2.117	11.566	12.000	47.073	0.304	26.262	2.509	油层	长4+5!2^(2_2)
地93-88	2372.500	77.185	58.962	12.262	87.738	25.670	230.161	0.385	2.000	10.400	11.846	48.255	0.312	25.543	2.520	油层	长4+5!2^(2_2)
地93-88	2372.625	85.959	59.917	14.855	85.145	25.067	227.891	0.219	1.843	9.251	11.626	49.587	0.318	24.968	2.533	油层	长4+5!2^(2_2)
地93-88	2372.750	89.898	61.070	15.474	84.526	24.584	224.833	0.153	1.646	8.522	11.329	51.175	0.323	24.494	2.548	油层	长4+5!2^(2_2)
地93-88	2372.875	89.198	62.410	14.157	85.843	24.149	220.642	0.128	1.404	8.159	10.922	53.246	0.328	24.073	2.565	油层	长4+5!2^(2_2)
地93-88	2373.000	84.713	63.878	11.646	88.354	23.790	215.649	0.125	1.151	8.105	10.438	55.720	0.331	23.735	2.582	油层	长4+5!2^(2_2)
地93-88	2373.125	78.501	65.432	9.106	90.894	23.520	210.651	0.000	0.608	0.000	9.953	58.325	0.000	23.471	2.597	油层	长4+5!2^(2_2)
地93-88	2373.250	73.415	67.040	9.356	90.644	23.251	205.901	0.000	0.010	0.000	5.842	75.909	0.000	23.177	2.608		长4+5!2^(2_2)
地93-88	2373.375	69.462	68.652	11.029	88.971	22.806	201.362	0.000	0.010	0.000	0.100	99.900	0.000	22.652	2.613		长4+5!2^(2_2)
地93-88	2373.500	67.179	70.203	10.613	89.387	21.900	198.315	0.000	0.010	0.000	0.100	99.900	0.000	21.601	2.612		长4+5!2^(2_2)
地93-88	2373.625	69.077	71.620	13.789	86.211	20.309	199.848	0.000	0.010	0.000	0.100	99.900	0.000	19.904	2.606		长4+5!2^(2_2)
地93-88	2373.750	77.254	72.822	22.273	77.727	18.297	210.119	0.000	0.010	0.000	0.100	99.900	0.000	17.892	2.600		长4+5!2^(2_2)
地93-88	2373.875	91.245	73.736	35.990	64.010	16.391	229.364	0.000	0.010	0.000	0.100	99.900	0.000	16.096	2.594		长4+5!2^(2_2)
地93-88	2374.000	105.949	74.365	50.396	49.604	15.023	250.848	0.000	0.010	0.000	0.100	99.900	0.000	14.827	2.593		长4+5!2^(2_2)
地93-88	2374.125	115.159	74.719	59.599	40.401	14.136	267.303	0.000	0.010	0.000	0.100	99.900	0.000	14.028	2.597		长4+5!2^(2_2)
地93-88	2374.250	118.615	74.807	62.940	37.060	13.653	274.228	0.000	0.010	0.000	0.100	99.900	0.000	13.601	2.606		长4+5!2^(2_2)
地93-88	2374.375	119.220	74.662	61.856	38.144	13.440	271.351	0.000	0.010	0.000	0.100	99.900	0.000	13.437	2.618		长4+5!2^(2_2)
地93-88	2374.500	116.444	74.333	55.346	44.654	13.477	261.136	0.000	0.010	0.000	0.100	99.900	0.000	13.526	2.629		长4+5!2^(2_2)
地93-88	2374.625	108.889	73.835	45.009	54.991	13.784	246.480	0.000	0.010	0.000	0.100	99.900	0.000	13.895	2.637		长4+5!2^(2_2)
地93-88	2374.750	100.006	73.268	35.735	64.265	14.357	232.252	0.000	0.010	0.000	0.100	99.900	0.000	14.487	2.640		长4+5!2^(2_2)
地93-88	2374.875	93.018	72.700	30.156	69.844	15.012	222.880	0.000	0.010	0.000	0.100	99.900	0.000	15.150	2.637		长4+5!2^(2_2)
地93-88	2375.000	90.009	72.101	27.461	72.539	15.687	218.616	0.000	0.010	0.000	0.100	99.900	0.000	15.813	2.628		长4+5!2^(2_2)
地93-88	2375.125	87.493	71.631	24.428	75.572	16.292	217.181	0.000	0.010	0.000	0.100	99.900	0.000	16.395	2.615		长4+5!2^(2_2)
地93-88	2375.250	82.896	71.391	20.377	79.623	16.791	216.834	0.000	0.010	0.000	0.100	99.900	0.000	16.881	2.603		长4+5!2^(2_2)
地93-88	2375.375	77.976	71.370	18.434	81.566	17.198	217.506	0.000	0.010	0.000	0.100	99.900	0.000	17.247	2.595		长4+5!2^(2_2)
地93-88	2375.500	79.470	71.489	23.062	76.938	17.349	219.764	0.000	0.010	0.000	0.100	99.900	0.000	17.307	2.594		长4+5!2^(2_2)
地93-88	2375.625	90.555	71.741	35.004	64.996	17.008	224.543	0.000	0.010	0.000	0.100	99.900	0.000	16.833	2.603		长4+5!2^(2_3)
地93-88	2375.750	104.730	72.081	50.260	49.740	16.151	232.705	0.000	0.010	0.000	0.100	99.900	0.000	15.988	2.618		长4+5!2^(2_3)
地93-88	2375.875	116.472	72.423	64.560	35.440	15.454	243.021	0.000	0.010	0.000	0.100	99.900	0.000	15.403	2.633		长4+5!2^(2_3)
地93-88	2376.000	124.813	72.727	74.643	25.357	15.340	251.160	0.000	0.010	0.000	0.100	99.900	0.000	15.430	2.645		长4+5!2^(2_3)
地93-88	2376.125	128.479	72.931	76.074	23.926	15.866	253.001	0.000	0.010	0.000	0.100	99.900	0.000	16.034	2.648		长4+5!2^(2_3)
地93-88	2376.250	125.133	72.941	67.300	32.700	16.725	247.702	0.000	0.010	0.000	0.100	99.900	0.000	16.915	2.643		长4+5!2^(2_3)
地93-88	2376.375	116.282	72.772	54.487	45.513	17.678	239.025	0.000	0.010	0.000	0.100	99.900	0.000	17.877	2.629		长4+5!2^(2_3)
地93-88	2376.500	107.457	72.504	45.868	54.132	18.699	232.209	0.000	0.010	0.000	0.100	99.900	0.000	18.932	2.611		长4+5!2^(2_3)
地93-88	2376.625	104.234	72.164	42.077	57.923	19.852	228.604	0.000	0.010	0.000	0.100	99.900	0.000	20.081	2.590		长4+5!2^(2_3)
地93-88	2376.750	101.111	71.782	37.163	62.837	20.967	226.851	0.000	0.010	0.000	0.100	99.900	0.000	21.174	2.571		长4+5!2^(2_3)
地93-88	2376.875	94.717	71.369	29.847	70.153	21.981	225.533	0.000	0.010	0.000	0.100	99.900	0.000	22.173	2.558		长4+5!2^(2_3)
地93-88	2377.000	86.397	70.924	22.703	77.297	22.918	224.789	0.000	0.010	0.000	0.100	99.900	0.000	23.091	2.553		长4+5!2^(2_3)
地93-88	2377.125	79.498	70.481	17.879	82.121	23.782	224.869	0.000	0.010	0.000	0.100	99.900	0.000	23.960	2.557		长4+5!2^(2_3)
地93-88	2377.250	75.374	70.106	15.421	84.579	24.645	224.074	0.000	0.010	0.000	0.100	99.900	0.000	24.802	2.566		长4+5!2^(2_3)
地93-88	2377.375	73.641	69.833	14.741	85.259	25.381	220.726	0.000	0.010	0.000	0.100	99.900	0.000	25.494	2.575		长4+5!2^(2_3)
地93-88	2377.500	73.972	69.653	15.724	84.276	25.891	216.633	0.000	0.010	0.000	0.100	99.900	0.000	25.952	2.581		长4+5!2^(2_3)
地93-88	2377.625	76.722	69.554	18.281	81.719	26.139	215.284	0.000	0.010	0.000	0.100	99.900	0.000	26.147	2.581		长4+5!2^(2_3)
地93-88	2377.750	80.801	69.508	22.070	77.930	26.132	218.016	0.000	0.010	0.000	0.100	99.900	0.000	26.095	2.576		长4+5!2^(2_3)
地93-88	2377.875	86.124	69.529	27.312	72.688	25.920	222.632	0.000	0.010	0.000	0.100	99.900	0.000	25.857	2.570		长4+5!2^(2_3)
地93-88	2378.000	92.741	69.605	34.054	65.946	25.596	226.197	0.000	0.010	0.000	0.100	99.900	0.000	25.524	2.566		长4+5!2^(2_3)
地93-88	2378.125	99.888	69.682	41.076	58.924	25.230	227.840	0.000	0.010	0.000	0.100	99.900	0.000	25.150	2.567		长4+5!2^(2_3)
地93-88	2378.250	105.356	69.689	45.494	54.506	24.833	228.188	0.000	0.010	0.000	0.100	99.900	0.000	24.754	2.571		长4+5!2^(2_3)
地93-88	2378.375	106.650	69.595	45.489	54.511	24.424	228.202	0.000	0.010	0.000	0.100	99.900	0.000	24.330	2.579		长4+5!2^(2_3)
地93-88	2378.500	104.693	69.435	43.311	56.689	23.952	228.402	0.000	0.010	0.000	0.100	99.900	0.000	23.857	2.586		长4+5!2^(2_3)
地93-88	2378.625	103.088	69.217	43.068	56.932	23.493	228.506	0.000	0.010	0.000	0.100	99.900	0.000	23.412	2.590		长4+5!2^(2_3)
地93-88	2378.750	104.971	68.907	46.518	53.482	23.128	228.466	0.000	0.010	0.000	0.100	99.900	0.000	23.084	2.588		长4+5!2^(2_3)
地93-88	2378.875	109.243	68.471	50.351	49.649	22.950	228.676	0.000	0.010	0.000	0.100	99.900	0.000	22.948	2.581		长4+5!2^(2_3)
地93-88	2379.000	110.526	67.942	39.861	60.139	22.977	229.066	0.066	0.779	6.818	4.765	76.592	0.340	23.014	2.571		长4+5!2^(2_3)
地93-88	2379.125	103.468	67.378	20.372	79.628	23.193	228.571	0.093	1.888	7.500	11.691	41.739	0.337	23.265	2.560	油层	长4+5!2^(2_3)
地93-88	2379.250	92.280	66.811	15.092	84.908	23.566	226.084	0.145	1.725	8.405	11.450	42.132	0.332	23.657	2.550	油层	长4+5!2^(2_3)
地93-88	2379.375	82.332	66.255	11.301	88.699	24.015	221.913	0.194	1.474	9.005	11.046	43.029	0.327	24.105	2.542	油层	长4+5!2^(2_3)
地93-88	2379.500	76.561	65.732	9.437	90.563	24.418	217.609	0.209	1.244	9.157	10.628	44.121	0.323	24.465	2.534	油层	长4+5!2^(2_3)
地93-88	2379.625	75.088	65.254	9.188	90.812	24.575	214.388	0.191	1.089	8.975	10.316	45.164	0.322	24.548	2.527	油层	长4+5!2^(2_3)
地93-88	2379.750	77.264	64.837	10.358	89.642	24.373	213.422	0.163	1.045	8.648	10.222	45.762	0.325	24.279	2.519	油层	长4+5!2^(2_3)
地93-88	2379.875	82.461	64.492	12.598	87.402	23.872	215.337	0.138	1.134	8.307	10.408	45.582	0.331	23.745	2.512	油层	长4+5!2^(2_3)
地93-88	2380.000	88.109	64.198	14.858	85.142	23.240	219.400	0.127	1.337	8.143	10.802	44.782	0.338	23.111	2.508	油层	长4+5!2^(2_3)
地93-88	2380.125	91.159	63.919	15.978	84.022	22.609	224.070	0.138	1.600	8.312	11.255	43.844	0.345	22.492	2.509	油层	长4+5!2^(2_3)
地93-88	2380.250	90.559	63.616	15.672	84.328	22.043	227.758	0.172	1.834	8.758	11.613	43.226	0.351	21.943	2.515	油层	长4+5!2^(2_3)
地93-88	2380.375	87.775	63.278	14.723	85.277	21.582	229.860	0.221	1.978	9.267	11.816	43.012	0.355	21.517	2.524	油层	长4+5!2^(2_3)
地93-88	2380.500	85.405	62.922	14.149	85.851	21.288	230.643	0.260	2.034	9.595	11.892	43.047	0.358	21.251	2.534	油层	长4+5!2^(2_3)
地93-88	2380.625	85.192	62.562	14.282	85.718	21.121	230.394	0.259	2.016	9.591	11.868	43.273	0.360	21.101	2.542	油层	长4+5!2^(2_3)
地93-88	2380.750	86.421	62.151	15.195	84.805	21.020	229.675	0.235	1.965	9.389	11.799	43.597	0.362	20.997	2.545	油层	长4+5!2^(2_3)
地93-88	2380.875	90.215	61.643	17.191	82.809	20.876	229.278	0.189	1.937	8.953	11.760	43.899	0.364	20.824	2.543	油层	长4+5!2^(2_3)
地93-88	2381.000	95.757	61.082	18.855	81.145	20.606	229.666	0.145	1.964	8.417	11.798	44.080	0.369	20.543	2.535	油层	长4+5!2^(2_3)
地93-88	2381.125	96.137	60.519	17.896	82.104	20.287	230.687	0.150	2.038	8.483	11.897	44.120	0.373	20.218	2.524	油层	长4+5!2^(2_3)
地93-88	2381.250	89.885	60.007	14.946	85.054	19.952	231.733	0.218	2.115	9.243	11.998	44.162	0.377	19.892	2.515	油层	长4+5!2^(2_3)
地93-88	2381.375	82.340	59.683	12.636	87.364	19.675	232.326	0.331	2.160	10.089	12.056	44.266	0.380	19.639	2.511	油层	长4+5!2^(2_3)
地93-88	2381.500	79.695	59.495	12.268	87.732	19.537	232.402	0.380	2.166	10.373	12.063	44.352	0.381	19.542	2.515	油层	长4+5!2^(2_3)
地93-88	2381.625	81.327	59.248	12.722	87.278	19.621	231.588	0.336	2.105	10.118	11.984	44.439	0.379	19.684	2.528	油层	长4+5!2^(2_3)
地93-88	2381.750	82.158	59.078	12.455	87.545	19.973	228.866	0.280	1.912	9.748	11.720	44.851	0.374	20.073	2.545	油层	长4+5!2^(2_3)
地93-88	2381.875	80.669	59.052	10.932	89.068	20.483	223.170	0.226	1.555	9.309	11.168	46.139	0.367	20.598	2.563	油层	长4+5!2^(2_3)
地93-88	2382.000	75.991	59.131	8.323	91.677	21.028	214.840	0.000	0.779	0.000	10.360	48.578	0.000	21.120	2.579	油层	长4+5!2^(2_3)
地93-88	2382.125	69.196	59.265	7.593	92.407	21.377	206.175	0.000	0.010	0.000	5.922	70.265	0.000	21.363	2.587		长4+5!2^(2_3)
地93-88	2382.250	65.790	59.417	10.563	89.437	21.211	202.093	0.000	0.010	0.000	0.100	99.900	0.000	21.100	2.586		长4+5!2^(2_3)
地93-88	2382.375	70.867	59.533	12.174	87.826	20.616	206.152	0.156	0.389	8.556	4.072	80.434	0.370	20.461	2.576		长4+5!2^(2_3)
地93-88	2382.500	82.804	59.565	13.190	86.810	19.862	215.766	0.138	1.174	8.316	10.449	49.917	0.380	19.726	2.561	油水同层	长4+5!2^(2_3)
地93-88	2382.625	90.750	59.533	15.598	84.402	19.224	225.463	0.152	1.695	8.499	11.390	47.092	0.389	19.124	2.543	油水同层	长4+5!2^(2_3)
地93-88	2382.750	88.299	59.519	13.930	86.070	18.759	230.823	0.226	2.049	9.313	11.910	45.845	0.395	18.691	2.528	油水同层	长4+5!2^(2_3)
地93-88	2382.875	79.153	59.597	10.516	89.484	18.424	231.802	0.379	2.120	10.366	12.005	45.944	0.399	18.362	2.518	油水同层	长4+5!2^(2_3)
地93-88	2383.000	70.816	59.790	8.322	91.678	18.102	231.186	0.562	2.075	11.170	11.945	46.568	0.404	18.025	2.513	油水同层	长4+5!2^(2_3)
地93-88	2383.125	68.592	60.123	7.933	92.067	17.706	230.242	0.600	2.006	11.303	11.854	47.421	0.411	17.612	2.513	油水同层	长4+5!2^(2_3)
地93-88	2383.250	69.594	60.615	8.235	91.765	17.238	228.835	0.531	1.906	11.052	11.717	48.538	0.419	17.144	2.516	油水同层	长4+5!2^(2_3)
地93-88	2383.375	71.050	61.266	8.714	91.286	16.792	226.847	0.445	1.773	10.693	11.524	49.842	0.428	16.720	2.522	油水同层	长4+5!2^(2_3)
地93-88	2383.500	73.372	62.086	9.546	90.454	16.465	224.844	0.357	1.644	10.243	11.330	51.010	0.434	16.426	2.533	油水同层	长4+5!2^(2_3)
地93-88	2383.625	76.785	63.064	10.541	89.459	16.297	223.626	0.282	1.570	9.761	11.212	51.679	0.437	16.286	2.549	油水同层	长4+5!2^(2_3)
地93-88	2383.750	79.111	64.126	10.731	89.269	16.270	223.003	0.242	1.533	9.454	11.151	51.916	0.437	16.286	2.571	油水同层	长4+5!2^(2_3)
地93-88	2383.875	77.225	65.194	9.327	90.673	16.364	221.092	0.242	1.426	9.451	10.966	52.488	0.435	16.396	2.596	油水同层	长4+5!2^(2_3)
地93-88	2384.000	71.333	66.212	7.056	92.944	16.506	216.023	0.000	1.173	0.000	10.474	54.384	0.000	16.524	2.622	油水同层	长4+5!2^(2_3)
地93-88	2384.125	66.238	67.160	7.245	92.755	16.533	208.259	0.000	0.587	0.000	6.068	73.676	0.000	16.491	2.642		长4+5!2^(2_3)
地93-88	2384.250	66.207	68.040	11.402	88.598	16.266	201.707	0.000	0.010	0.000	0.100	99.900	0.000	16.166	2.655		长4+5!2^(2_3)
地93-88	2384.375	73.206	68.875	18.423	81.577	15.748	201.319	0.000	0.010	0.000	0.100	99.900	0.000	15.628	2.659		长4+5!2^(2_3)
地93-88	2384.500	85.842	69.710	29.777	70.223	15.163	208.014	0.000	0.010	0.000	0.100	99.900	0.000	15.057	2.656		长4+5!2^(2_3)
地93-88	2384.625	99.015	70.572	41.101	58.899	14.661	218.397	0.000	0.010	0.000	0.100	99.900	0.000	14.582	2.651		长4+5!2^(2_3)
地93-88	2384.750	106.591	71.464	47.359	52.641	14.277	226.782	0.000	0.010	0.000	0.100	99.900	0.000	14.206	2.648		长4+5!2^(2_3)
地93-88	2384.875	108.585	72.386	48.583	51.417	13.929	230.017	0.000	0.010	0.000	0.100	99.900	0.000	13.860	2.648		
地93-88	2385.000	108.056	73.340	47.617	52.383	13.594	229.857	0.000	0.010	0.000	0.100	99.900	0.000	13.532	2.652		
地93-88	2267.750--2385.000(平均)	105.620	76.353	46.833	53.167	16.401	238.352	0.105	0.477	2.654	3.354	86.996	0.104	16.400	2.583		
地93-88	2267.750--2385.000(最大)	202.899	90.500	99.900	96.432	50.667	344.492	3.046	5.970	14.609	15.117	99.900	0.577	50.600	2.687		
地93-88	2267.750--2385.000(最小)	49.285	47.061	3.568	0.100	8.149	193.076	0.000	0.010	0.000	0.100	35.887	0.000	8.220	1.919		
