井名	深度	SH	SS	RT	AC	GR	SP	PERM	POR	SW	DEN	CNL	CAL	RT.1	解释结论	层位
耿166	2418.875	99.9	0.1	12.868	236.51	125.137	145.223	0.01	0.1	99.9	2.713	21.38	24.04	12.811		
耿166	2419.000	99.9	0.1	13.012	241.208	128.92	145.483	0.01	0.1	99.9	2.707	21.885	24.022	12.953		
耿166	2419.125	99.9	0.1	13.143	246.785	131.017	145.731	0.01	0.1	99.9	2.687	22.795	24.02	13.101		
耿166	2419.250	99.9	0.1	13.205	252.44	130.259	145.933	0.01	0.1	99.9	2.641	24.319	24.032	13.206		
耿166	2419.375	99.9	0.1	13.173	255.909	127.37	146.066	0.01	0.1	99.9	2.584	26.278	24.061	13.205		
耿166	2419.500	99.9	0.1	13.038	256.29	122.847	146.115	0.01	0.1	99.9	2.55	28.105	24.113	13.126		长4+5!1^(1_1)
耿166	2419.625	92.657	7.343	12.752	253.789	116.731	146.063	0.01	0.1	99.9	2.548	28.275	24.181	12.905		长4+5!1^(1_1)
耿166	2419.750	81.981	18.019	12.364	249.803	111.622	145.901	0.01	0.1	99.9	2.525	27.6	24.237	12.524		长4+5!1^(1_1)
耿166	2419.875	74.137	25.863	11.985	246.157	107.556	145.627	0.01	0.1	99.9	2.47	26.523	24.257	12.125		长4+5!1^(1_1)
耿166	2420.000	71.988	28.012	11.646	244.431	106.39	145.249	0.01	0.1	99.9	2.421	25.648	24.239	11.776		长4+5!1^(1_1)
耿166	2420.125	72.615	27.385	11.356	244.025	106.733	144.77	0.01	0.1	99.9	2.407	24.823	24.197	11.453		长4+5!1^(1_1)
耿166	2420.250	76.193	23.807	11.179	243.908	108.65	144.196	0.01	0.1	99.9	2.43	25.193	24.139	11.212		长4+5!1^(1_1)
耿166	2420.375	75.713	24.287	11.132	242.429	108.396	143.524	0.01	0.1	99.9	2.477	26.045	24.06	11.131		长4+5!1^(1_1)
耿166	2420.500	70.06	29.94	11.154	238.941	105.324	142.749	0.01	0.1	99.9	2.544	26.618	23.955	11.135		长4+5!1^(1_1)
耿166	2420.625	59.477	40.523	11.225	233.861	99.093	141.869	0.01	0.1	99.9	2.597	26.032	23.839	11.184		长4+5!1^(1_1)
耿166	2420.750	54.108	45.892	11.344	228.425	95.654	140.878	0.01	0.1	99.9	2.61	24.457	23.743	11.287		长4+5!1^(1_1)
耿166	2420.875	65.033	34.967	11.536	223.57	102.448	139.763	0.01	0.1	99.9	2.6	22.906	23.674	11.431		长4+5!1^(1_1)
耿166	2421.000	93.488	6.512	11.926	219.689	117.11	138.523	0.01	0.1	99.9	2.597	21.82	23.612	11.693		长4+5!1^(1_1)
耿166	2421.125	99.9	0.1	12.609	216.162	132.136	137.181	0.01	0.1	99.9	2.6	20.699	23.547	12.275		长4+5!1^(1_1)
耿166	2421.250	99.9	0.1	13.406	212.473	138.714	135.774	0.01	0.1	99.9	2.609	19.991	23.5	13.11		长4+5!1^(1_1)
耿166	2421.375	99.9	0.1	14.056	208.399	135.66	134.367	0.01	0.1	99.9	2.616	19.424	23.51	13.849		长4+5!1^(1_1)
耿166	2421.500	99.9	0.1	14.471	203.274	120.186	133.033	0.01	0.1	99.9	2.621	18.401	23.594	14.366		长4+5!1^(1_1)
耿166	2421.625	55.755	44.245	14.625	197.697	96.731	131.837	0.01	0.1	99.9	2.609	16.103	23.716	14.63		长4+5!1^(1_1)
耿166	2421.750	25.13	74.87	14.54	191.487	72.422	130.845	0.01	0.1	99.9	2.519	13.394	23.849	14.617		长4+5!1^(1_1)
耿166	2421.875	12.324	87.676	14.259	185.79	58.156	130.119	0.01	0.1	99.9	2.341	10.646	23.998	14.424		长4+5!1^(1_1)
耿166	2422.000	7.215	92.785	13.675	181.908	51.307	129.698	0.01	0.1	99.9	2.156	8.544	24.167	14.012		长4+5!1^(1_1)
耿166	2422.125	6.699	93.301	12.734	185.853	50.567	129.605	0.01	0.1	99.9	1.987	7.342	24.332	13.171		长4+5!1^(1_1)
耿166	2422.250	10.061	89.939	11.733	199.372	55.222	129.831	0.01	0.1	99.9	1.858	8.13	24.445	12.079		长4+5!1^(1_1)
耿166	2422.375	18.85	81.15	11.036	222.793	65.864	130.337	0.01	0.1	99.9	1.829	11.868	24.462	11.213		长4+5!1^(1_1)
耿166	2422.500	31.733	68.267	10.761	251.545	78.598	131.063	0.01	0.1	99.9	1.911	18.938	24.398	10.77		长4+5!1^(1_1)
耿166	2422.625	48.561	51.439	10.847	276.169	91.872	131.95	0.01	0.1	99.9	2.036	26.18	24.297	10.747		长4+5!1^(1_1)
耿166	2422.750	66.232	33.768	11.119	288.624	103.147	132.922	0.01	0.1	99.9	2.19	32.087	24.181	10.998		长4+5!1^(1_1)
耿166	2422.875	82.402	17.598	11.391	285.73	111.831	133.902	0.01	0.1	99.9	2.338	35.553	24.056	11.3		长4+5!1^(1_1)
耿166	2423.000	88.728	11.272	11.632	270.783	114.903	134.828	0.01	0.1	99.9	2.464	36.039	23.931	11.528		长4+5!1^(1_1)
耿166	2423.125	85.263	14.737	11.947	250.273	113.241	135.596	0.01	0.1	99.9	2.56	32.4	23.822	11.787		长4+5!1^(1_1)
耿166	2423.250	74.937	25.063	12.346	233.317	107.984	136.152	0.01	0.1	99.9	2.615	27.782	23.753	12.188		长4+5!1^(1_1)
耿166	2423.375	64.619	35.381	12.693	222.826	102.205	136.474	0.01	0.1	99.9	2.623	23.897	23.727	12.584		长4+5!1^(1_1)
耿166	2423.500	52.815	47.185	12.906	219.702	94.794	136.565	0.01	0.1	99.9	2.609	21.563	23.722	12.857		长4+5!1^(1_1)
耿166	2423.625	46.66	53.34	12.978	220.921	90.517	136.442	0.01	0.1	99.9	2.595	20.05	23.72	12.979		长4+5!1^(1_1)
耿166	2423.750	44.45	55.55	12.95	224.313	88.9	136.139	0.01	0.1	99.9	2.583	19.46	23.719	12.975		长4+5!1^(1_1)
耿166	2423.875	48.671	51.329	12.872	229.616	91.949	135.692	0.01	0.1	99.9	2.572	19.657	23.717	12.912		长4+5!1^(1_1)
耿166	2424.000	42.616	57.384	12.748	235.163	96.433	135.169	0.01	0.1	99.9	2.564	20.562	23.708	12.811		长4+5!1^(1_1)
耿166	2424.125	26.192	73.808	12.578	240.481	100.873	134.657	4.616	13.613	53.62	2.563	21.768	23.694	12.654		长4+5!1^(1_1)
耿166	2424.250	27.603	72.397	12.413	243.98	102.821	134.193	6.718	14.497	51.046	2.567	22.947	23.685	12.465		长4+5!1^(1_1)
耿166	2424.375	27.074	72.926	12.33	244.387	101.825	133.793	6.947	14.6	50.987	2.574	23.78	23.682	12.336		长4+5!1^(1_1)
耿166	2424.500	24.887	75.113	12.414	242.256	98.196	133.466	5.497	14.062	52.772	2.586	24.126	23.689	12.322		长4+5!1^(1_1)
耿166	2424.625	22.161	77.839	12.745	238.336	93.576	133.22	3.559	13.071	55.848	2.598	23.678	23.702	12.551		长4+5!1^(1_1)
耿166	2424.750	20.452	79.548	13.251	234.189	90.76	133.052	2.201	12.023	59.084	2.609	22.689	23.716	13.037		长4+5!1^(1_1)
耿166	2424.875	19.885	80.115	13.762	230.895	90.097	132.968	1.468	11.19	61.775	2.617	21.668	23.731	13.572		长4+5!1^(1_1)
耿166	2425.000	20.48	79.52	14.207	229.316	91.596	132.929	1.213	10.791	62.742	2.623	21.063	23.747	14.047		长4+5!1^(1_1)
耿166	2425.125	20.979	79.021	14.58	228.532	92.752	132.924	1.112	10.593	62.912	2.623	21.041	23.763	14.446		长4+5!1^(1_1)
耿166	2425.250	21.3	78.7	14.911	228.26	93.453	132.962	1.093	10.524	62.558	2.622	21.581	23.778	14.782		长4+5!1^(1_1)
耿166	2425.375	21.598	78.402	15.262	227.77	94.135	133.049	1.038	10.401	62.552	2.621	21.799	23.791	15.103		长4+5!1^(1_1)
耿166	2425.500	21.843	78.157	15.712	227.27	94.708	133.189	0.987	10.274	62.432	2.622	21.788	23.812	15.5		长4+5!1^(1_1)
耿166	2425.625	21.923	78.077	16.217	226.769	94.948	133.378	0.945	10.148	62.079	2.628	21.539	23.873	16.031		长4+5!1^(1_1)
耿166	2425.750	21.643	78.357	16.546	225.932	94.519	133.608	0.01	9.936	62.372	2.635	21.617	24.005	16.495		长4+5!1^(1_1)
耿166	2425.875	20.649	79.351	16.566	224.984	92.639	133.868	0.01	9.696	63.512	2.638	21.516	24.198	16.623		长4+5!1^(1_1)
耿166	2426.000	18.792	81.208	16.376	223.407	88.95	134.152	0.01	9.298	66.245	2.618	21.394	24.421	16.481		长4+5!1^(1_1)
耿166	2426.125	16.637	83.363	16.097	221.419	84.429	134.457	0.01	8.795	70.206	2.561	20.285	24.654	16.219		长4+5!1^(1_1)
耿166	2426.250	15.198	84.802	15.802	218.934	81.421	134.783	0.01	8.167	75.765	2.484	19.352	24.893	15.915		长4+5!1^(1_1)
耿166	2426.375	27.492	72.508	15.51	218.464	81.217	135.135	0.01	0.1	99.9	2.408	18.325	25.129	15.632		长4+5!1^(1_1)
耿166	2426.500	28.575	71.425	15.115	221.793	82.425	135.525	0.01	0.1	99.9	2.338	17.583	25.334	15.327		长4+5!1^(1_1)
耿166	2426.625	31.673	68.327	14.51	228.858	85.772	135.973	0.01	0.1	99.9	2.289	18.152	25.493	14.798		长4+5!1^(1_1)
耿166	2426.750	35.433	64.567	13.842	239.097	89.625	136.504	0.01	0.1	99.9	2.277	21.092	25.607	14.077		长4+5!1^(1_1)
耿166	2426.875	40.965	59.035	13.344	250.986	94.928	137.138	0.01	0.1	99.9	2.289	26.196	25.685	13.49		长4+5!1^(1_1)
耿166	2427.000	47.643	52.357	13.01	260.247	100.825	137.879	0.01	0.1	99.9	2.275	31.712	25.745	13.125		长4+5!1^(1_1)
耿166	2427.125	58.431	41.569	12.693	264.978	109.396	138.71	0.01	0.1	99.9	2.195	36.17	25.804	12.837		长4+5!1^(1_1)
耿166	2427.250	70.595	29.405	12.329	267.902	117.926	139.605	0.01	0.1	99.9	2.105	38.246	25.861	12.477		长4+5!1^(1_1)
耿166	2427.375	84.177	15.823	11.976	270.537	126.343	140.525	0.01	0.1	99.9	2.052	37.542	25.926	12.108		长4+5!1^(1_1)
耿166	2427.500	94.042	5.958	11.618	274.435	131.867	141.427	0.01	0.1	99.9	2.039	35.348	26.007	11.778		长4+5!1^(1_1)
耿166	2427.625	98.258	1.742	11.262	282.175	134.099	142.266	0.01	0.1	99.9	2.077	34.609	26.088	11.377		长4+5!1^(1_1)
耿166	2427.750	96.222	3.778	11.104	289.1	133.03	143.007	0.01	0.1	99.9	2.19	39.486	26.148	11.089		长4+5!1^(1_1)
耿166	2427.875	89.012	10.988	11.196	288.708	129.106	143.622	0.01	0.1	99.9	2.324	43.729	26.199	11.127		长4+5!1^(1_1)
耿166	2428.000	79.508	20.492	11.327	280.655	123.565	144.1	0.01	0.1	99.9	2.403	45.351	26.257	11.3		长4+5!1^(1_2)
耿166	2428.125	68.019	31.981	11.277	264.939	116.206	144.44	0.01	0.1	99.9	2.371	43.919	26.325	11.368		长4+5!1^(1_2)
耿166	2428.250	59.456	40.544	10.945	248.584	110.157	144.649	0.01	0.1	99.9	2.273	39.197	26.387	11.14		长4+5!1^(1_2)
耿166	2428.375	55.477	44.523	10.415	238.958	107.153	144.755	0.01	0.1	99.9	2.152	29.682	26.406	10.652		长4+5!1^(1_2)
耿166	2428.500	58.072	41.928	9.801	240.526	109.127	144.79	0.01	0.1	99.9	2.02	23.484	26.362	10.061		长4+5!1^(1_2)
耿166	2428.625	65.582	34.418	9.169	248.438	114.539	144.773	0.01	0.1	99.9	1.922	25.185	26.28	9.412		长4+5!1^(1_2)
耿166	2428.750	81.601	18.399	8.632	258.762	124.824	144.716	0.01	0.1	99.9	1.918	29.311	26.17	8.805		长4+5!1^(1_2)
耿166	2428.875	98.158	1.842	8.205	264.925	134.047	144.629	0.01	0.1	99.9	1.974	33.319	26.02	8.372		长4+5!1^(1_2)
耿166	2429.000	99.9	0.1	7.735	268.214	140.781	144.522	0.01	0.1	99.9	2.052	36.141	25.827	7.955		长4+5!1^(1_2)
耿166	2429.125	99.9	0.1	7.209	272.211	141.183	144.4	0.01	0.1	99.9	2.145	37.411	25.598	7.406		长4+5!1^(1_2)
耿166	2429.250	99.9	0.1	6.827	279.236	140.284	144.256	0.01	0.1	99.9	2.241	36.152	25.353	6.914		长4+5!1^(1_2)
耿166	2429.375	99.9	0.1	6.663	287.184	136.892	144.062	0.01	0.1	99.9	2.319	36.362	25.144	6.695		长4+5!1^(1_2)
耿166	2429.500	96.862	3.138	6.581	291.02	133.368	143.794	0.01	0.1	99.9	2.397	37.517	24.997	6.614		长4+5!1^(1_2)
耿166	2429.625	83.587	16.413	6.503	286.971	125.998	143.43	0.01	0.1	99.9	2.471	38.33	24.898	6.532		长4+5!1^(1_2)
耿166	2429.750	73.03	26.97	6.454	272.771	119.513	142.942	0.01	0.1	99.9	2.515	37.868	24.833	6.46		长4+5!1^(1_2)
耿166	2429.875	58.293	41.707	6.49	255.222	109.293	142.303	0.01	0.1	99.9	2.533	35.143	24.809	6.446		长4+5!1^(1_2)
耿166	2430.000	45.193	54.807	6.701	240.497	98.72	141.486	0.01	0.1	99.9	2.534	30.959	24.824	6.555		长4+5!1^(1_2)
耿166	2430.125	32.749	67.251	7.012	232.519	86.897	140.476	0.01	0.1	99.9	2.519	26.809	24.878	6.92		长4+5!1^(1_2)
耿166	2430.250	26.388	73.612	7.181	231.553	79.961	139.287	0.01	0.1	99.9	2.5	24.188	24.957	7.149		长4+5!1^(1_2)
耿166	2430.375	22.465	77.535	7.271	235.85	75.305	137.957	0.01	0.1	99.9	2.492	22.597	25.04	7.23		长4+5!1^(1_2)
耿166	2430.500	21.458	78.542	7.423	239.453	74.056	136.542	0.01	0.1	99.9	2.486	21.903	25.111	7.334		长4+5!1^(1_2)
耿166	2430.625	21.198	78.802	7.686	242.458	73.731	135.128	0.01	0.1	99.9	2.471	21.257	25.162	7.558		长4+5!1^(1_2)
耿166	2430.750	24.472	75.528	8.011	246.466	77.726	133.819	0.01	0.1	99.9	2.451	21.014	25.187	7.878		长4+5!1^(1_2)
耿166	2430.875	30.971	69.029	8.364	251.878	85.027	132.725	0.01	0.1	99.9	2.436	20.884	25.191	8.21		长4+5!1^(1_2)
耿166	2431.000	42.85	57.15	8.776	258.786	96.645	131.954	0.01	0.1	99.9	2.433	22.218	25.18	8.595		长4+5!1^(1_2)
耿166	2431.125	60.888	39.112	9.201	265.775	111.207	131.575	0.01	0.1	99.9	2.449	25.541	25.152	9.046		长4+5!1^(1_2)
耿166	2431.250	85.066	14.934	9.555	269.889	126.86	131.621	0.01	0.1	99.9	2.487	28.663	25.114	9.434		长4+5!1^(1_2)
耿166	2431.375	99.9	0.1	9.876	268.241	138.166	132.089	0.01	0.1	99.9	2.521	30.332	25.078	9.737		长4+5!1^(1_2)
耿166	2431.500	99.9	0.1	10.231	260.993	142.929	132.928	0.01	0.1	99.9	2.489	30.804	25.053	10.083		长4+5!1^(1_2)
耿166	2431.625	99.9	0.1	10.552	254.778	146.564	134.067	0.01	0.1	99.9	2.361	29.411	25.037	10.453		长4+5!1^(1_2)
耿166	2431.750	99.9	0.1	10.724	252.71	149.927	135.428	0.01	0.1	99.9	2.183	26.619	25.026	10.699		长4+5!1^(1_2)
耿166	2431.875	99.9	0.1	10.801	258.114	149.549	136.876	0.01	0.1	99.9	2.043	26.632	25.012	10.76		长4+5!1^(1_2)
耿166	2432.000	99.9	0.1	10.975	267.454	146.428	138.32	0.01	0.1	99.9	1.991	31.775	25.0	10.861		长4+5!1^(1_2)
耿166	2432.125	99.9	0.1	11.277	275.241	139.872	139.7	0.01	0.1	99.9	2.043	38.766	24.991	11.145		长4+5!1^(1_2)
耿166	2432.250	88.034	11.966	11.574	274.506	128.556	140.974	0.01	0.1	99.9	2.201	41.607	24.985	11.474		长4+5!1^(1_2)
耿166	2432.375	64.588	35.412	11.788	264.967	113.846	142.129	0.01	0.1	99.9	2.4	40.368	24.98	11.725		长4+5!1^(1_2)
耿166	2432.500	50.502	49.498	11.923	250.663	103.204	143.162	0.01	0.1	99.9	2.545	36.34	24.973	11.882		长4+5!1^(1_2)
耿166	2432.625	47.845	52.155	12.003	239.977	100.996	144.057	0.01	0.1	99.9	2.578	28.649	24.96	11.984		长4+5!1^(1_2)
耿166	2432.750	56.296	43.704	12.025	238.906	107.783	144.842	0.01	0.1	99.9	2.529	21.124	24.941	12.032		长4+5!1^(1_2)
耿166	2432.875	71.043	28.957	12.017	247.161	118.221	145.563	0.01	0.1	99.9	2.456	20.737	24.913	12.015		长4+5!1^(1_2)
耿166	2433.000	86.249	13.751	12.085	262.447	127.541	146.231	0.01	0.1	99.9	2.404	26.804	24.886	12.02		长4+5!1^(1_2)
耿166	2433.125	93.789	6.211	12.29	273.875	131.731	146.854	0.01	0.1	99.9	2.394	32.867	24.879	12.183		长4+5!1^(1_2)
耿166	2433.250	91.537	8.463	12.515	277.018	130.506	147.436	0.01	0.1	99.9	2.443	36.374	24.917	12.45		长4+5!1^(1_2)
耿166	2433.375	83.345	16.655	12.62	271.212	125.856	147.976	0.01	0.1	99.9	2.531	36.637	25.025	12.613		长4+5!1^(1_2)
耿166	2433.500	76.506	23.494	12.554	259.312	121.717	148.479	0.01	0.1	99.9	2.616	33.834	25.218	12.631		长4+5!1^(1_2)
耿166	2433.625	74.015	25.985	12.314	246.067	120.145	148.964	0.01	0.1	99.9	2.668	28.067	25.49	12.437		长4+5!1^(1_2)
耿166	2433.750	79.02	20.98	12.046	237.356	123.267	149.402	0.01	0.1	99.9	2.659	23.123	25.824	12.129		长4+5!1^(1_2)
耿166	2433.875	87.316	12.684	11.921	234.016	128.15	149.787	0.01	0.1	99.9	2.606	20.768	26.187	11.922		长4+5!1^(1_2)
耿166	2434.000	95.656	4.344	12.054	234.668	132.73	150.118	0.01	0.1	99.9	2.55	20.79	26.542	11.92		长4+5!1^(1_2)
耿166	2434.125	99.383	0.617	12.43	238.699	134.682	150.397	0.01	0.1	99.9	2.505	22.001	26.881	12.255		长4+5!1^(1_2)
耿166	2434.250	97.447	2.553	12.79	243.667	133.675	150.625	0.01	0.1	99.9	2.474	23.408	27.239	12.692		长4+5!1^(1_2)
耿166	2434.375	90.274	9.726	12.977	250.588	129.809	150.802	0.01	0.1	99.9	2.46	25.042	27.694	12.937		长4+5!1^(1_2)
耿166	2434.500	83.596	16.404	12.981	257.934	126.003	150.94	0.01	0.1	99.9	2.451	27.207	28.295	13.037		长4+5!1^(1_2)
耿166	2434.625	80.049	19.951	12.753	264.864	123.892	151.053	0.01	0.1	99.9	2.43	30.978	28.989	12.897		长4+5!1^(1_2)
耿166	2434.750	78.946	21.054	12.374	269.501	123.223	151.116	0.01	0.1	99.9	2.338	34.305	29.707	12.536		长4+5!1^(1_2)
耿166	2434.875	83.432	16.568	11.861	270.907	125.907	151.128	0.01	0.1	99.9	2.145	37.05	30.421	12.131		长4+5!1^(1_2)
耿166	2435.000	91.068	8.932	10.987	271.267	130.248	151.081	0.01	0.1	99.9	1.905	38.381	31.107	11.457		长4+5!1^(1_2)
耿166	2435.125	94.337	5.663	9.888	275.976	132.026	150.967	0.01	0.1	99.9	1.664	41.671	31.697	10.284		长4+5!1^(1_2)
耿166	2435.250	85.673	14.327	9.096	287.339	127.21	150.788	0.01	0.1	99.9	1.438	49.133	32.072	9.294		长4+5!1^(1_3)
耿166	2435.375	71.856	28.144	8.723	306.206	118.753	150.538	0.01	0.1	99.9	1.277	60.812	32.129	8.8		长4+5!1^(1_3)
耿166	2435.500	58.462	41.538	8.668	328.211	109.419	150.198	0.01	0.1	99.9	1.223	72.863	31.878	8.607		长4+5!1^(1_3)
耿166	2435.625	49.664	50.336	8.884	341.082	102.515	149.791	0.01	0.1	99.9	1.255	85.399	31.436	8.758		长4+5!1^(1_3)
耿166	2435.750	45.46	54.54	9.202	338.735	98.953	149.347	0.01	0.1	99.9	1.351	93.402	30.912	9.074		长4+5!1^(1_3)
耿166	2435.875	46.04	53.96	9.468	319.481	99.455	148.874	0.01	0.1	99.9	1.448	87.276	30.359	9.393		长4+5!1^(1_3)
耿166	2436.000	47.7	52.3	9.561	288.914	100.874	148.383	0.01	0.1	99.9	1.518	72.965	29.784	9.58		长4+5!1^(1_3)
耿166	2436.125	47.853	52.147	9.559	262.514	101.003	147.888	0.01	0.1	99.9	1.582	57.579	29.185	9.532		长4+5!1^(1_3)
耿166	2436.250	45.687	54.313	9.721	251.749	99.15	147.402	0.01	0.1	99.9	1.628	44.619	28.576	9.6		长4+5!1^(1_3)
耿166	2436.375	42.937	57.063	10.145	256.512	96.723	146.948	0.01	0.1	99.9	1.634	39.757	27.979	9.901		长4+5!1^(1_3)
耿166	2436.500	41.96	58.04	10.928	272.673	95.839	146.54	0.01	0.1	99.9	1.657	50.569	27.396	10.511		长4+5!1^(1_3)
耿166	2436.625	43.972	56.028	12.019	287.595	97.646	146.148	0.01	0.1	99.9	1.773	63.285	26.822	11.551		长4+5!1^(1_3)
耿166	2436.750	48.029	51.971	13.124	289.317	101.151	145.776	0.01	0.1	99.9	1.961	69.644	26.252	12.719		长4+5!1^(1_3)
耿166	2436.875	49.353	50.647	14.127	278.595	102.257	145.419	0.01	0.1	99.9	2.15	69.531	25.695	13.73		长4+5!1^(1_3)
耿166	2437.000	49.835	50.165	15.087	260.395	102.656	145.058	0.01	0.1	99.9	2.316	61.773	25.186	14.721		长4+5!1^(1_3)
耿166	2437.125	46.787	53.213	15.878	241.572	100.097	144.658	0.01	0.1	99.9	2.463	46.283	24.786	15.634		长4+5!1^(1_3)
耿166	2437.250	42.488	57.512	16.312	229.61	96.318	144.189	0.01	0.1	99.9	2.542	32.119	24.542	16.245		长4+5!1^(1_3)
耿166	2437.375	34.325	65.675	16.527	225.594	88.512	143.637	0.01	0.1	99.9	2.544	25.278	24.426	16.412		长4+5!1^(1_3)
耿166	2437.500	29.237	70.763	17.037	226.479	83.154	143.003	0.01	0.1	99.9	2.533	22.489	24.371	16.698		长4+5!1^(1_3)
耿166	2437.625	24.531	75.469	18.042	229.103	77.796	142.295	0.01	0.1	99.9	2.535	21.237	24.339	17.543		长4+5!1^(1_3)
耿166	2437.750	22.799	77.201	19.278	230.701	75.714	141.526	0.01	0.1	99.9	2.542	21.09	24.332	18.789		长4+5!1^(1_3)
耿166	2437.875	20.81	79.19	20.334	229.698	73.241	140.728	0.01	0.1	99.9	2.554	21.122	24.361	20.012		长4+5!1^(1_3)
耿166	2438.000	20.473	79.527	20.727	225.821	72.813	139.948	0.01	0.1	99.9	2.572	20.826	24.416	20.815		长4+5!1^(1_3)
耿166	2438.125	19.1	80.9	20.204	219.627	71.042	139.232	0.01	0.1	99.9	2.591	19.839	24.48	20.593		长4+5!1^(1_3)
耿166	2438.250	17.004	82.996	19.216	212.532	68.246	138.612	0.01	0.1	99.9	2.602	18.237	24.542	19.622		长4+5!1^(1_3)
耿166	2438.375	14.327	85.673	18.196	206.157	64.502	138.109	0.01	0.1	99.9	2.571	16.091	24.596	18.608		长4+5!1^(1_3)
耿166	2438.500	11.974	88.026	17.149	202.983	61.032	137.731	0.01	0.1	99.9	2.494	14.141	24.641	17.578		长4+5!1^(1_3)
耿166	2438.625	11.492	88.508	16.136	208.55	60.3	137.489	0.01	0.1	99.9	2.411	13.13	24.665	16.506		长4+5!1^(1_3)
耿166	2438.750	15.011	84.989	15.377	221.765	65.478	137.375	0.01	0.1	99.9	2.35	13.806	24.643	15.582		长4+5!1^(1_3)
耿166	2438.875	23.242	76.758	15.001	241.943	76.252	137.372	0.01	0.1	99.9	2.325	17.648	24.577	15.069		长4+5!1^(1_3)
耿166	2439.000	35.257	64.743	14.756	262.45	89.449	137.459	0.01	0.1	99.9	2.363	25.116	24.49	14.899		长4+5!1^(1_3)
耿166	2439.125	46.034	53.966	14.365	275.955	99.45	137.618	0.01	0.1	99.9	2.448	32.408	24.399	14.543		长4+5!1^(1_3)
耿166	2439.250	52.003	47.997	13.968	278.038	104.419	137.829	0.01	0.1	99.9	2.531	36.946	24.314	14.1		长4+5!1^(1_3)
耿166	2439.375	48.494	51.506	13.683	269.026	101.542	138.072	0.01	0.1	99.9	2.589	38.805	24.244	13.771		长4+5!1^(1_3)
耿166	2439.500	41.294	58.706	13.551	253.592	95.23	138.325	0.01	0.1	99.9	2.617	37.669	24.192	13.552		长4+5!1^(1_3)
耿166	2439.625	32.957	67.043	13.6	238.347	87.112	138.561	0.01	0.1	99.9	2.622	32.958	24.164	13.55		长4+5!1^(1_3)
耿166	2439.750	28.828	71.172	13.711	228.685	82.705	138.768	0.01	0.1	99.9	2.615	28.456	24.167	13.674		长4+5!1^(1_3)
耿166	2439.875	26.62	73.38	13.776	224.315	80.227	138.936	0.01	0.1	99.9	2.612	26.131	24.184	13.767		长4+5!1^(1_3)
耿166	2440.000	27.035	72.965	13.782	225.217	80.699	139.07	0.01	0.1	99.9	2.615	25.252	24.206	13.79		长4+5!1^(1_3)
耿166	2440.125	27.672	72.328	13.756	226.683	81.418	139.195	0.01	0.1	99.9	2.616	24.603	24.236	13.77		长4+5!1^(1_3)
耿166	2440.250	28.667	71.333	13.719	227.766	82.527	139.337	0.01	0.1	99.9	2.613	24.356	24.28	13.734		长4+5!1^(1_3)
耿166	2440.375	29.529	70.471	13.659	229.286	83.474	139.512	0.01	0.1	99.9	2.607	24.143	24.338	13.697		长4+5!1^(1_3)
耿166	2440.500	32.065	67.935	13.502	231.679	86.184	139.744	0.01	0.1	99.9	2.6	24.044	24.409	13.601		长4+5!1^(1_3)
耿166	2440.625	35.785	64.215	13.228	235.224	89.974	140.049	0.01	0.1	99.9	2.589	23.809	24.491	13.353		长4+5!1^(1_3)
耿166	2440.750	40.317	59.683	12.922	240.337	94.327	140.439	0.01	0.1	99.9	2.573	23.936	24.59	13.039		长4+5!1^(1_3)
耿166	2440.875	46.989	53.011	12.64	245.457	100.269	140.918	0.01	0.1	99.9	2.545	24.625	24.701	12.746		长4+5!1^(1_3)
耿166	2441.000	54.663	45.337	12.417	249.481	106.523	141.457	0.01	0.1	99.9	2.495	25.483	24.807	12.48		长4+5!1^(1_3)
耿166	2441.125	62.986	37.014	12.314	251.474	112.716	142.014	0.01	0.1	99.9	2.426	26.319	24.888	12.322		长4+5!1^(1_3)
耿166	2441.250	71.159	28.841	12.333	252.193	118.297	142.557	0.01	0.1	99.9	2.361	27.508	24.927	12.302		长4+5!1^(2_1)
耿166	2441.375	79.873	20.127	12.439	251.564	123.786	143.06	0.01	0.1	99.9	2.325	28.688	24.924	12.38		长4+5!1^(2_1)
耿166	2441.500	85.74	14.26	12.64	251.209	127.248	143.499	0.01	0.1	99.9	2.345	29.444	24.876	12.526		长4+5!1^(2_1)
耿166	2441.625	90.516	9.484	12.963	251.241	129.943	143.842	0.01	0.1	99.9	2.425	30.146	24.789	12.811		长4+5!1^(2_1)
耿166	2441.750	92.444	7.556	13.349	250.498	131.002	144.055	0.01	0.1	99.9	2.54	31.031	24.673	13.191		长4+5!1^(2_1)
耿166	2441.875	90.407	9.593	13.812	248.674	129.883	144.117	0.01	0.1	99.9	2.635	31.457	24.545	13.586		长4+5!1^(2_1)
耿166	2442.000	82.928	17.072	14.503	245.015	125.611	144.021	0.01	0.1	99.9	2.688	31.22	24.422	14.15		长4+5!1^(2_1)
耿166	2442.125	74.87	25.13	15.423	239.731	120.689	143.761	0.01	0.1	99.9	2.705	29.814	24.322	15.031		长4+5!1^(2_1)
耿166	2442.250	66.87	33.13	16.348	233.297	115.425	143.323	0.01	0.1	99.9	2.686	27.113	24.252	16.009	油层	长4+5!1^(2_1)
耿166	2442.375	29.967	70.033	17.227	227.628	109.966	142.705	1.078	11.6	78.044	2.65	23.741	24.212	16.856	油层	长4+5!1^(2_1)
